FID,gid,speed_90
ReAtlas_us_windspeed_offshore.4125,4125,7.625
ReAtlas_us_windspeed_offshore.4135,4135,7.125
ReAtlas_us_windspeed_offshore.4189,4189,7.375
ReAtlas_us_windspeed_offshore.4160,4160,7.375
ReAtlas_us_windspeed_offshore.4241,4241,7.125
ReAtlas_us_windspeed_offshore.4274,4274,7.375
ReAtlas_us_windspeed_offshore.4590,4590,7.125
ReAtlas_us_windspeed_offshore.4388,4388,7.375
ReAtlas_us_windspeed_offshore.4405,4405,7.375
ReAtlas_us_windspeed_offshore.4430,4430,7.875
ReAtlas_us_windspeed_offshore.4434,4434,7.875
ReAtlas_us_windspeed_offshore.4435,4435,7.875
ReAtlas_us_windspeed_offshore.4436,4436,6.875
ReAtlas_us_windspeed_offshore.4439,4439,7.875
ReAtlas_us_windspeed_offshore.4451,4451,7.375
ReAtlas_us_windspeed_offshore.4461,4461,7.125
ReAtlas_us_windspeed_offshore.4473,4473,7.875
ReAtlas_us_windspeed_offshore.4478,4478,7.625
ReAtlas_us_windspeed_offshore.4526,4526,7.125
ReAtlas_us_windspeed_offshore.5064,5064,7.125
ReAtlas_us_windspeed_offshore.5079,5079,7.125
ReAtlas_us_windspeed_offshore.5080,5080,7.625
ReAtlas_us_windspeed_offshore.5119,5119,6.625
ReAtlas_us_windspeed_offshore.4520,4520,7.375
ReAtlas_us_windspeed_offshore.4883,4883,7.125
ReAtlas_us_windspeed_offshore.4966,4966,7.125
ReAtlas_us_windspeed_offshore.4875,4875,7.125
ReAtlas_us_windspeed_offshore.5054,5054,6.875
ReAtlas_us_windspeed_offshore.5055,5055,7.875
ReAtlas_us_windspeed_offshore.5139,5139,7.125
ReAtlas_us_windspeed_offshore.4842,4842,6.875
ReAtlas_us_windspeed_offshore.4843,4843,6.875
ReAtlas_us_windspeed_offshore.4846,4846,6.875
ReAtlas_us_windspeed_offshore.4847,4847,6.875
ReAtlas_us_windspeed_offshore.4854,4854,6.875
ReAtlas_us_windspeed_offshore.4855,4855,6.875
ReAtlas_us_windspeed_offshore.4857,4857,6.625
ReAtlas_us_windspeed_offshore.4860,4860,6.625
ReAtlas_us_windspeed_offshore.4861,4861,6.875
ReAtlas_us_windspeed_offshore.4863,4863,7.125
ReAtlas_us_windspeed_offshore.4865,4865,7.125
ReAtlas_us_windspeed_offshore.4870,4870,7.125
ReAtlas_us_windspeed_offshore.4872,4872,7.125
ReAtlas_us_windspeed_offshore.4876,4876,7.125
ReAtlas_us_windspeed_offshore.4878,4878,7.125
ReAtlas_us_windspeed_offshore.4879,4879,7.125
ReAtlas_us_windspeed_offshore.4892,4892,7.125
ReAtlas_us_windspeed_offshore.5022,5022,7.375
ReAtlas_us_windspeed_offshore.5023,5023,7.375
ReAtlas_us_windspeed_offshore.5073,5073,7.125
ReAtlas_us_windspeed_offshore.4907,4907,7.125
ReAtlas_us_windspeed_offshore.4908,4908,7.375
ReAtlas_us_windspeed_offshore.4914,4914,7.125
ReAtlas_us_windspeed_offshore.4919,4919,7.125
ReAtlas_us_windspeed_offshore.4927,4927,7.125
ReAtlas_us_windspeed_offshore.4932,4932,7.125
ReAtlas_us_windspeed_offshore.4950,4950,7.125
ReAtlas_us_windspeed_offshore.4954,4954,7.125
ReAtlas_us_windspeed_offshore.4956,4956,7.125
ReAtlas_us_windspeed_offshore.4959,4959,8.375
ReAtlas_us_windspeed_offshore.4969,4969,7.125
ReAtlas_us_windspeed_offshore.4972,4972,7.125
ReAtlas_us_windspeed_offshore.5032,5032,7.125
ReAtlas_us_windspeed_offshore.5033,5033,7.125
ReAtlas_us_windspeed_offshore.5034,5034,6.875
ReAtlas_us_windspeed_offshore.5035,5035,6.625
ReAtlas_us_windspeed_offshore.5036,5036,6.625
ReAtlas_us_windspeed_offshore.5038,5038,6.625
ReAtlas_us_windspeed_offshore.5039,5039,6.625
ReAtlas_us_windspeed_offshore.5040,5040,6.625
ReAtlas_us_windspeed_offshore.5042,5042,6.125
ReAtlas_us_windspeed_offshore.5044,5044,6.875
ReAtlas_us_windspeed_offshore.5045,5045,6.875
ReAtlas_us_windspeed_offshore.5283,5283,7.125
ReAtlas_us_windspeed_offshore.5285,5285,7.125
ReAtlas_us_windspeed_offshore.4978,4978,7.375
ReAtlas_us_windspeed_offshore.4979,4979,7.125
ReAtlas_us_windspeed_offshore.4981,4981,7.625
ReAtlas_us_windspeed_offshore.5070,5070,7.875
ReAtlas_us_windspeed_offshore.4987,4987,7.125
ReAtlas_us_windspeed_offshore.4990,4990,7.125
ReAtlas_us_windspeed_offshore.4996,4996,7.375
ReAtlas_us_windspeed_offshore.5002,5002,7.375
ReAtlas_us_windspeed_offshore.5016,5016,7.375
ReAtlas_us_windspeed_offshore.5018,5018,7.875
ReAtlas_us_windspeed_offshore.5019,5019,6.875
ReAtlas_us_windspeed_offshore.5024,5024,8.375
ReAtlas_us_windspeed_offshore.5025,5025,7.375
ReAtlas_us_windspeed_offshore.5026,5026,6.875
ReAtlas_us_windspeed_offshore.5068,5068,7.125
ReAtlas_us_windspeed_offshore.5180,5180,6.875
ReAtlas_us_windspeed_offshore.5030,5030,6.875
ReAtlas_us_windspeed_offshore.5031,5031,6.875
ReAtlas_us_windspeed_offshore.5201,5201,7.375
ReAtlas_us_windspeed_offshore.5047,5047,6.375
ReAtlas_us_windspeed_offshore.5049,5049,6.125
ReAtlas_us_windspeed_offshore.5050,5050,7.875
ReAtlas_us_windspeed_offshore.5051,5051,6.875
ReAtlas_us_windspeed_offshore.5053,5053,7.875
ReAtlas_us_windspeed_offshore.5056,5056,7.375
ReAtlas_us_windspeed_offshore.5057,5057,7.875
ReAtlas_us_windspeed_offshore.5059,5059,6.875
ReAtlas_us_windspeed_offshore.5061,5061,6.875
ReAtlas_us_windspeed_offshore.5065,5065,7.875
ReAtlas_us_windspeed_offshore.5067,5067,7.875
ReAtlas_us_windspeed_offshore.5081,5081,7.875
ReAtlas_us_windspeed_offshore.5084,5084,7.375
ReAtlas_us_windspeed_offshore.5085,5085,7.375
ReAtlas_us_windspeed_offshore.5087,5087,7.375
ReAtlas_us_windspeed_offshore.5090,5090,6.875
ReAtlas_us_windspeed_offshore.5202,5202,7.375
ReAtlas_us_windspeed_offshore.5290,5290,7.125
ReAtlas_us_windspeed_offshore.5095,5095,7.125
ReAtlas_us_windspeed_offshore.5102,5102,7.125
ReAtlas_us_windspeed_offshore.5104,5104,6.875
ReAtlas_us_windspeed_offshore.5111,5111,6.875
ReAtlas_us_windspeed_offshore.5112,5112,7.125
ReAtlas_us_windspeed_offshore.5114,5114,6.875
ReAtlas_us_windspeed_offshore.5115,5115,7.125
ReAtlas_us_windspeed_offshore.5116,5116,7.125
ReAtlas_us_windspeed_offshore.5118,5118,7.125
ReAtlas_us_windspeed_offshore.5121,5121,6.875
ReAtlas_us_windspeed_offshore.5151,5151,8.375
ReAtlas_us_windspeed_offshore.5178,5178,6.875
ReAtlas_us_windspeed_offshore.5179,5179,6.875
ReAtlas_us_windspeed_offshore.5177,5177,7.375
ReAtlas_us_windspeed_offshore.5277,5277,7.125
ReAtlas_us_windspeed_offshore.35042,35042,7.125
ReAtlas_us_windspeed_offshore.5134,5134,7.125
ReAtlas_us_windspeed_offshore.5160,5160,7.125
ReAtlas_us_windspeed_offshore.5164,5164,6.875
ReAtlas_us_windspeed_offshore.5165,5165,6.875
ReAtlas_us_windspeed_offshore.5167,5167,6.875
ReAtlas_us_windspeed_offshore.5168,5168,7.125
ReAtlas_us_windspeed_offshore.5171,5171,7.125
ReAtlas_us_windspeed_offshore.5183,5183,6.875
ReAtlas_us_windspeed_offshore.5184,5184,6.875
ReAtlas_us_windspeed_offshore.5185,5185,7.125
ReAtlas_us_windspeed_offshore.5186,5186,7.125
ReAtlas_us_windspeed_offshore.5187,5187,6.875
ReAtlas_us_windspeed_offshore.5188,5188,6.875
ReAtlas_us_windspeed_offshore.5190,5190,7.375
ReAtlas_us_windspeed_offshore.5191,5191,7.375
ReAtlas_us_windspeed_offshore.5192,5192,7.375
ReAtlas_us_windspeed_offshore.5193,5193,7.125
ReAtlas_us_windspeed_offshore.5194,5194,6.875
ReAtlas_us_windspeed_offshore.5196,5196,7.375
ReAtlas_us_windspeed_offshore.5197,5197,6.875
ReAtlas_us_windspeed_offshore.5198,5198,6.875
ReAtlas_us_windspeed_offshore.5199,5199,7.375
ReAtlas_us_windspeed_offshore.5200,5200,6.875
ReAtlas_us_windspeed_offshore.5203,5203,7.125
ReAtlas_us_windspeed_offshore.5209,5209,7.375
ReAtlas_us_windspeed_offshore.5212,5212,7.125
ReAtlas_us_windspeed_offshore.5213,5213,7.375
ReAtlas_us_windspeed_offshore.5217,5217,7.125
ReAtlas_us_windspeed_offshore.5218,5218,6.875
ReAtlas_us_windspeed_offshore.5219,5219,6.875
ReAtlas_us_windspeed_offshore.5221,5221,7.125
ReAtlas_us_windspeed_offshore.5222,5222,6.875
ReAtlas_us_windspeed_offshore.5223,5223,7.125
ReAtlas_us_windspeed_offshore.5224,5224,7.125
ReAtlas_us_windspeed_offshore.5225,5225,6.625
ReAtlas_us_windspeed_offshore.5226,5226,6.625
ReAtlas_us_windspeed_offshore.5254,5254,7.125
ReAtlas_us_windspeed_offshore.5313,5313,7.125
ReAtlas_us_windspeed_offshore.5232,5232,6.875
ReAtlas_us_windspeed_offshore.5233,5233,7.125
ReAtlas_us_windspeed_offshore.5239,5239,6.875
ReAtlas_us_windspeed_offshore.5245,5245,6.875
ReAtlas_us_windspeed_offshore.5247,5247,6.875
ReAtlas_us_windspeed_offshore.5248,5248,6.875
ReAtlas_us_windspeed_offshore.5249,5249,6.875
ReAtlas_us_windspeed_offshore.5281,5281,7.125
ReAtlas_us_windspeed_offshore.5292,5292,7.125
ReAtlas_us_windspeed_offshore.5296,5296,7.125
ReAtlas_us_windspeed_offshore.5319,5319,7.125
ReAtlas_us_windspeed_offshore.5321,5321,7.125
ReAtlas_us_windspeed_offshore.5300,5300,7.125
ReAtlas_us_windspeed_offshore.5304,5304,7.125
ReAtlas_us_windspeed_offshore.5306,5306,7.125
ReAtlas_us_windspeed_offshore.5310,5310,7.125
ReAtlas_us_windspeed_offshore.5314,5314,7.125
ReAtlas_us_windspeed_offshore.5318,5318,7.125
ReAtlas_us_windspeed_offshore.5323,5323,7.125
ReAtlas_us_windspeed_offshore.5325,5325,7.125
ReAtlas_us_windspeed_offshore.5326,5326,7.125
ReAtlas_us_windspeed_offshore.5328,5328,7.125
ReAtlas_us_windspeed_offshore.5331,5331,7.125
ReAtlas_us_windspeed_offshore.5340,5340,7.125
ReAtlas_us_windspeed_offshore.5341,5341,7.125
ReAtlas_us_windspeed_offshore.5342,5342,7.125
ReAtlas_us_windspeed_offshore.5347,5347,7.125
ReAtlas_us_windspeed_offshore.5348,5348,7.125
ReAtlas_us_windspeed_offshore.5353,5353,7.125
ReAtlas_us_windspeed_offshore.5367,5367,7.125
ReAtlas_us_windspeed_offshore.5368,5368,7.125
ReAtlas_us_windspeed_offshore.5408,5408,6.875
ReAtlas_us_windspeed_offshore.5362,5362,7.125
ReAtlas_us_windspeed_offshore.5373,5373,7.125
ReAtlas_us_windspeed_offshore.35077,35077,7.375
ReAtlas_us_windspeed_offshore.5386,5386,7.125
ReAtlas_us_windspeed_offshore.5376,5376,7.125
ReAtlas_us_windspeed_offshore.5382,5382,7.125
ReAtlas_us_windspeed_offshore.5393,5393,6.875
ReAtlas_us_windspeed_offshore.5396,5396,6.875
ReAtlas_us_windspeed_offshore.5402,5402,6.875
ReAtlas_us_windspeed_offshore.5405,5405,6.875
ReAtlas_us_windspeed_offshore.5419,5419,6.875
ReAtlas_us_windspeed_offshore.4469,4469,7.625
ReAtlas_us_windspeed_offshore.34230,34230,6.625
ReAtlas_us_windspeed_offshore.34232,34232,7.375
ReAtlas_us_windspeed_offshore.4134,4134,7.625
ReAtlas_us_windspeed_offshore.4202,4202,7.125
ReAtlas_us_windspeed_offshore.4225,4225,7.125
ReAtlas_us_windspeed_offshore.34132,34132,6.875
ReAtlas_us_windspeed_offshore.34208,34208,6.625
ReAtlas_us_windspeed_offshore.34207,34207,6.875
ReAtlas_us_windspeed_offshore.35080,35080,7.375
ReAtlas_us_windspeed_offshore.4859,4859,7.125
ReAtlas_us_windspeed_offshore.4941,4941,7.125
ReAtlas_us_windspeed_offshore.5001,5001,7.875
ReAtlas_us_windspeed_offshore.5003,5003,7.875
ReAtlas_us_windspeed_offshore.5274,5274,7.125
ReAtlas_us_windspeed_offshore.34202,34202,6.875
ReAtlas_us_windspeed_offshore.34174,34174,6.875
ReAtlas_us_windspeed_offshore.34209,34209,6.875
ReAtlas_us_windspeed_offshore.34213,34213,6.875
ReAtlas_us_windspeed_offshore.34216,34216,6.875
ReAtlas_us_windspeed_offshore.34220,34220,6.625
ReAtlas_us_windspeed_offshore.34221,34221,6.875
ReAtlas_us_windspeed_offshore.35081,35081,7.375
ReAtlas_us_windspeed_offshore.5279,5279,7.125
ReAtlas_us_windspeed_offshore.5410,5410,7.375
ReAtlas_us_windspeed_offshore.5339,5339,8.125
ReAtlas_us_windspeed_offshore.5391,5391,7.875
ReAtlas_us_windspeed_offshore.34222,34222,6.875
ReAtlas_us_windspeed_offshore.35082,35082,7.375
ReAtlas_us_windspeed_offshore.34233,34233,6.875
ReAtlas_us_windspeed_offshore.34238,34238,6.625
ReAtlas_us_windspeed_offshore.34239,34239,6.875
ReAtlas_us_windspeed_offshore.34112,34112,7.125
ReAtlas_us_windspeed_offshore.34115,34115,7.125
ReAtlas_us_windspeed_offshore.35083,35083,6.625
ReAtlas_us_windspeed_offshore.35084,35084,8.125
ReAtlas_us_windspeed_offshore.34240,34240,6.625
ReAtlas_us_windspeed_offshore.34242,34242,6.375
ReAtlas_us_windspeed_offshore.34241,34241,6.375
ReAtlas_us_windspeed_offshore.34144,34144,6.375
ReAtlas_us_windspeed_offshore.34169,34169,6.875
ReAtlas_us_windspeed_offshore.34214,34214,6.625
ReAtlas_us_windspeed_offshore.34150,34150,6.625
ReAtlas_us_windspeed_offshore.34117,34117,7.125
ReAtlas_us_windspeed_offshore.34119,34119,7.125
ReAtlas_us_windspeed_offshore.34097,34097,6.625
ReAtlas_us_windspeed_offshore.34098,34098,7.375
ReAtlas_us_windspeed_offshore.34099,34099,7.625
ReAtlas_us_windspeed_offshore.34104,34104,7.125
ReAtlas_us_windspeed_offshore.34109,34109,8.125
ReAtlas_us_windspeed_offshore.34110,34110,7.125
ReAtlas_us_windspeed_offshore.36049,36049,6.375
ReAtlas_us_windspeed_offshore.34118,34118,7.125
ReAtlas_us_windspeed_offshore.34137,34137,6.125
ReAtlas_us_windspeed_offshore.34142,34142,6.375
ReAtlas_us_windspeed_offshore.34146,34146,6.625
ReAtlas_us_windspeed_offshore.34147,34147,6.875
ReAtlas_us_windspeed_offshore.34148,34148,6.875
ReAtlas_us_windspeed_offshore.34149,34149,6.625
ReAtlas_us_windspeed_offshore.34153,34153,6.375
ReAtlas_us_windspeed_offshore.34160,34160,6.625
ReAtlas_us_windspeed_offshore.34162,34162,6.125
ReAtlas_us_windspeed_offshore.34165,34165,6.875
ReAtlas_us_windspeed_offshore.34168,34168,6.875
ReAtlas_us_windspeed_offshore.34177,34177,6.875
ReAtlas_us_windspeed_offshore.34178,34178,6.875
ReAtlas_us_windspeed_offshore.34182,34182,6.125
ReAtlas_us_windspeed_offshore.34183,34183,6.875
ReAtlas_us_windspeed_offshore.34156,34156,7.875
ReAtlas_us_windspeed_offshore.34113,34113,7.125
ReAtlas_us_windspeed_offshore.36052,36052,6.375
ReAtlas_us_windspeed_offshore.36053,36053,7.125
ReAtlas_us_windspeed_offshore.34105,34105,8.125
ReAtlas_us_windspeed_offshore.34121,34121,7.125
ReAtlas_us_windspeed_offshore.34123,34123,7.125
ReAtlas_us_windspeed_offshore.34125,34125,6.625
ReAtlas_us_windspeed_offshore.34236,34236,7.125
ReAtlas_us_windspeed_offshore.34194,34194,6.875
ReAtlas_us_windspeed_offshore.34198,34198,6.875
ReAtlas_us_windspeed_offshore.36283,36283,7.375
ReAtlas_us_windspeed_offshore.34211,34211,6.375
ReAtlas_us_windspeed_offshore.34960,34960,7.625
ReAtlas_us_windspeed_offshore.35155,35155,6.375
ReAtlas_us_windspeed_offshore.35156,35156,7.125
ReAtlas_us_windspeed_offshore.35104,35104,6.875
ReAtlas_us_windspeed_offshore.35045,35045,7.375
ReAtlas_us_windspeed_offshore.35100,35100,6.625
ReAtlas_us_windspeed_offshore.35112,35112,7.375
ReAtlas_us_windspeed_offshore.35152,35152,6.375
ReAtlas_us_windspeed_offshore.35153,35153,6.375
ReAtlas_us_windspeed_offshore.35176,35176,6.875
ReAtlas_us_windspeed_offshore.34978,34978,6.625
ReAtlas_us_windspeed_offshore.35040,35040,7.125
ReAtlas_us_windspeed_offshore.35059,35059,7.625
ReAtlas_us_windspeed_offshore.35000,35000,6.875
ReAtlas_us_windspeed_offshore.34994,34994,6.875
ReAtlas_us_windspeed_offshore.35046,35046,6.875
ReAtlas_us_windspeed_offshore.35072,35072,6.625
ReAtlas_us_windspeed_offshore.35073,35073,6.125
ReAtlas_us_windspeed_offshore.35074,35074,7.375
ReAtlas_us_windspeed_offshore.35075,35075,7.375
ReAtlas_us_windspeed_offshore.35076,35076,7.375
ReAtlas_us_windspeed_offshore.35078,35078,8.125
ReAtlas_us_windspeed_offshore.35101,35101,6.875
ReAtlas_us_windspeed_offshore.35102,35102,6.375
ReAtlas_us_windspeed_offshore.35154,35154,7.125
ReAtlas_us_windspeed_offshore.35002,35002,7.875
ReAtlas_us_windspeed_offshore.35036,35036,6.875
ReAtlas_us_windspeed_offshore.35003,35003,7.125
ReAtlas_us_windspeed_offshore.35004,35004,7.875
ReAtlas_us_windspeed_offshore.35005,35005,7.875
ReAtlas_us_windspeed_offshore.35006,35006,7.875
ReAtlas_us_windspeed_offshore.35063,35063,7.375
ReAtlas_us_windspeed_offshore.35064,35064,7.375
ReAtlas_us_windspeed_offshore.35065,35065,8.125
ReAtlas_us_windspeed_offshore.35066,35066,6.625
ReAtlas_us_windspeed_offshore.35141,35141,7.375
ReAtlas_us_windspeed_offshore.35144,35144,6.125
ReAtlas_us_windspeed_offshore.35150,35150,6.125
ReAtlas_us_windspeed_offshore.35208,35208,8.625
ReAtlas_us_windspeed_offshore.34953,34953,7.125
ReAtlas_us_windspeed_offshore.34954,34954,7.125
ReAtlas_us_windspeed_offshore.34955,34955,6.875
ReAtlas_us_windspeed_offshore.34958,34958,7.625
ReAtlas_us_windspeed_offshore.34961,34961,6.875
ReAtlas_us_windspeed_offshore.34962,34962,7.125
ReAtlas_us_windspeed_offshore.34964,34964,7.125
ReAtlas_us_windspeed_offshore.34965,34965,7.875
ReAtlas_us_windspeed_offshore.34966,34966,7.875
ReAtlas_us_windspeed_offshore.34967,34967,7.125
ReAtlas_us_windspeed_offshore.34969,34969,7.875
ReAtlas_us_windspeed_offshore.34970,34970,7.875
ReAtlas_us_windspeed_offshore.34971,34971,7.625
ReAtlas_us_windspeed_offshore.34972,34972,7.125
ReAtlas_us_windspeed_offshore.34973,34973,6.625
ReAtlas_us_windspeed_offshore.34974,34974,6.875
ReAtlas_us_windspeed_offshore.34975,34975,7.875
ReAtlas_us_windspeed_offshore.34976,34976,7.875
ReAtlas_us_windspeed_offshore.34977,34977,7.875
ReAtlas_us_windspeed_offshore.34979,34979,7.875
ReAtlas_us_windspeed_offshore.34980,34980,6.375
ReAtlas_us_windspeed_offshore.34981,34981,6.625
ReAtlas_us_windspeed_offshore.34982,34982,6.875
ReAtlas_us_windspeed_offshore.34983,34983,6.625
ReAtlas_us_windspeed_offshore.34984,34984,6.875
ReAtlas_us_windspeed_offshore.34985,34985,6.625
ReAtlas_us_windspeed_offshore.34963,34963,7.875
ReAtlas_us_windspeed_offshore.35085,35085,6.625
ReAtlas_us_windspeed_offshore.35060,35060,7.125
ReAtlas_us_windspeed_offshore.35160,35160,7.125
ReAtlas_us_windspeed_offshore.35162,35162,6.625
ReAtlas_us_windspeed_offshore.35166,35166,6.875
ReAtlas_us_windspeed_offshore.35230,35230,7.125
ReAtlas_us_windspeed_offshore.34986,34986,6.875
ReAtlas_us_windspeed_offshore.34987,34987,6.875
ReAtlas_us_windspeed_offshore.34988,34988,6.625
ReAtlas_us_windspeed_offshore.34989,34989,6.875
ReAtlas_us_windspeed_offshore.34990,34990,6.875
ReAtlas_us_windspeed_offshore.34991,34991,6.625
ReAtlas_us_windspeed_offshore.35106,35106,7.625
ReAtlas_us_windspeed_offshore.34992,34992,6.875
ReAtlas_us_windspeed_offshore.34993,34993,6.875
ReAtlas_us_windspeed_offshore.35022,35022,6.875
ReAtlas_us_windspeed_offshore.35023,35023,6.625
ReAtlas_us_windspeed_offshore.34997,34997,6.875
ReAtlas_us_windspeed_offshore.34999,34999,7.875
ReAtlas_us_windspeed_offshore.35001,35001,7.875
ReAtlas_us_windspeed_offshore.34995,34995,6.875
ReAtlas_us_windspeed_offshore.34996,34996,6.625
ReAtlas_us_windspeed_offshore.35024,35024,6.625
ReAtlas_us_windspeed_offshore.35025,35025,6.875
ReAtlas_us_windspeed_offshore.35026,35026,7.125
ReAtlas_us_windspeed_offshore.35027,35027,6.625
ReAtlas_us_windspeed_offshore.35028,35028,7.875
ReAtlas_us_windspeed_offshore.35030,35030,7.875
ReAtlas_us_windspeed_offshore.35031,35031,7.875
ReAtlas_us_windspeed_offshore.35008,35008,7.875
ReAtlas_us_windspeed_offshore.35009,35009,7.125
ReAtlas_us_windspeed_offshore.35010,35010,7.875
ReAtlas_us_windspeed_offshore.35041,35041,6.875
ReAtlas_us_windspeed_offshore.35007,35007,7.125
ReAtlas_us_windspeed_offshore.35011,35011,7.125
ReAtlas_us_windspeed_offshore.35012,35012,7.875
ReAtlas_us_windspeed_offshore.35014,35014,6.875
ReAtlas_us_windspeed_offshore.35015,35015,6.875
ReAtlas_us_windspeed_offshore.35016,35016,6.625
ReAtlas_us_windspeed_offshore.35017,35017,6.625
ReAtlas_us_windspeed_offshore.35018,35018,7.125
ReAtlas_us_windspeed_offshore.35019,35019,7.125
ReAtlas_us_windspeed_offshore.35020,35020,6.625
ReAtlas_us_windspeed_offshore.35021,35021,6.875
ReAtlas_us_windspeed_offshore.35029,35029,6.875
ReAtlas_us_windspeed_offshore.35032,35032,6.625
ReAtlas_us_windspeed_offshore.35033,35033,6.875
ReAtlas_us_windspeed_offshore.35034,35034,6.875
ReAtlas_us_windspeed_offshore.35035,35035,6.875
ReAtlas_us_windspeed_offshore.35037,35037,6.875
ReAtlas_us_windspeed_offshore.35038,35038,7.125
ReAtlas_us_windspeed_offshore.35039,35039,7.125
ReAtlas_us_windspeed_offshore.35043,35043,7.125
ReAtlas_us_windspeed_offshore.35044,35044,7.125
ReAtlas_us_windspeed_offshore.35050,35050,7.125
ReAtlas_us_windspeed_offshore.35051,35051,7.125
ReAtlas_us_windspeed_offshore.35052,35052,6.875
ReAtlas_us_windspeed_offshore.35079,35079,6.375
ReAtlas_us_windspeed_offshore.35053,35053,7.125
ReAtlas_us_windspeed_offshore.35054,35054,7.125
ReAtlas_us_windspeed_offshore.35055,35055,7.875
ReAtlas_us_windspeed_offshore.35057,35057,6.875
ReAtlas_us_windspeed_offshore.35049,35049,7.125
ReAtlas_us_windspeed_offshore.35062,35062,7.375
ReAtlas_us_windspeed_offshore.35069,35069,7.375
ReAtlas_us_windspeed_offshore.35070,35070,6.125
ReAtlas_us_windspeed_offshore.35071,35071,6.125
ReAtlas_us_windspeed_offshore.35086,35086,6.875
ReAtlas_us_windspeed_offshore.35087,35087,6.875
ReAtlas_us_windspeed_offshore.35088,35088,8.125
ReAtlas_us_windspeed_offshore.35089,35089,7.625
ReAtlas_us_windspeed_offshore.35091,35091,6.875
ReAtlas_us_windspeed_offshore.35092,35092,7.625
ReAtlas_us_windspeed_offshore.35093,35093,6.875
ReAtlas_us_windspeed_offshore.35094,35094,6.125
ReAtlas_us_windspeed_offshore.35095,35095,6.125
ReAtlas_us_windspeed_offshore.35097,35097,6.375
ReAtlas_us_windspeed_offshore.35098,35098,6.125
ReAtlas_us_windspeed_offshore.35099,35099,6.875
ReAtlas_us_windspeed_offshore.35103,35103,6.375
ReAtlas_us_windspeed_offshore.36029,36029,6.125
ReAtlas_us_windspeed_offshore.36030,36030,6.125
ReAtlas_us_windspeed_offshore.35105,35105,7.625
ReAtlas_us_windspeed_offshore.35110,35110,6.625
ReAtlas_us_windspeed_offshore.35113,35113,7.375
ReAtlas_us_windspeed_offshore.35115,35115,8.375
ReAtlas_us_windspeed_offshore.35117,35117,8.375
ReAtlas_us_windspeed_offshore.35118,35118,6.625
ReAtlas_us_windspeed_offshore.35120,35120,8.375
ReAtlas_us_windspeed_offshore.35129,35129,6.125
ReAtlas_us_windspeed_offshore.35130,35130,8.125
ReAtlas_us_windspeed_offshore.35131,35131,6.625
ReAtlas_us_windspeed_offshore.35132,35132,7.125
ReAtlas_us_windspeed_offshore.35133,35133,6.375
ReAtlas_us_windspeed_offshore.35135,35135,6.625
ReAtlas_us_windspeed_offshore.35136,35136,6.625
ReAtlas_us_windspeed_offshore.35137,35137,6.625
ReAtlas_us_windspeed_offshore.35151,35151,7.125
ReAtlas_us_windspeed_offshore.35157,35157,7.125
ReAtlas_us_windspeed_offshore.35164,35164,6.625
ReAtlas_us_windspeed_offshore.35165,35165,7.125
ReAtlas_us_windspeed_offshore.35167,35167,7.125
ReAtlas_us_windspeed_offshore.35170,35170,7.125
ReAtlas_us_windspeed_offshore.35172,35172,6.875
ReAtlas_us_windspeed_offshore.35174,35174,6.875
ReAtlas_us_windspeed_offshore.35175,35175,6.625
ReAtlas_us_windspeed_offshore.35179,35179,6.625
ReAtlas_us_windspeed_offshore.35182,35182,6.625
ReAtlas_us_windspeed_offshore.35183,35183,6.625
ReAtlas_us_windspeed_offshore.35186,35186,6.625
ReAtlas_us_windspeed_offshore.35189,35189,6.875
ReAtlas_us_windspeed_offshore.35193,35193,6.625
ReAtlas_us_windspeed_offshore.35201,35201,6.875
ReAtlas_us_windspeed_offshore.35213,35213,6.875
ReAtlas_us_windspeed_offshore.35214,35214,6.875
ReAtlas_us_windspeed_offshore.36056,36056,6.375
ReAtlas_us_windspeed_offshore.36057,36057,6.375
ReAtlas_us_windspeed_offshore.36058,36058,6.625
ReAtlas_us_windspeed_offshore.36059,36059,6.625
ReAtlas_us_windspeed_offshore.36279,36279,7.875
ReAtlas_us_windspeed_offshore.35124,35124,7.125
ReAtlas_us_windspeed_offshore.36280,36280,7.625
ReAtlas_us_windspeed_offshore.35216,35216,8.875
ReAtlas_us_windspeed_offshore.35958,35958,6.625
ReAtlas_us_windspeed_offshore.35959,35959,6.375
ReAtlas_us_windspeed_offshore.35961,35961,6.625
ReAtlas_us_windspeed_offshore.36032,36032,6.625
ReAtlas_us_windspeed_offshore.36033,36033,6.875
ReAtlas_us_windspeed_offshore.36083,36083,6.375
ReAtlas_us_windspeed_offshore.36084,36084,6.625
ReAtlas_us_windspeed_offshore.36104,36104,6.625
ReAtlas_us_windspeed_offshore.36105,36105,6.625
ReAtlas_us_windspeed_offshore.36132,36132,6.375
ReAtlas_us_windspeed_offshore.36054,36054,6.625
ReAtlas_us_windspeed_offshore.35916,35916,6.875
ReAtlas_us_windspeed_offshore.35931,35931,7.125
ReAtlas_us_windspeed_offshore.36028,36028,6.375
ReAtlas_us_windspeed_offshore.36099,36099,6.875
ReAtlas_us_windspeed_offshore.36276,36276,7.125
ReAtlas_us_windspeed_offshore.36062,36062,6.625
ReAtlas_us_windspeed_offshore.36063,36063,6.625
ReAtlas_us_windspeed_offshore.36074,36074,6.125
ReAtlas_us_windspeed_offshore.36075,36075,6.625
