FID,gid,speed_90
ReAtlas_us_windspeed_offshore.17846,17846,6.625
ReAtlas_us_windspeed_offshore.17847,17847,6.875
ReAtlas_us_windspeed_offshore.17853,17853,7.125
ReAtlas_us_windspeed_offshore.17906,17906,7.125
ReAtlas_us_windspeed_offshore.17855,17855,6.625
ReAtlas_us_windspeed_offshore.17856,17856,6.125
ReAtlas_us_windspeed_offshore.17858,17858,6.875
ReAtlas_us_windspeed_offshore.17860,17860,6.375
ReAtlas_us_windspeed_offshore.17862,17862,6.875
ReAtlas_us_windspeed_offshore.17867,17867,6.625
ReAtlas_us_windspeed_offshore.17869,17869,7.125
ReAtlas_us_windspeed_offshore.17870,17870,6.625
ReAtlas_us_windspeed_offshore.17872,17872,7.125
ReAtlas_us_windspeed_offshore.17873,17873,5.875
ReAtlas_us_windspeed_offshore.17889,17889,5.625
ReAtlas_us_windspeed_offshore.17875,17875,6.875
ReAtlas_us_windspeed_offshore.17878,17878,6.375
ReAtlas_us_windspeed_offshore.17879,17879,5.375
ReAtlas_us_windspeed_offshore.17892,17892,5.875
ReAtlas_us_windspeed_offshore.17895,17895,6.375
ReAtlas_us_windspeed_offshore.17897,17897,5.875
ReAtlas_us_windspeed_offshore.17899,17899,6.625
ReAtlas_us_windspeed_offshore.17900,17900,6.125
ReAtlas_us_windspeed_offshore.17901,17901,5.875
ReAtlas_us_windspeed_offshore.17903,17903,6.625
ReAtlas_us_windspeed_offshore.17904,17904,6.125
ReAtlas_us_windspeed_offshore.17907,17907,6.875
ReAtlas_us_windspeed_offshore.17908,17908,5.875
ReAtlas_us_windspeed_offshore.17912,17912,5.875
ReAtlas_us_windspeed_offshore.17914,17914,5.875
ReAtlas_us_windspeed_offshore.17915,17915,6.875
ReAtlas_us_windspeed_offshore.17916,17916,6.375
ReAtlas_us_windspeed_offshore.17917,17917,6.375
ReAtlas_us_windspeed_offshore.17944,17944,6.125
ReAtlas_us_windspeed_offshore.17918,17918,6.625
ReAtlas_us_windspeed_offshore.17919,17919,6.375
ReAtlas_us_windspeed_offshore.17922,17922,6.625
ReAtlas_us_windspeed_offshore.17923,17923,6.375
ReAtlas_us_windspeed_offshore.17925,17925,6.125
ReAtlas_us_windspeed_offshore.17926,17926,5.875
ReAtlas_us_windspeed_offshore.17927,17927,6.375
ReAtlas_us_windspeed_offshore.17929,17929,6.375
ReAtlas_us_windspeed_offshore.17931,17931,6.375
ReAtlas_us_windspeed_offshore.17932,17932,6.125
ReAtlas_us_windspeed_offshore.17933,17933,7.125
ReAtlas_us_windspeed_offshore.17934,17934,6.125
ReAtlas_us_windspeed_offshore.17935,17935,5.875
ReAtlas_us_windspeed_offshore.17936,17936,6.125
ReAtlas_us_windspeed_offshore.17937,17937,6.375
ReAtlas_us_windspeed_offshore.17938,17938,6.125
ReAtlas_us_windspeed_offshore.17939,17939,5.875
ReAtlas_us_windspeed_offshore.17941,17941,6.125
ReAtlas_us_windspeed_offshore.17942,17942,5.875
ReAtlas_us_windspeed_offshore.17943,17943,5.875
ReAtlas_us_windspeed_offshore.17826,17826,4.625
ReAtlas_us_windspeed_offshore.17598,17598,4.375
ReAtlas_us_windspeed_offshore.17945,17945,5.875
ReAtlas_us_windspeed_offshore.17550,17550,4.625
ReAtlas_us_windspeed_offshore.17603,17603,4.625
ReAtlas_us_windspeed_offshore.17882,17882,7.125
ReAtlas_us_windspeed_offshore.17883,17883,6.125
ReAtlas_us_windspeed_offshore.17885,17885,6.625
ReAtlas_us_windspeed_offshore.17748,17748,4.375
ReAtlas_us_windspeed_offshore.17947,17947,7.125
ReAtlas_us_windspeed_offshore.17948,17948,7.125
ReAtlas_us_windspeed_offshore.17850,17850,7.125
ReAtlas_us_windspeed_offshore.17699,17699,7.875
ReAtlas_us_windspeed_offshore.17780,17780,6.625
ReAtlas_us_windspeed_offshore.17565,17565,4.375
ReAtlas_us_windspeed_offshore.17803,17803,4.125
ReAtlas_us_windspeed_offshore.17817,17817,5.125
ReAtlas_us_windspeed_offshore.17843,17843,4.375
ReAtlas_us_windspeed_offshore.17726,17726,4.125
ReAtlas_us_windspeed_offshore.17573,17573,4.875
ReAtlas_us_windspeed_offshore.17538,17538,4.625
ReAtlas_us_windspeed_offshore.17540,17540,4.375
ReAtlas_us_windspeed_offshore.17546,17546,4.375
ReAtlas_us_windspeed_offshore.17553,17553,4.875
ReAtlas_us_windspeed_offshore.17554,17554,4.625
ReAtlas_us_windspeed_offshore.17555,17555,4.625
ReAtlas_us_windspeed_offshore.17557,17557,4.375
ReAtlas_us_windspeed_offshore.17558,17558,4.625
ReAtlas_us_windspeed_offshore.17566,17566,4.625
ReAtlas_us_windspeed_offshore.17568,17568,4.375
ReAtlas_us_windspeed_offshore.17569,17569,4.625
ReAtlas_us_windspeed_offshore.17570,17570,4.875
ReAtlas_us_windspeed_offshore.17571,17571,4.875
ReAtlas_us_windspeed_offshore.17576,17576,4.875
ReAtlas_us_windspeed_offshore.17579,17579,4.375
ReAtlas_us_windspeed_offshore.17604,17604,4.375
ReAtlas_us_windspeed_offshore.17580,17580,4.625
ReAtlas_us_windspeed_offshore.17583,17583,4.375
ReAtlas_us_windspeed_offshore.17584,17584,4.625
ReAtlas_us_windspeed_offshore.17589,17589,4.375
ReAtlas_us_windspeed_offshore.17590,17590,4.625
ReAtlas_us_windspeed_offshore.17592,17592,4.375
ReAtlas_us_windspeed_offshore.17593,17593,4.625
ReAtlas_us_windspeed_offshore.17595,17595,4.625
ReAtlas_us_windspeed_offshore.17596,17596,4.875
ReAtlas_us_windspeed_offshore.17599,17599,4.625
ReAtlas_us_windspeed_offshore.17600,17600,4.875
ReAtlas_us_windspeed_offshore.17602,17602,4.875
ReAtlas_us_windspeed_offshore.17605,17605,4.875
ReAtlas_us_windspeed_offshore.17606,17606,4.625
ReAtlas_us_windspeed_offshore.17608,17608,4.125
ReAtlas_us_windspeed_offshore.17609,17609,4.625
ReAtlas_us_windspeed_offshore.17610,17610,4.375
ReAtlas_us_windspeed_offshore.17611,17611,4.625
ReAtlas_us_windspeed_offshore.17612,17612,4.625
ReAtlas_us_windspeed_offshore.17615,17615,4.375
ReAtlas_us_windspeed_offshore.17616,17616,5.125
ReAtlas_us_windspeed_offshore.17617,17617,4.375
ReAtlas_us_windspeed_offshore.17619,17619,4.625
ReAtlas_us_windspeed_offshore.17623,17623,4.875
ReAtlas_us_windspeed_offshore.17627,17627,4.625
ReAtlas_us_windspeed_offshore.17629,17629,4.375
ReAtlas_us_windspeed_offshore.17630,17630,4.125
ReAtlas_us_windspeed_offshore.17632,17632,4.375
ReAtlas_us_windspeed_offshore.17635,17635,4.375
ReAtlas_us_windspeed_offshore.17637,17637,4.375
ReAtlas_us_windspeed_offshore.17638,17638,4.625
ReAtlas_us_windspeed_offshore.17639,17639,4.875
ReAtlas_us_windspeed_offshore.17641,17641,4.375
ReAtlas_us_windspeed_offshore.17646,17646,4.375
ReAtlas_us_windspeed_offshore.17650,17650,4.625
ReAtlas_us_windspeed_offshore.17655,17655,4.125
ReAtlas_us_windspeed_offshore.17656,17656,4.125
ReAtlas_us_windspeed_offshore.17659,17659,4.125
ReAtlas_us_windspeed_offshore.17660,17660,4.375
ReAtlas_us_windspeed_offshore.17661,17661,4.125
ReAtlas_us_windspeed_offshore.17663,17663,4.375
ReAtlas_us_windspeed_offshore.17666,17666,4.375
ReAtlas_us_windspeed_offshore.17667,17667,4.625
ReAtlas_us_windspeed_offshore.17685,17685,4.375
ReAtlas_us_windspeed_offshore.17755,17755,4.375
ReAtlas_us_windspeed_offshore.17691,17691,4.625
ReAtlas_us_windspeed_offshore.17751,17751,4.375
ReAtlas_us_windspeed_offshore.17692,17692,4.875
ReAtlas_us_windspeed_offshore.17697,17697,4.625
ReAtlas_us_windspeed_offshore.17698,17698,4.875
ReAtlas_us_windspeed_offshore.17702,17702,4.375
ReAtlas_us_windspeed_offshore.17703,17703,4.625
ReAtlas_us_windspeed_offshore.17704,17704,4.875
ReAtlas_us_windspeed_offshore.17706,17706,4.125
ReAtlas_us_windspeed_offshore.17707,17707,4.375
ReAtlas_us_windspeed_offshore.17708,17708,4.625
ReAtlas_us_windspeed_offshore.17709,17709,4.625
ReAtlas_us_windspeed_offshore.17710,17710,4.875
ReAtlas_us_windspeed_offshore.17711,17711,4.625
ReAtlas_us_windspeed_offshore.17712,17712,4.875
ReAtlas_us_windspeed_offshore.17713,17713,4.125
ReAtlas_us_windspeed_offshore.17714,17714,4.375
ReAtlas_us_windspeed_offshore.17715,17715,4.875
ReAtlas_us_windspeed_offshore.17717,17717,4.375
ReAtlas_us_windspeed_offshore.17718,17718,4.625
ReAtlas_us_windspeed_offshore.17721,17721,4.875
ReAtlas_us_windspeed_offshore.17756,17756,4.375
ReAtlas_us_windspeed_offshore.17722,17722,4.375
ReAtlas_us_windspeed_offshore.17724,17724,4.375
ReAtlas_us_windspeed_offshore.17725,17725,4.625
ReAtlas_us_windspeed_offshore.17731,17731,4.625
ReAtlas_us_windspeed_offshore.17733,17733,4.625
ReAtlas_us_windspeed_offshore.17734,17734,4.375
ReAtlas_us_windspeed_offshore.17769,17769,4.375
ReAtlas_us_windspeed_offshore.17735,17735,4.625
ReAtlas_us_windspeed_offshore.17736,17736,4.625
ReAtlas_us_windspeed_offshore.17750,17750,4.375
ReAtlas_us_windspeed_offshore.17757,17757,4.625
ReAtlas_us_windspeed_offshore.17758,17758,4.625
ReAtlas_us_windspeed_offshore.17738,17738,5.125
ReAtlas_us_windspeed_offshore.17741,17741,4.875
ReAtlas_us_windspeed_offshore.17742,17742,4.625
ReAtlas_us_windspeed_offshore.17743,17743,4.375
ReAtlas_us_windspeed_offshore.17744,17744,4.625
ReAtlas_us_windspeed_offshore.17752,17752,5.125
ReAtlas_us_windspeed_offshore.17754,17754,4.625
ReAtlas_us_windspeed_offshore.17760,17760,4.375
ReAtlas_us_windspeed_offshore.17761,17761,4.625
ReAtlas_us_windspeed_offshore.17762,17762,4.875
ReAtlas_us_windspeed_offshore.17763,17763,4.625
ReAtlas_us_windspeed_offshore.17765,17765,4.625
ReAtlas_us_windspeed_offshore.17766,17766,4.375
ReAtlas_us_windspeed_offshore.17767,17767,4.625
ReAtlas_us_windspeed_offshore.17770,17770,4.625
ReAtlas_us_windspeed_offshore.17778,17778,4.875
ReAtlas_us_windspeed_offshore.17779,17779,4.625
ReAtlas_us_windspeed_offshore.17785,17785,5.125
ReAtlas_us_windspeed_offshore.17886,17886,4.375
ReAtlas_us_windspeed_offshore.17795,17795,5.375
ReAtlas_us_windspeed_offshore.17796,17796,4.625
ReAtlas_us_windspeed_offshore.17801,17801,4.875
ReAtlas_us_windspeed_offshore.17804,17804,4.875
ReAtlas_us_windspeed_offshore.17810,17810,4.125
ReAtlas_us_windspeed_offshore.17811,17811,4.375
ReAtlas_us_windspeed_offshore.17812,17812,5.125
ReAtlas_us_windspeed_offshore.17813,17813,4.625
ReAtlas_us_windspeed_offshore.17815,17815,4.875
ReAtlas_us_windspeed_offshore.17816,17816,4.625
ReAtlas_us_windspeed_offshore.17818,17818,4.875
ReAtlas_us_windspeed_offshore.17820,17820,4.375
ReAtlas_us_windspeed_offshore.17821,17821,4.375
ReAtlas_us_windspeed_offshore.17822,17822,4.875
ReAtlas_us_windspeed_offshore.17823,17823,4.625
ReAtlas_us_windspeed_offshore.17824,17824,4.625
ReAtlas_us_windspeed_offshore.17880,17880,4.375
ReAtlas_us_windspeed_offshore.17825,17825,4.875
ReAtlas_us_windspeed_offshore.17888,17888,4.375
ReAtlas_us_windspeed_offshore.17928,17928,3.875
ReAtlas_us_windspeed_offshore.17829,17829,4.625
ReAtlas_us_windspeed_offshore.17837,17837,4.375
ReAtlas_us_windspeed_offshore.17838,17838,4.625
ReAtlas_us_windspeed_offshore.17841,17841,4.125
ReAtlas_us_windspeed_offshore.17848,17848,4.125
ReAtlas_us_windspeed_offshore.17854,17854,4.875
ReAtlas_us_windspeed_offshore.17857,17857,4.125
ReAtlas_us_windspeed_offshore.17859,17859,4.375
ReAtlas_us_windspeed_offshore.17863,17863,4.375
ReAtlas_us_windspeed_offshore.17864,17864,4.375
ReAtlas_us_windspeed_offshore.17865,17865,4.625
ReAtlas_us_windspeed_offshore.17866,17866,4.375
ReAtlas_us_windspeed_offshore.17890,17890,4.375
ReAtlas_us_windspeed_offshore.17874,17874,4.625
ReAtlas_us_windspeed_offshore.17876,17876,4.875
ReAtlas_us_windspeed_offshore.17877,17877,4.375
ReAtlas_us_windspeed_offshore.17881,17881,4.125
ReAtlas_us_windspeed_offshore.17891,17891,4.875
ReAtlas_us_windspeed_offshore.17893,17893,4.625
ReAtlas_us_windspeed_offshore.17894,17894,4.625
ReAtlas_us_windspeed_offshore.17898,17898,4.375
ReAtlas_us_windspeed_offshore.17902,17902,4.375
ReAtlas_us_windspeed_offshore.17905,17905,4.625
ReAtlas_us_windspeed_offshore.17910,17910,4.875
ReAtlas_us_windspeed_offshore.17911,17911,4.625
ReAtlas_us_windspeed_offshore.17913,17913,4.125
ReAtlas_us_windspeed_offshore.17920,17920,4.125
ReAtlas_us_windspeed_offshore.17884,17884,4.375
ReAtlas_us_windspeed_offshore.17924,17924,4.125
ReAtlas_us_windspeed_offshore.17930,17930,4.125
ReAtlas_us_windspeed_offshore.17946,17946,4.125
ReAtlas_us_windspeed_offshore.17607,17607,4.875
ReAtlas_us_windspeed_offshore.17739,17739,4.625
ReAtlas_us_windspeed_offshore.17849,17849,4.375
ReAtlas_us_windspeed_offshore.14952,14952,4.625
ReAtlas_us_windspeed_offshore.17940,17940,4.375
ReAtlas_us_windspeed_offshore.14879,14879,4.375
ReAtlas_us_windspeed_offshore.14505,14505,6.375
ReAtlas_us_windspeed_offshore.14503,14503,5.125
ReAtlas_us_windspeed_offshore.14656,14656,5.125
ReAtlas_us_windspeed_offshore.14961,14961,5.125
ReAtlas_us_windspeed_offshore.14520,14520,6.375
ReAtlas_us_windspeed_offshore.14521,14521,5.125
ReAtlas_us_windspeed_offshore.14722,14722,5.125
ReAtlas_us_windspeed_offshore.14530,14530,5.875
ReAtlas_us_windspeed_offshore.14541,14541,6.125
ReAtlas_us_windspeed_offshore.14564,14564,5.875
ReAtlas_us_windspeed_offshore.14548,14548,6.125
ReAtlas_us_windspeed_offshore.14560,14560,5.625
ReAtlas_us_windspeed_offshore.14584,14584,5.375
ReAtlas_us_windspeed_offshore.14611,14611,6.125
ReAtlas_us_windspeed_offshore.14621,14621,5.375
ReAtlas_us_windspeed_offshore.14748,14748,6.875
ReAtlas_us_windspeed_offshore.14884,14884,4.375
ReAtlas_us_windspeed_offshore.14899,14899,6.625
ReAtlas_us_windspeed_offshore.15001,15001,4.625
ReAtlas_us_windspeed_offshore.14467,14467,5.625
ReAtlas_us_windspeed_offshore.14487,14487,5.375
ReAtlas_us_windspeed_offshore.14488,14488,5.625
ReAtlas_us_windspeed_offshore.14507,14507,5.625
ReAtlas_us_windspeed_offshore.14516,14516,5.375
ReAtlas_us_windspeed_offshore.14527,14527,5.625
ReAtlas_us_windspeed_offshore.14633,14633,5.125
ReAtlas_us_windspeed_offshore.14645,14645,5.125
ReAtlas_us_windspeed_offshore.14660,14660,4.875
ReAtlas_us_windspeed_offshore.14675,14675,5.125
ReAtlas_us_windspeed_offshore.14678,14678,4.875
ReAtlas_us_windspeed_offshore.14784,14784,4.625
ReAtlas_us_windspeed_offshore.14707,14707,5.125
ReAtlas_us_windspeed_offshore.14728,14728,5.375
ReAtlas_us_windspeed_offshore.14738,14738,5.375
ReAtlas_us_windspeed_offshore.14741,14741,6.875
ReAtlas_us_windspeed_offshore.14747,14747,5.375
ReAtlas_us_windspeed_offshore.14754,14754,5.125
ReAtlas_us_windspeed_offshore.14760,14760,5.375
ReAtlas_us_windspeed_offshore.14779,14779,5.375
ReAtlas_us_windspeed_offshore.14795,14795,5.125
ReAtlas_us_windspeed_offshore.14798,14798,4.875
ReAtlas_us_windspeed_offshore.14802,14802,4.625
ReAtlas_us_windspeed_offshore.15062,15062,4.125
ReAtlas_us_windspeed_offshore.14804,14804,5.125
ReAtlas_us_windspeed_offshore.14810,14810,4.875
ReAtlas_us_windspeed_offshore.14813,14813,5.125
ReAtlas_us_windspeed_offshore.14815,14815,4.375
ReAtlas_us_windspeed_offshore.14819,14819,4.625
ReAtlas_us_windspeed_offshore.14821,14821,4.875
ReAtlas_us_windspeed_offshore.14826,14826,4.375
ReAtlas_us_windspeed_offshore.14827,14827,4.625
ReAtlas_us_windspeed_offshore.14830,14830,4.125
ReAtlas_us_windspeed_offshore.14834,14834,4.375
ReAtlas_us_windspeed_offshore.14838,14838,4.875
ReAtlas_us_windspeed_offshore.14867,14867,5.125
ReAtlas_us_windspeed_offshore.14850,14850,4.625
ReAtlas_us_windspeed_offshore.14859,14859,4.875
ReAtlas_us_windspeed_offshore.14860,14860,4.625
ReAtlas_us_windspeed_offshore.14871,14871,4.875
ReAtlas_us_windspeed_offshore.14880,14880,4.625
ReAtlas_us_windspeed_offshore.14898,14898,4.625
ReAtlas_us_windspeed_offshore.14943,14943,4.125
ReAtlas_us_windspeed_offshore.14890,14890,4.625
ReAtlas_us_windspeed_offshore.14894,14894,4.375
ReAtlas_us_windspeed_offshore.14907,14907,4.875
ReAtlas_us_windspeed_offshore.14909,14909,4.125
ReAtlas_us_windspeed_offshore.14913,14913,4.125
ReAtlas_us_windspeed_offshore.14914,14914,4.375
ReAtlas_us_windspeed_offshore.14916,14916,4.125
ReAtlas_us_windspeed_offshore.14918,14918,4.375
ReAtlas_us_windspeed_offshore.14919,14919,4.375
ReAtlas_us_windspeed_offshore.14920,14920,4.625
ReAtlas_us_windspeed_offshore.14921,14921,4.375
ReAtlas_us_windspeed_offshore.14928,14928,4.625
ReAtlas_us_windspeed_offshore.14931,14931,4.875
ReAtlas_us_windspeed_offshore.14933,14933,4.375
ReAtlas_us_windspeed_offshore.14966,14966,4.875
ReAtlas_us_windspeed_offshore.14948,14948,4.125
ReAtlas_us_windspeed_offshore.14949,14949,4.875
ReAtlas_us_windspeed_offshore.14950,14950,4.125
ReAtlas_us_windspeed_offshore.14951,14951,4.625
ReAtlas_us_windspeed_offshore.14958,14958,4.625
ReAtlas_us_windspeed_offshore.14963,14963,4.625
ReAtlas_us_windspeed_offshore.14969,14969,4.375
ReAtlas_us_windspeed_offshore.14995,14995,4.875
ReAtlas_us_windspeed_offshore.14977,14977,4.625
ReAtlas_us_windspeed_offshore.14979,14979,5.125
ReAtlas_us_windspeed_offshore.14981,14981,4.625
ReAtlas_us_windspeed_offshore.14983,14983,4.875
ReAtlas_us_windspeed_offshore.14989,14989,4.375
ReAtlas_us_windspeed_offshore.14991,14991,4.625
ReAtlas_us_windspeed_offshore.14999,14999,4.125
ReAtlas_us_windspeed_offshore.15003,15003,4.875
ReAtlas_us_windspeed_offshore.15006,15006,4.125
ReAtlas_us_windspeed_offshore.15010,15010,4.625
ReAtlas_us_windspeed_offshore.15021,15021,4.125
ReAtlas_us_windspeed_offshore.15022,15022,4.375
ReAtlas_us_windspeed_offshore.15024,15024,4.625
ReAtlas_us_windspeed_offshore.15027,15027,4.125
ReAtlas_us_windspeed_offshore.15036,15036,4.375
ReAtlas_us_windspeed_offshore.15052,15052,4.125
ReAtlas_us_windspeed_offshore.15053,15053,4.375
ReAtlas_us_windspeed_offshore.15039,15039,4.125
ReAtlas_us_windspeed_offshore.15040,15040,4.625
ReAtlas_us_windspeed_offshore.17397,17397,6.125
ReAtlas_us_windspeed_offshore.15042,15042,4.375
ReAtlas_us_windspeed_offshore.15043,15043,5.125
ReAtlas_us_windspeed_offshore.14464,14464,5.375
ReAtlas_us_windspeed_offshore.14470,14470,5.875
ReAtlas_us_windspeed_offshore.14477,14477,6.625
ReAtlas_us_windspeed_offshore.15045,15045,5.125
ReAtlas_us_windspeed_offshore.15048,15048,4.625
ReAtlas_us_windspeed_offshore.15055,15055,4.375
ReAtlas_us_windspeed_offshore.15056,15056,4.875
ReAtlas_us_windspeed_offshore.15061,15061,4.625
ReAtlas_us_windspeed_offshore.15066,15066,3.875
ReAtlas_us_windspeed_offshore.15067,15067,4.375
ReAtlas_us_windspeed_offshore.14590,14590,5.625
ReAtlas_us_windspeed_offshore.17653,17653,7.375
ReAtlas_us_windspeed_offshore.14413,14413,5.625
ReAtlas_us_windspeed_offshore.14430,14430,5.375
ReAtlas_us_windspeed_offshore.14440,14440,5.625
ReAtlas_us_windspeed_offshore.14455,14455,5.125
ReAtlas_us_windspeed_offshore.14463,14463,6.375
ReAtlas_us_windspeed_offshore.17405,17405,4.625
ReAtlas_us_windspeed_offshore.14478,14478,4.875
ReAtlas_us_windspeed_offshore.14485,14485,5.125
ReAtlas_us_windspeed_offshore.14493,14493,5.875
ReAtlas_us_windspeed_offshore.14502,14502,5.375
ReAtlas_us_windspeed_offshore.14446,14446,6.125
ReAtlas_us_windspeed_offshore.14376,14376,6.375
ReAtlas_us_windspeed_offshore.14377,14377,5.625
ReAtlas_us_windspeed_offshore.14390,14390,5.625
ReAtlas_us_windspeed_offshore.14396,14396,5.875
ReAtlas_us_windspeed_offshore.14409,14409,6.375
ReAtlas_us_windspeed_offshore.14384,14384,6.375
ReAtlas_us_windspeed_offshore.14359,14359,5.625
ReAtlas_us_windspeed_offshore.14324,14324,5.625
ReAtlas_us_windspeed_offshore.14342,14342,6.125
ReAtlas_us_windspeed_offshore.14315,14315,5.625
ReAtlas_us_windspeed_offshore.14336,14336,5.875
ReAtlas_us_windspeed_offshore.14294,14294,5.375
ReAtlas_us_windspeed_offshore.14302,14302,5.625
ReAtlas_us_windspeed_offshore.17316,17316,6.625
ReAtlas_us_windspeed_offshore.17278,17278,6.625
ReAtlas_us_windspeed_offshore.17301,17301,6.375
ReAtlas_us_windspeed_offshore.17333,17333,6.625
ReAtlas_us_windspeed_offshore.17335,17335,6.375
ReAtlas_us_windspeed_offshore.17622,17622,7.125
ReAtlas_us_windspeed_offshore.17526,17526,6.875
ReAtlas_us_windspeed_offshore.17479,17479,6.875
ReAtlas_us_windspeed_offshore.17495,17495,6.875
ReAtlas_us_windspeed_offshore.17521,17521,6.875
ReAtlas_us_windspeed_offshore.17523,17523,6.875
ReAtlas_us_windspeed_offshore.17524,17524,7.125
ReAtlas_us_windspeed_offshore.17525,17525,6.875
ReAtlas_us_windspeed_offshore.17531,17531,6.875
ReAtlas_us_windspeed_offshore.17536,17536,6.375
ReAtlas_us_windspeed_offshore.17543,17543,7.125
ReAtlas_us_windspeed_offshore.17544,17544,6.375
ReAtlas_us_windspeed_offshore.17560,17560,7.375
ReAtlas_us_windspeed_offshore.17563,17563,7.125
ReAtlas_us_windspeed_offshore.17618,17618,7.375
ReAtlas_us_windspeed_offshore.17625,17625,7.125
ReAtlas_us_windspeed_offshore.17628,17628,7.375
ReAtlas_us_windspeed_offshore.17651,17651,7.375
ReAtlas_us_windspeed_offshore.17664,17664,7.625
ReAtlas_us_windspeed_offshore.17665,17665,7.375
ReAtlas_us_windspeed_offshore.17676,17676,7.625
ReAtlas_us_windspeed_offshore.17679,17679,7.625
ReAtlas_us_windspeed_offshore.14501,14501,6.375
ReAtlas_us_windspeed_offshore.17249,17249,4.125
ReAtlas_us_windspeed_offshore.17142,17142,5.375
ReAtlas_us_windspeed_offshore.17148,17148,4.875
ReAtlas_us_windspeed_offshore.17498,17498,4.875
ReAtlas_us_windspeed_offshore.17242,17242,3.625
ReAtlas_us_windspeed_offshore.17274,17274,4.625
ReAtlas_us_windspeed_offshore.17434,17434,4.625
ReAtlas_us_windspeed_offshore.17481,17481,4.375
ReAtlas_us_windspeed_offshore.17317,17317,4.625
ReAtlas_us_windspeed_offshore.17119,17119,4.625
ReAtlas_us_windspeed_offshore.17128,17128,4.875
ReAtlas_us_windspeed_offshore.17130,17130,4.125
ReAtlas_us_windspeed_offshore.17134,17134,4.875
ReAtlas_us_windspeed_offshore.17135,17135,4.875
ReAtlas_us_windspeed_offshore.17312,17312,3.875
ReAtlas_us_windspeed_offshore.17141,17141,4.625
ReAtlas_us_windspeed_offshore.17250,17250,4.625
ReAtlas_us_windspeed_offshore.17154,17154,4.875
ReAtlas_us_windspeed_offshore.17159,17159,4.375
ReAtlas_us_windspeed_offshore.17160,17160,4.875
ReAtlas_us_windspeed_offshore.17169,17169,4.375
ReAtlas_us_windspeed_offshore.17173,17173,4.375
ReAtlas_us_windspeed_offshore.17176,17176,4.875
ReAtlas_us_windspeed_offshore.17177,17177,4.875
ReAtlas_us_windspeed_offshore.17183,17183,4.125
ReAtlas_us_windspeed_offshore.17190,17190,4.375
ReAtlas_us_windspeed_offshore.17193,17193,4.125
ReAtlas_us_windspeed_offshore.17198,17198,4.625
ReAtlas_us_windspeed_offshore.17200,17200,4.875
ReAtlas_us_windspeed_offshore.17207,17207,4.375
ReAtlas_us_windspeed_offshore.17209,17209,4.625
ReAtlas_us_windspeed_offshore.17212,17212,4.625
ReAtlas_us_windspeed_offshore.17218,17218,4.375
ReAtlas_us_windspeed_offshore.17224,17224,4.875
ReAtlas_us_windspeed_offshore.17238,17238,4.125
ReAtlas_us_windspeed_offshore.17239,17239,4.625
ReAtlas_us_windspeed_offshore.17429,17429,4.875
ReAtlas_us_windspeed_offshore.17243,17243,4.625
ReAtlas_us_windspeed_offshore.17244,17244,4.625
ReAtlas_us_windspeed_offshore.17247,17247,4.875
ReAtlas_us_windspeed_offshore.17253,17253,4.375
ReAtlas_us_windspeed_offshore.17254,17254,4.875
ReAtlas_us_windspeed_offshore.17255,17255,4.125
ReAtlas_us_windspeed_offshore.17256,17256,4.625
ReAtlas_us_windspeed_offshore.17257,17257,4.625
ReAtlas_us_windspeed_offshore.17262,17262,3.875
ReAtlas_us_windspeed_offshore.17266,17266,4.375
ReAtlas_us_windspeed_offshore.17396,17396,5.125
ReAtlas_us_windspeed_offshore.17288,17288,4.625
ReAtlas_us_windspeed_offshore.17293,17293,3.875
ReAtlas_us_windspeed_offshore.17406,17406,5.125
ReAtlas_us_windspeed_offshore.17279,17279,4.875
ReAtlas_us_windspeed_offshore.17287,17287,4.125
ReAtlas_us_windspeed_offshore.17294,17294,4.625
ReAtlas_us_windspeed_offshore.17302,17302,3.875
ReAtlas_us_windspeed_offshore.17303,17303,4.375
ReAtlas_us_windspeed_offshore.17304,17304,4.375
ReAtlas_us_windspeed_offshore.17305,17305,3.875
ReAtlas_us_windspeed_offshore.17306,17306,4.125
ReAtlas_us_windspeed_offshore.17310,17310,4.875
ReAtlas_us_windspeed_offshore.17390,17390,4.625
ReAtlas_us_windspeed_offshore.17318,17318,4.875
ReAtlas_us_windspeed_offshore.17320,17320,3.875
ReAtlas_us_windspeed_offshore.17321,17321,3.625
ReAtlas_us_windspeed_offshore.17322,17322,3.875
ReAtlas_us_windspeed_offshore.17325,17325,3.875
ReAtlas_us_windspeed_offshore.17326,17326,4.375
ReAtlas_us_windspeed_offshore.17328,17328,4.375
ReAtlas_us_windspeed_offshore.17330,17330,4.375
ReAtlas_us_windspeed_offshore.17331,17331,4.625
ReAtlas_us_windspeed_offshore.17336,17336,4.375
ReAtlas_us_windspeed_offshore.17341,17341,4.125
ReAtlas_us_windspeed_offshore.17342,17342,4.625
ReAtlas_us_windspeed_offshore.17343,17343,4.625
ReAtlas_us_windspeed_offshore.17345,17345,4.875
ReAtlas_us_windspeed_offshore.17350,17350,4.375
ReAtlas_us_windspeed_offshore.17354,17354,4.625
ReAtlas_us_windspeed_offshore.17357,17357,4.875
ReAtlas_us_windspeed_offshore.17359,17359,4.375
ReAtlas_us_windspeed_offshore.17362,17362,4.125
ReAtlas_us_windspeed_offshore.17365,17365,4.625
ReAtlas_us_windspeed_offshore.17367,17367,4.875
ReAtlas_us_windspeed_offshore.17368,17368,4.375
