FID,lat,lon,gid,reachid,pen_power_,pen_head_f
ReAtlas_smallhydro.3583,46.589619557436144,-122.43652511510712,3583,863462.000000,1085.466,46.785
ReAtlas_smallhydro.3584,46.58533230114528,-122.50212394851226,3584,863450.000000,2151.335,87.664
ReAtlas_smallhydro.3592,46.70317594860485,-122.1586640694826,3592,877847.000000,1590.855,264.797
ReAtlas_smallhydro.3593,46.74499743356719,-121.9831262816916,3593,877828.000000,1896.564,76.214
ReAtlas_smallhydro.3595,46.747520305295104,-122.01502167142306,3595,877817.000000,2108.565,82.021
ReAtlas_smallhydro.3597,46.74824322277642,-122.05756823195603,3597,877807.000000,2055.474,61.778
ReAtlas_smallhydro.3600,46.751725737832146,-122.09311629893767,3600,877803.000000,3413.715,99.016
ReAtlas_smallhydro.3602,46.75389550226885,-122.1281371266086,3602,877800.000000,1760.222,50.131
ReAtlas_smallhydro.3606,46.756328726125645,-122.16896222200239,3606,877791.000000,2664.786,51.476
ReAtlas_smallhydro.3620,46.85777239247523,-121.94422720624064,3620,877638.000000,1426.632,238.058
ReAtlas_smallhydro.3628,46.88010034163595,-121.99600633640475,3628,877620.000000,2467.064,187.139
ReAtlas_smallhydro.3629,46.85015400390548,-122.17147002043458,3629,877767.000000,1008.521,160.466
ReAtlas_smallhydro.3631,46.829894027252436,-122.31216941444839,3631,877770.000000,19090.232,295.932
ReAtlas_smallhydro.3634,46.83882435269074,-122.35411498770361,3634,877752.000000,1687.411,22.178
ReAtlas_smallhydro.3635,46.86692489184247,-122.22393090703852,3635,877753.000000,1788.864,199.081
ReAtlas_smallhydro.3636,46.85632130234145,-122.27944962770292,3636,877756.000000,1180.453,396.424
ReAtlas_smallhydro.3637,46.91226725700082,-122.04490603215413,3637,877593.000000,3449.013,134.514
ReAtlas_smallhydro.3641,46.84782373868523,-122.42136132391394,3641,877749.000000,2898.496,36.253
ReAtlas_smallhydro.3642,47.0198504957541,-121.53344861636393,3642,877584.000000,1532.017,73.524
ReAtlas_smallhydro.3644,46.922051635673505,-122.05540427147437,3644,877582.000000,1902.229,71.719
ReAtlas_smallhydro.3645,46.85285099710928,-122.4429914994592,3645,877740.000000,1404.899,17.618
ReAtlas_smallhydro.3646,46.93148523792581,-122.06046616894949,3646,877573.000000,1452.061,53.806
ReAtlas_smallhydro.3647,47.0285622118308,-121.55566581788324,3647,877575.000000,2479.860,116.339
ReAtlas_smallhydro.3649,47.02171722650145,-121.62260565031022,3649,877574.000000,1160.312,213.615
ReAtlas_smallhydro.3651,46.864015939947215,-122.46920131305808,3651,877733.000000,1596.358,20.112
ReAtlas_smallhydro.3652,46.945795073450704,-122.06507003024299,3652,877561.000000,1553.885,56.529
ReAtlas_smallhydro.3655,47.03077756057042,-121.69593026162838,3655,877560.000000,1698.272,168.012
ReAtlas_smallhydro.3656,47.055915086516045,-121.61143325561315,3656,877552.000000,1322.629,182.054
ReAtlas_smallhydro.3657,47.062119969786394,-121.5788549092749,3657,877568.000000,2362.598,106.037
ReAtlas_smallhydro.3659,46.99510916995741,-121.9632347789244,3659,877539.000000,1046.819,65.289
ReAtlas_smallhydro.3663,46.97045213625502,-122.12648947364715,3663,877557.000000,5666.412,201.050
ReAtlas_smallhydro.3664,47.09901634196018,-121.47044143705463,3664,877540.000000,1641.694,356.791
ReAtlas_smallhydro.3666,47.07930015938343,-121.5861331349482,3666,877532.000000,1022.155,44.127
ReAtlas_smallhydro.3669,47.00442525146924,-121.99800891676875,3669,877533.000000,1821.631,107.874
ReAtlas_smallhydro.3672,47.12260942270162,-121.5373639997974,3672,877516.000000,1137.345,129.593
ReAtlas_smallhydro.3673,47.00399816085017,-122.19568649564602,3673,877513.000000,3113.698,106.627
ReAtlas_smallhydro.3677,47.12292648449563,-121.61706209582937,3677,877524.000000,2837.635,89.895
ReAtlas_smallhydro.3678,47.12679789983681,-121.59820756893518,3678,877507.000000,1179.618,105.249
ReAtlas_smallhydro.3679,47.12374512023634,-121.6231037572536,3679,877528.000000,1644.273,108.366
ReAtlas_smallhydro.3682,47.02416449752152,-122.20639945349319,3682,877500.000000,2338.610,79.757
ReAtlas_smallhydro.3686,47.06315473353778,-122.04516652234608,3686,877520.000000,3839.664,203.084
ReAtlas_smallhydro.3687,46.96064307604957,-122.57207379130261,3687,877692.000000,3422.212,39.469
ReAtlas_smallhydro.3688,47.14264565347805,-121.63762189835938,3688,877497.000000,4286.740,87.500
ReAtlas_smallhydro.3689,47.03719369060771,-122.2031677030437,3689,877482.000000,1041.684,35.663
ReAtlas_smallhydro.3691,46.97414698974406,-122.58503800472138,3691,877679.000000,3515.461,40.387
ReAtlas_smallhydro.3693,47.051562225508576,-122.1988501223963,3693,877477.000000,1891.226,64.764
ReAtlas_smallhydro.3694,47.154823349269826,-121.67558464711297,3694,877465.000000,1760.401,27.493
ReAtlas_smallhydro.3695,47.158647233927155,-121.65996894842101,3695,877479.000000,1073.226,80.315
ReAtlas_smallhydro.3696,47.15183118086306,-121.70746060058204,3696,877469.000000,4692.630,72.408
ReAtlas_smallhydro.3697,47.08292800386871,-122.06956147300755,3697,877471.000000,3475.464,177.297
ReAtlas_smallhydro.3698,47.107133976088484,-121.96056973511847,3698,877487.000000,1684.700,340.650
ReAtlas_smallhydro.3699,47.07801257241906,-122.14556312059517,3699,877459.000000,1058.916,308.333
ReAtlas_smallhydro.3702,47.16094062473257,-121.739310797558,3702,877461.000000,3475.486,52.264
ReAtlas_smallhydro.3703,47.20591335004798,-121.51348140100202,3703,877349.000000,1051.824,60.466
ReAtlas_smallhydro.3705,47.163888291651084,-121.75479659505572,3705,877449.000000,1914.545,28.117
ReAtlas_smallhydro.3706,47.11883617625054,-121.99473814707224,3706,877454.000000,1050.207,161.713
ReAtlas_smallhydro.3708,47.09527934827468,-122.13792200150158,3708,877442.000000,1420.484,72.244
ReAtlas_smallhydro.3709,47.09184624626945,-122.17001896313104,3709,877439.000000,2104.229,68.865
ReAtlas_smallhydro.3710,47.16118745524485,-121.81294635014618,3710,877448.000000,4333.297,61.713
ReAtlas_smallhydro.3711,47.17142095929274,-121.7786719924579,3711,877445.000000,4336.745,63.189
ReAtlas_smallhydro.3712,47.13989565282167,-121.94405763314467,3712,877437.000000,30000.000,369.685
ReAtlas_smallhydro.3713,47.17262363326853,-121.78855554628711,3713,877432.000000,1422.643,20.505
ReAtlas_smallhydro.3714,47.21653443972147,-121.57615505187556,3714,877339.000000,1199.016,54.232
ReAtlas_smallhydro.3716,47.2219252761723,-121.6040618848109,3716,877334.000000,1033.566,43.373
ReAtlas_smallhydro.3718,47.11036922910734,-122.2152118824759,3718,877434.000000,1549.087,45.276
ReAtlas_smallhydro.3722,47.22799647582218,-121.68007921143175,3722,877322.000000,1417.505,41.962
ReAtlas_smallhydro.3723,47.231028869956816,-121.70992024838102,3723,877318.000000,1386.049,39.042
ReAtlas_smallhydro.3726,47.1476376240312,-122.22356604638557,3726,877413.000000,1052.740,16.634
ReAtlas_smallhydro.3727,47.180690356983064,-122.05796415140287,3727,877414.000000,5641.930,65.453
ReAtlas_smallhydro.3736,47.29178495253354,-121.67629649478295,3736,877304.000000,1188.367,484.252
ReAtlas_smallhydro.3740,47.28278981705985,-121.79708660376662,3740,877291.000000,10292.519,202.362
ReAtlas_smallhydro.3743,47.19738533892563,-122.25179553728375,3743,877405.000000,1380.460,21.686
ReAtlas_smallhydro.3744,47.22439641999815,-122.11306605326453,3744,877402.000000,1637.010,18.996
ReAtlas_smallhydro.3746,47.33504299592111,-121.54345713291613,3746,877215.000000,1230.720,151.608
ReAtlas_smallhydro.3748,47.20007726217195,-122.25822503946804,3748,877393.000000,1235.374,14.436
ReAtlas_smallhydro.3749,47.23040232504572,-122.11552496931509,3749,877396.000000,1108.110,12.861
ReAtlas_smallhydro.3751,47.294410855856086,-121.8275805712399,3751,877287.000000,2930.020,54.987
ReAtlas_smallhydro.3753,47.34908567246462,-121.57037419210243,3753,877210.000000,1107.245,96.916
ReAtlas_smallhydro.3755,47.24240098055869,-122.13067523817253,3755,877389.000000,3548.268,41.175
ReAtlas_smallhydro.3758,47.27994198398427,-121.99941748973535,3758,877282.000000,3434.853,59.154
ReAtlas_smallhydro.3760,47.29253595329082,-121.96482220041509,3760,877278.000000,4432.906,80.545
ReAtlas_smallhydro.3761,47.3592494117694,-121.61622562727197,3761,877207.000000,1223.086,84.613
ReAtlas_smallhydro.3767,47.39550087598424,-121.46936676217206,3767,876946.000000,1229.171,190.814
ReAtlas_smallhydro.3768,47.27713780907452,-122.0998516573319,3768,877277.000000,1635.846,27.526
ReAtlas_smallhydro.3769,47.26664384288404,-122.1553595068442,3769,877376.000000,4024.036,46.785
ReAtlas_smallhydro.3770,47.38771034777019,-121.5240099229369,3770,876947.000000,1084.956,878.839
ReAtlas_smallhydro.3771,47.394595573025725,-121.50546386392051,3771,876945.000000,1245.561,124.606
ReAtlas_smallhydro.3773,47.25446422833352,-122.24252870398917,3773,877380.000000,2668.394,31.070
ReAtlas_smallhydro.3775,47.31790606102754,-121.92967881185751,3775,877274.000000,4895.644,89.304
ReAtlas_smallhydro.3776,47.41829553575111,-121.43955066498594,3776,876938.000000,2058.974,555.938
ReAtlas_smallhydro.3782,47.40405417426868,-121.57153499382275,3782,876940.000000,1069.674,68.602
ReAtlas_smallhydro.3798,47.42801604477252,-121.62338428745244,3798,876932.000000,2016.517,107.251
ReAtlas_smallhydro.3801,47.38569887288173,-121.87608291572016,3801,877190.000000,1883.004,57.644
ReAtlas_smallhydro.3805,47.43627951526722,-121.65254483120015,3805,876926.000000,2344.058,114.469
ReAtlas_smallhydro.3806,47.38810804002156,-121.91930204173516,3806,877189.000000,1805.125,54.462
ReAtlas_smallhydro.3807,47.4167067048472,-121.77300939816766,3807,877191.000000,13216.824,496.490
ReAtlas_smallhydro.3810,47.48945970447494,-121.42943024653104,3810,876916.000000,2522.545,138.747
ReAtlas_smallhydro.3811,47.38491691570492,-122.00905877856633,3811,877186.000000,2798.657,81.299
ReAtlas_smallhydro.3812,47.44716242076848,-121.70492389505628,3812,876917.000000,10197.703,454.331
ReAtlas_smallhydro.3822,47.51587116239696,-121.45516602676358,3822,876910.000000,3359.577,151.444
ReAtlas_smallhydro.3825,47.48914218215324,-121.63527274748623,3825,876912.000000,1094.942,1117.192
ReAtlas_smallhydro.3826,47.52030756587079,-121.47048399920803,3826,876899.000000,3121.852,110.269
ReAtlas_smallhydro.3828,47.46830183558139,-121.75368082599365,3828,876908.000000,1448.309,58.891
ReAtlas_smallhydro.3830,47.47745418882352,-121.71305429846322,3830,876905.000000,4577.759,76.214
ReAtlas_smallhydro.3831,47.413302623256776,-122.04897675098258,3831,877181.000000,1654.835,47.802
ReAtlas_smallhydro.3834,47.49192677169782,-121.64583458968661,3834,876895.000000,2093.749,36.614
ReAtlas_smallhydro.3839,47.53557153468935,-121.50902693630982,3839,876897.000000,1585.808,51.608
ReAtlas_smallhydro.3840,47.51743231953722,-121.6064343518359,3840,876887.000000,1555.035,28.839
ReAtlas_smallhydro.3842,47.48878128252026,-121.76155930080336,3842,876894.000000,3487.871,56.004
ReAtlas_smallhydro.3844,47.53690689040066,-121.56458320725181,3844,876884.000000,2073.380,48.228
ReAtlas_smallhydro.3847,47.56040121463167,-121.53418239535151,3847,876869.000000,1989.405,251.083
ReAtlas_smallhydro.3849,47.53755224074117,-121.73488984737088,3849,876859.000000,6905.444,247.244
ReAtlas_smallhydro.3851,47.545907857601144,-121.71320734296975,3851,876872.000000,1170.814,1372.638
ReAtlas_smallhydro.3852,47.54691079926141,-121.71238025068573,3852,876852.000000,2895.006,110.269
ReAtlas_smallhydro.3854,47.468545942394684,-122.14103758580316,3854,877176.000000,1304.689,37.566
ReAtlas_smallhydro.3856,47.542074640085424,-121.83822111525606,3856,876846.000000,29630.740,250.591
ReAtlas_smallhydro.3858,47.57058130761831,-121.71537754827176,3858,876845.000000,1092.894,49.803
ReAtlas_smallhydro.3859,47.571815467034206,-121.70888919568552,3859,876850.000000,1776.957,1041.634
ReAtlas_smallhydro.3861,47.5532690771215,-121.83866035781455,3861,876843.000000,1617.465,360.302
ReAtlas_smallhydro.3869,47.606146167664335,-121.70920749428157,3869,876833.000000,2606.691,989.829
ReAtlas_smallhydro.3871,47.60729649990611,-121.71501921960788,3871,876828.000000,1562.662,85.007
ReAtlas_smallhydro.3884,47.589874770879746,-121.92142031199924,3884,876829.000000,1088.415,8.530
ReAtlas_smallhydro.3886,47.64081976152572,-121.68250757502784,3886,876815.000000,1679.446,103.346
ReAtlas_smallhydro.3887,47.66412326644227,-121.57135673595627,3887,876813.000000,1219.893,336.877
ReAtlas_smallhydro.3888,47.66192865439633,-121.58446228706816,3888,876830.000000,1162.490,297.638
ReAtlas_smallhydro.3897,47.70666356405716,-121.44276788303489,3897,876678.000000,1148.725,380.971
ReAtlas_smallhydro.3912,47.703018259892744,-121.57137804674309,3912,876800.000000,1074.299,548.064
ReAtlas_smallhydro.3913,47.730725880704355,-121.43017875761802,3913,876670.000000,1224.184,11.549
ReAtlas_smallhydro.3921,47.7387496216997,-121.439981068235,3921,876668.000000,1691.592,15.781
ReAtlas_smallhydro.3924,47.69323336067178,-121.70494854284894,3924,876796.000000,2136.279,425.525
ReAtlas_smallhydro.3927,47.672676533550515,-121.85432618248248,3927,876798.000000,1309.524,68.077
ReAtlas_smallhydro.3932,47.757164452980064,-121.47248857283881,3932,876665.000000,4845.613,44.390
ReAtlas_smallhydro.3933,47.672787336145866,-121.9186247154675,3933,876797.000000,1040.781,7.021
ReAtlas_smallhydro.3937,47.697833253119825,-121.82008111561902,3937,876782.000000,1088.782,97.014
ReAtlas_smallhydro.3938,47.76255908605972,-121.48577688522462,3938,876654.000000,1048.600,275.886
ReAtlas_smallhydro.3940,47.70884111614246,-121.79489499040852,3940,876780.000000,2916.039,300.033
ReAtlas_smallhydro.3946,47.775441683142326,-121.49672039162962,3946,876649.000000,1935.835,16.864
ReAtlas_smallhydro.3951,47.788743325888795,-121.4979451296808,3951,876652.000000,1806.362,904.331
ReAtlas_smallhydro.3957,47.803249860099875,-121.55118865733414,3957,876641.000000,16553.215,138.615
ReAtlas_smallhydro.3963,47.81294929771476,-121.57901520659559,3963,876632.000000,4018.093,33.235
ReAtlas_smallhydro.3964,47.81425056115835,-121.58407664601754,3964,876625.000000,2303.838,12.927
ReAtlas_smallhydro.3966,47.82343647708936,-121.54282650694236,3966,876626.000000,4105.313,75.000
ReAtlas_smallhydro.3967,47.81537026339163,-121.59607640700176,3967,876622.000000,6564.727,36.680
ReAtlas_smallhydro.3972,47.819203096708854,-121.65042276010067,3972,876624.000000,1528.943,804.528
ReAtlas_smallhydro.3973,47.79130327039546,-121.80039924974832,3973,876618.000000,1719.188,634.744
ReAtlas_smallhydro.3975,47.83562944496038,-121.6112708233388,3975,876620.000000,10282.002,57.054
ReAtlas_smallhydro.3976,47.86193882575399,-121.48654544672348,3976,876630.000000,2190.496,486.319
ReAtlas_smallhydro.3977,47.83781226525017,-121.62659395448651,3977,876602.000000,4868.858,26.903
ReAtlas_smallhydro.3978,47.86437058731282,-121.48711064751981,3978,876599.000000,5034.677,110.696
ReAtlas_smallhydro.3980,47.837417557068314,-121.64211394860732,3980,876601.000000,7019.398,38.648
ReAtlas_smallhydro.3981,47.83409904556611,-121.66264038225682,3981,876596.000000,5725.451,31.102
ReAtlas_smallhydro.3982,47.86699251035386,-121.48816498596739,3982,876597.000000,1050.234,1264.567
ReAtlas_smallhydro.3985,47.83569901788002,-121.68846040140394,3985,876608.000000,1073.301,1494.390
ReAtlas_smallhydro.3988,47.881792759600906,-121.45738657149653,3988,876591.000000,2826.075,67.717
ReAtlas_smallhydro.3989,47.85342297750006,-121.62011256545824,3989,876586.000000,2387.353,1587.533
ReAtlas_smallhydro.3993,47.89065621776448,-121.44319961257014,3993,876583.000000,2194.004,54.134
ReAtlas_smallhydro.3994,47.89231779557856,-121.45088343230071,3994,876592.000000,1191.128,453.543
ReAtlas_smallhydro.3996,47.89710314238141,-121.435881884223,3996,876584.000000,4359.940,121.555
ReAtlas_smallhydro.3997,47.8512747141928,-121.69560032678541,3997,876588.000000,3014.810,16.306
ReAtlas_smallhydro.4003,47.85624247130579,-121.70958678198008,4003,876575.000000,2013.966,10.761
ReAtlas_smallhydro.4004,47.864580158363324,-121.67003263459125,4004,876573.000000,1948.870,341.831
ReAtlas_smallhydro.4006,47.85582545335285,-121.7370781400615,4006,876572.000000,4063.026,21.654
ReAtlas_smallhydro.4007,47.87314659000014,-121.65905266541435,4007,876567.000000,2521.154,1053.084
ReAtlas_smallhydro.4008,47.917374269820364,-121.43906657517363,4008,876576.000000,1255.674,394.882
ReAtlas_smallhydro.4010,47.8423727550434,-121.84638358124349,4010,876562.000000,2114.633,9.350
ReAtlas_smallhydro.4015,47.85988330441542,-121.81966236798075,4015,876550.000000,2310.201,11.647
ReAtlas_smallhydro.4016,47.82624498665127,-122.00744258187521,4016,876546.000000,2469.583,10.663
ReAtlas_smallhydro.4018,47.85456886812368,-121.89637898047832,4018,876561.000000,2611.540,11.385
ReAtlas_smallhydro.4019,47.84669927543437,-121.9699870501542,4019,876547.000000,2509.120,10.925
ReAtlas_smallhydro.4022,47.89507415299127,-121.82905460899391,4022,876541.000000,2383.301,88.484
ReAtlas_smallhydro.4023,47.907716591999666,-121.8160275976972,4023,876532.000000,2095.359,79.068
ReAtlas_smallhydro.4024,47.945773515421884,-121.62112331488021,4024,876534.000000,1036.196,241.273
ReAtlas_smallhydro.4028,47.92453706496745,-121.80180524000954,4028,876527.000000,2550.341,97.671
ReAtlas_smallhydro.4029,47.94349663010095,-121.70782799252268,4029,876739.000000,1502.251,554.692
ReAtlas_smallhydro.4032,47.87800985785532,-122.08493162284009,4032,877042.000000,2415.576,6.332
ReAtlas_smallhydro.4036,47.919356366765406,-122.12845861846836,4036,877024.000000,1209.794,3.084
ReAtlas_smallhydro.3174,45.34058708305147,-122.66395970698963,3174,867278.000000,1652.958,31.857
ReAtlas_smallhydro.3298,45.629669524824976,-122.81751384711231,3298,867636.000000,9936.624,8.235
ReAtlas_smallhydro.3392,45.93827969353096,-122.68081907243143,3392,862659.000000,3777.391,18.766
ReAtlas_smallhydro.3413,45.8505462467966,-123.37389872006594,3413,869660.000000,1012.030,105.348
ReAtlas_smallhydro.3415,45.86048988623014,-123.33544414668944,3415,869650.000000,1043.195,97.572
ReAtlas_smallhydro.3423,46.00875006658898,-122.71634377472864,3423,863082.000000,1289.180,29.888
ReAtlas_smallhydro.3424,46.018291493438944,-122.67599891375383,3424,863085.000000,2785.369,67.651
ReAtlas_smallhydro.3426,46.031260866978464,-122.64511226829242,3426,863074.000000,1342.857,34.318
ReAtlas_smallhydro.3437,46.023667075405264,-122.73861684496708,3437,863075.000000,3438.040,78.215
ReAtlas_smallhydro.3445,46.03732350075958,-122.7587679411678,3445,863052.000000,2395.079,53.576
ReAtlas_smallhydro.3450,46.0406853906137,-122.79641686186594,3450,863026.000000,1396.767,30.873
ReAtlas_smallhydro.3451,46.02845105659952,-122.88037410805657,3451,863023.000000,1200.307,0.164
ReAtlas_smallhydro.3452,46.04327554684542,-122.84060339808815,3452,863020.000000,1020.844,22.178
ReAtlas_smallhydro.3468,46.127923227116696,-122.83546320019906,3468,863839.000000,1057.909,51.083
ReAtlas_smallhydro.3469,46.119792229008866,-122.91721145396619,3469,863819.000000,3293.572,8.990
ReAtlas_smallhydro.3472,46.121022078490455,-122.99561180031944,3472,862972.000000,1252.213,0.164
ReAtlas_smallhydro.3484,46.13640864607572,-123.25487225763877,3484,862934.000000,30000.000,7.283
ReAtlas_smallhydro.3494,46.28227944555388,-122.64223351118642,3494,863740.000000,1078.032,46.949
ReAtlas_smallhydro.3496,46.24823094371928,-122.88799586446828,3496,863725.000000,1330.442,3.675
ReAtlas_smallhydro.3497,46.3001532715233,-122.64153897639923,3497,863728.000000,1105.560,46.850
ReAtlas_smallhydro.3500,46.252670219574235,-122.89389109323207,3500,863712.000000,4425.444,12.238
ReAtlas_smallhydro.3506,46.31820059228731,-122.67367145867638,3506,863705.000000,1217.408,48.688
ReAtlas_smallhydro.3508,46.26945231024758,-122.91949988274547,3508,863688.000000,5724.460,16.076
ReAtlas_smallhydro.3518,46.346944320377936,-122.70580984113673,3518,863658.000000,2757.080,46.818
ReAtlas_smallhydro.3525,46.33490981017819,-122.82989628057956,3525,863629.000000,3751.594,41.175
ReAtlas_smallhydro.3530,46.33605977731651,-122.85627847167387,3530,863630.000000,2064.879,22.605
ReAtlas_smallhydro.3531,46.36011299307684,-122.75377089919999,3531,863660.000000,5949.246,65.715
ReAtlas_smallhydro.3532,46.35293874892113,-122.80057412350689,3532,863621.000000,4455.448,49.049
ReAtlas_smallhydro.3533,46.33708686138553,-122.88463633711021,3533,863639.000000,1869.278,20.407
ReAtlas_smallhydro.3544,46.374467208272655,-122.93104082725057,3544,863576.000000,3728.850,14.633
ReAtlas_smallhydro.3555,46.40733002430157,-122.9079237155417,3555,863549.000000,1811.598,7.152
ReAtlas_smallhydro.3557,46.42975723132048,-122.86947630370528,3557,863528.000000,2285.206,9.022
ReAtlas_smallhydro.3558,46.4410593463497,-122.84420051170804,3558,863536.000000,1311.878,5.282
ReAtlas_smallhydro.3560,46.46489492037489,-122.75521948917108,3560,863515.000000,2246.632,9.055
ReAtlas_smallhydro.3561,46.468728556162944,-122.73613824250111,3561,863516.000000,2481.195,10.007
ReAtlas_smallhydro.3562,46.45664413198963,-122.80043288867901,3562,863518.000000,2695.306,10.860
ReAtlas_smallhydro.3563,46.45407517134666,-122.8159839302001,3563,863519.000000,2663.617,10.728
ReAtlas_smallhydro.3568,46.48286259170713,-122.73309638402341,3568,863489.000000,2797.532,11.286
ReAtlas_smallhydro.3569,46.49230696684331,-122.69444374789424,3569,863490.000000,4575.897,18.471
ReAtlas_smallhydro.3570,46.49938212349581,-122.66615620411051,3570,863499.000000,6015.165,24.311
ReAtlas_smallhydro.3578,46.371468904678316,-123.44867440935622,3578,863922.000000,1003.084,233.563
ReAtlas_smallhydro.3585,46.38266759401332,-123.51595475041034,3585,863904.000000,3399.182,147.507
ReAtlas_smallhydro.3611,46.563953618117964,-123.30489848681142,3611,868651.000000,1020.695,60.794
ReAtlas_smallhydro.3619,46.6450370034938,-123.0012058603003,3619,868607.000000,1065.077,17.684
ReAtlas_smallhydro.3653,46.756052706096085,-123.02846901167138,3653,868485.000000,1320.627,14.501
ReAtlas_smallhydro.3667,46.79235423121598,-123.04991837779266,3667,868466.000000,1483.926,15.453
ReAtlas_smallhydro.3675,46.807525913484085,-123.18933633020325,3675,868440.000000,2113.571,20.801
ReAtlas_smallhydro.3715,47.00842939517998,-122.6552845867671,3715,877665.000000,2428.711,26.608
ReAtlas_smallhydro.3720,47.024227676888856,-122.67373226897845,3720,877660.000000,1912.498,20.801
ReAtlas_smallhydro.3721,47.03248426751136,-122.68045163828123,3721,877655.000000,1605.963,17.421
ReAtlas_smallhydro.3764,46.98916837466499,-123.51160038639134,3764,868966.000000,1909.423,19.915
ReAtlas_smallhydro.3785,47.02942508437669,-123.5166780864441,3785,868929.000000,1020.391,22.999
ReAtlas_smallhydro.3786,47.03035943497464,-123.51626162984968,3786,868928.000000,1237.409,23.688
ReAtlas_smallhydro.3864,47.308760950063316,-123.16083420135493,3864,877996.000000,1146.172,12.106
ReAtlas_smallhydro.3868,47.310153421518905,-123.21406374166318,3868,877993.000000,1771.946,18.766
ReAtlas_smallhydro.3894,47.297370131924296,-123.46731345851217,3894,868814.000000,1801.166,139.075
ReAtlas_smallhydro.3895,47.352435581043,-123.23299618694341,3895,877990.000000,1625.008,33.399
ReAtlas_smallhydro.3904,47.30826173003316,-123.50124356663619,3904,868997.000000,1555.705,171.982
ReAtlas_smallhydro.3908,47.36752223622859,-123.2674557259241,3908,877988.000000,5730.234,155.446
ReAtlas_smallhydro.3918,47.38960390693549,-123.20734605447359,3918,877983.000000,10313.530,222.047
ReAtlas_smallhydro.3923,47.37790926288097,-123.30691476331066,3923,877976.000000,1905.664,56.955
ReAtlas_smallhydro.3941,47.39068645810341,-123.43187511080237,3941,868800.000000,1202.787,256.398
ReAtlas_smallhydro.3950,47.470362787463806,-123.11707850090224,3950,878178.000000,2009.188,488.255
ReAtlas_smallhydro.3955,47.40895965743867,-123.52674894665236,3955,868788.000000,3148.298,522.080
ReAtlas_smallhydro.3965,47.49674844096174,-123.21495242075443,3965,877972.000000,1451.218,745.997
ReAtlas_smallhydro.3979,47.558756539997354,-123.06451498977134,3979,878148.000000,6492.947,306.759
ReAtlas_smallhydro.3986,47.47404967188842,-123.52570676595522,3986,868768.000000,4747.804,412.336
ReAtlas_smallhydro.3999,47.57635750153714,-123.11495717870886,3999,878130.000000,2263.514,389.862
ReAtlas_smallhydro.4012,47.59581877234863,-123.13360732133305,4012,878118.000000,1307.925,99.213
ReAtlas_smallhydro.4017,47.60016433814641,-123.1598343412175,4017,878107.000000,2020.835,996.588
ReAtlas_smallhydro.4026,47.70203272015046,-122.9198807197051,4026,878095.000000,1674.644,65.256
ReAtlas_smallhydro.4027,47.68294040325589,-123.03244724990998,4027,878097.000000,3081.052,176.969
ReAtlas_smallhydro.4037,47.77291593246693,-122.92356090074298,4037,878056.000000,4153.624,383.399
ReAtlas_smallhydro.4042,47.78703631178789,-122.98338216179067,4042,878039.000000,1765.641,330.052
ReAtlas_smallhydro.4043,47.78625216130327,-122.99298287447866,4043,878040.000000,1643.334,359.482
ReAtlas_smallhydro.4088,47.95399308087851,-123.10625626327521,4088,879063.000000,3123.189,167.913
ReAtlas_smallhydro.4092,47.99142037376158,-123.1090457684709,4092,879039.000000,3999.987,107.940
ReAtlas_smallhydro.4099,48.024733286907846,-123.13666986797185,4099,879015.000000,2800.883,75.919
ReAtlas_smallhydro.4108,48.10189216208056,-123.00013970387582,4108,878969.000000,3925.609,3.478
ReAtlas_smallhydro.4109,48.07273782740342,-123.14902329496422,4109,879002.000000,3449.377,93.307
ReAtlas_smallhydro.4115,48.07041591009235,-123.35108976064146,4115,878955.000000,2855.083,277.329
ReAtlas_smallhydro.4129,48.097859258092065,-123.55754835885793,4129,878908.000000,11025.415,131.726
ReAtlas_smallhydro.4177,48.54597812463499,-123.00013947365329,4177,875217.000000,3030.295,3.806
ReAtlas_smallhydro.3141,45.90667217231699,-119.32849401972106,3141,854053.000000,1444.005,49.147
ReAtlas_smallhydro.3144,45.913945210982654,-119.33308924075965,3144,854047.000000,1187.348,40.453
ReAtlas_smallhydro.3243,45.83112692844731,-121.08481245638777,3243,856081.000000,1318.410,26.870
ReAtlas_smallhydro.3250,45.84367208847061,-121.06287764965012,3250,856069.000000,1564.543,34.416
ReAtlas_smallhydro.3254,46.24586160967245,-118.90132239247205,3254,895383.000000,15209.670,6.299
ReAtlas_smallhydro.3273,45.891670403145895,-121.11539568342602,3273,856042.000000,1100.339,24.213
ReAtlas_smallhydro.3275,45.89851018507515,-121.10884013422776,3275,856028.000000,1855.220,40.945
ReAtlas_smallhydro.3280,46.248817519861525,-119.27629847972065,3280,850704.000000,1856.729,11.844
ReAtlas_smallhydro.3282,46.343995901542506,-118.75706891851647,3282,895357.000000,28775.386,11.909
ReAtlas_smallhydro.3283,45.92285428607764,-121.11185210902684,3283,856022.000000,3741.674,82.743
ReAtlas_smallhydro.3299,46.22282343874584,-119.7095897311676,3299,852627.000000,3239.659,19.587
ReAtlas_smallhydro.3300,46.216330208976544,-119.74925920349736,3300,852621.000000,1471.863,8.891
ReAtlas_smallhydro.3301,46.213369082797335,-119.77059874098975,3301,852618.000000,4690.330,28.314
ReAtlas_smallhydro.3305,46.23984396330949,-119.65453603694124,3305,852614.000000,3137.119,19.094
