FID,lat,lon,gid,reachid,pen_power_,pen_head_f
ReAtlas_smallhydro.1099,39.38665083881962,-81.25354038834573,1099,228080.000000,2672.102,1.706
ReAtlas_smallhydro.1101,39.25519452242417,-79.6852395913767,1101,183649.000000,1490.166,16.503
ReAtlas_smallhydro.1106,39.31700434526193,-79.65549713497279,1106,183619.000000,1239.026,13.123
ReAtlas_smallhydro.1107,39.40882746891545,-80.12648768686793,1107,183027.000000,1019.855,12.139
ReAtlas_smallhydro.1109,39.37547558153428,-79.70529880597547,1109,183614.000000,6639.085,65.420
ReAtlas_smallhydro.1110,39.473192739992335,-80.14576843574733,1110,205326.000000,1336.237,8.530
ReAtlas_smallhydro.1111,39.484134773013785,-80.13370812903094,1111,205324.000000,2458.846,15.682
ReAtlas_smallhydro.1112,39.43086782872568,-79.68448496755227,1112,183598.000000,1225.533,11.844
ReAtlas_smallhydro.1114,39.50292104025413,-80.1299012190573,1114,214901.000000,1681.382,10.269
ReAtlas_smallhydro.1116,39.46064278225676,-79.65484222697049,1116,183586.000000,1417.440,13.451
ReAtlas_smallhydro.1120,39.49848365619232,-79.64512517455896,1120,183580.000000,1502.785,14.042
ReAtlas_smallhydro.1121,39.56470558057815,-80.05079148941374,1121,214840.000000,1796.592,10.499
ReAtlas_smallhydro.1122,39.521964119233346,-79.66656426461893,1122,183571.000000,3124.627,27.920
ReAtlas_smallhydro.1123,39.50365379576916,-79.41446988953305,1123,184408.000000,1549.828,97.802
ReAtlas_smallhydro.1124,39.54846137461705,-79.70270282525854,1124,183570.000000,5226.395,46.424
ReAtlas_smallhydro.1125,39.588696081121114,-79.99466914690646,1125,214839.000000,2295.429,13.353
ReAtlas_smallhydro.1126,39.596692342307925,-79.74930338666354,1126,183557.000000,4544.247,40.125
ReAtlas_smallhydro.1127,39.626289097146135,-79.96406753279521,1127,214815.000000,3279.138,18.832
ReAtlas_smallhydro.1128,39.59983136617848,-79.7525249431547,1128,183552.000000,3007.884,23.261
ReAtlas_smallhydro.1129,39.60827497917664,-79.78173330788258,1129,183550.000000,1335.660,10.236
ReAtlas_smallhydro.1132,39.6242609241866,-79.73372632392622,1132,183553.000000,1299.162,79.035
ReAtlas_smallhydro.1133,39.6302171918925,-79.72735883780098,1133,183542.000000,1118.328,69.554
ReAtlas_smallhydro.1134,39.626036029293935,-79.4250766249487,1134,184379.000000,2342.639,99.180
ReAtlas_smallhydro.1135,39.63255032169267,-79.41890842543899,1135,184368.000000,1079.177,44.259
ReAtlas_smallhydro.638,33.33031588133625,-79.75284601656816,638,136991.000000,2136.054,3.084
ReAtlas_smallhydro.639,33.335136818483136,-79.75414550800178,639,136985.000000,1384.980,2.001
ReAtlas_smallhydro.641,33.35646406772687,-79.75266238934319,641,136982.000000,2175.139,3.150
ReAtlas_smallhydro.642,33.3884698812959,-79.80692798902837,642,136958.000000,2150.336,3.117
ReAtlas_smallhydro.643,33.38662112674781,-79.7786544143791,643,136963.000000,2015.618,2.920
ReAtlas_smallhydro.645,33.44952857730477,-80.16332449535327,645,132426.000000,21724.888,32.185
ReAtlas_smallhydro.646,33.476318384952975,-80.1502928718902,646,132425.000000,3323.947,4.921
ReAtlas_smallhydro.666,33.95514544360333,-79.48904113028237,666,132173.000000,1631.474,4.134
ReAtlas_smallhydro.673,34.13157178877435,-79.5334198782682,673,132107.000000,1141.100,3.018
ReAtlas_smallhydro.676,34.22881575398529,-79.54658824557316,676,132029.000000,1293.167,3.445
ReAtlas_smallhydro.686,34.403762402237845,-78.29231645217592,686,123026.000000,1230.265,5.643
ReAtlas_smallhydro.687,34.62527788981196,-79.79076954409237,687,131709.000000,1094.144,3.248
ReAtlas_smallhydro.689,34.68949846533172,-79.85888220742947,689,131656.000000,1771.455,5.545
ReAtlas_smallhydro.691,34.6233302768734,-78.54745201455205,691,122988.000000,2718.903,12.762
ReAtlas_smallhydro.695,34.861012363169245,-79.89476375126509,695,131537.000000,2917.267,9.350
ReAtlas_smallhydro.696,34.87157287281081,-79.8767566926858,696,131527.000000,1039.495,3.379
ReAtlas_smallhydro.697,34.905675171307706,-79.84805052989458,697,131516.000000,1539.147,5.020
ReAtlas_smallhydro.700,34.94473175993984,-79.87068655355694,700,131489.000000,1613.493,5.381
ReAtlas_smallhydro.701,35.08538914973272,-79.99502250032441,701,123404.000000,7597.344,27.428
ReAtlas_smallhydro.702,35.1504598669407,-80.07899723939232,702,64085.0000000,1216.649,20.472
ReAtlas_smallhydro.703,35.195220664192576,-80.24651027873844,703,64096.0000000,1078.322,26.640
ReAtlas_smallhydro.704,35.48485478215551,-80.17538859709268,704,113181.000000,9477.034,50.689
ReAtlas_smallhydro.705,35.310524844398024,-78.69330613202368,705,112540.000000,1243.738,7.972
ReAtlas_smallhydro.706,35.3272222527079,-78.69930276112717,706,112508.000000,1145.533,7.382
ReAtlas_smallhydro.707,35.341731805381784,-78.71629526168115,707,112501.000000,1072.756,7.349
ReAtlas_smallhydro.708,35.45230282818514,-78.87131725851714,708,112437.000000,1724.009,12.270
ReAtlas_smallhydro.709,35.53960727505542,-78.98991308182184,709,112398.000000,1232.680,9.219
ReAtlas_smallhydro.710,35.7536527310808,-80.45897441842149,710,63830.0000000,1377.820,11.614
ReAtlas_smallhydro.711,35.77343432500554,-80.45659258537592,711,63829.0000000,1553.322,13.123
ReAtlas_smallhydro.712,35.6229112800538,-79.13103539891918,712,61755.0000000,2361.228,38.189
ReAtlas_smallhydro.713,35.62422588573323,-79.05706971468231,713,95924.0000000,1264.260,18.209
ReAtlas_smallhydro.714,35.83229436453871,-80.44784129796582,714,63821.0000000,2022.592,17.979
ReAtlas_smallhydro.715,35.65410283959331,-79.06597811347234,715,95920.0000000,1641.900,23.786
ReAtlas_smallhydro.716,35.854149824891856,-79.24802589302436,716,95820.0000000,1446.195,30.774
ReAtlas_smallhydro.245,38.69455917173869,-77.27702913464938,245,50841.0000000,1427.188,59.350
ReAtlas_smallhydro.251,38.749768429282966,-77.03344016724921,251,50752.0000000,1051.272,2.133
ReAtlas_smallhydro.268,39.6033078225574,-76.11881356004284,268,54491.0000000,5705.102,4.134
ReAtlas_smallhydro.269,39.60541145674974,-76.12507356425363,269,54455.0000000,5299.059,3.839
ReAtlas_smallhydro.270,39.55601450957248,-75.60152976871561,270,49421.0000000,1343.159,2.001
ReAtlas_smallhydro.271,39.661162779397365,-76.17223832267001,271,54308.0000000,30000.000,89.075
ReAtlas_smallhydro.274,39.82607470660588,-76.33792152099147,274,54081.0000000,30000.000,56.102
ReAtlas_smallhydro.275,39.74758879362329,-75.46793569071676,275,49227.0000000,2335.477,3.707
ReAtlas_smallhydro.277,39.924331437515285,-76.3848195196448,277,53984.0000000,1902.627,77.625
ReAtlas_smallhydro.278,40.12104446693939,-76.71610587417695,278,53787.0000000,1587.964,1.247
ReAtlas_smallhydro.279,40.12248694324092,-76.71571225682226,279,53419.0000000,18259.653,14.337
ReAtlas_smallhydro.280,40.14315098124505,-76.72203971466331,280,53404.0000000,12091.052,9.514
ReAtlas_smallhydro.281,40.20258320865582,-76.78638235790694,281,53354.0000000,2362.728,1.903
ReAtlas_smallhydro.282,40.20960108818529,-76.82657227983069,282,53347.0000000,7940.542,6.398
ReAtlas_smallhydro.284,40.2251439085244,-76.84231452654763,284,53325.0000000,3998.546,3.248
ReAtlas_smallhydro.287,40.03573272562322,-75.24283631107386,287,27663.0000000,2808.535,26.050
ReAtlas_smallhydro.288,40.32674916133385,-76.90956691001611,288,53242.0000000,19306.314,16.010
ReAtlas_smallhydro.290,40.36297173873772,-76.99465226515011,290,53186.0000000,13958.928,11.713
ReAtlas_smallhydro.291,40.15312726562707,-75.50186768285081,291,27611.0000000,1438.823,18.865
ReAtlas_smallhydro.293,40.40205045006073,-76.99647518202443,293,51718.0000000,10089.256,9.646
ReAtlas_smallhydro.294,40.45678196531383,-77.02756496976079,294,52661.0000000,1459.825,9.252
ReAtlas_smallhydro.295,40.25957418145685,-75.74654023357866,295,27526.0000000,1554.673,23.261
ReAtlas_smallhydro.296,40.454764185655584,-76.96221935281096,296,51712.0000000,10269.387,9.843
ReAtlas_smallhydro.297,40.48541044389883,-77.10650888433099,297,52617.0000000,1398.108,8.924
ReAtlas_smallhydro.298,40.30445017857157,-75.8931529907658,298,27494.0000000,2423.020,39.829
ReAtlas_smallhydro.299,40.49235314032003,-76.95423170849139,299,51710.0000000,10245.673,9.843
ReAtlas_smallhydro.300,40.54186131265725,-77.15109751410583,300,52549.0000000,1635.691,11.024
ReAtlas_smallhydro.303,40.56888458791972,-76.97943349896582,303,51685.0000000,18479.327,17.881
ReAtlas_smallhydro.304,40.2738075884966,-74.8571091171199,304,45858.0000000,2914.013,6.660
ReAtlas_smallhydro.305,40.37620431421134,-74.95415605843982,305,45812.0000000,1650.770,3.806
ReAtlas_smallhydro.306,40.7013832997501,-76.86239350165445,306,51574.0000000,16907.663,16.765
ReAtlas_smallhydro.307,40.40666245575741,-75.00934360385912,307,45789.0000000,4208.313,9.744
ReAtlas_smallhydro.308,40.5774720774741,-76.01044419961474,308,27210.0000000,1739.678,67.028
ReAtlas_smallhydro.309,40.439133262184,-75.06689519098074,309,45782.0000000,7828.397,18.471
ReAtlas_smallhydro.311,40.47858071679417,-75.06646254797167,311,45766.0000000,2817.641,6.660
ReAtlas_smallhydro.312,40.48999817873511,-75.06744473276771,312,45756.0000000,4898.226,11.614
ReAtlas_smallhydro.313,40.496563145222275,-75.06731459650689,313,45752.0000000,2657.043,6.299
ReAtlas_smallhydro.314,40.795963503962525,-76.85155438045541,314,51481.0000000,3212.026,3.281
ReAtlas_smallhydro.315,40.56395044471503,-75.16324968805384,315,45730.0000000,3332.340,7.972
ReAtlas_smallhydro.316,40.869024642961136,-77.05201334786736,316,51376.0000000,1055.277,56.463
ReAtlas_smallhydro.318,40.87143500647322,-76.79610215848328,318,51343.0000000,21426.624,22.047
ReAtlas_smallhydro.319,40.61776385313178,-75.1996277746494,319,45711.0000000,2706.833,6.693
ReAtlas_smallhydro.320,40.62685517645912,-75.18996624115294,320,45710.0000000,4577.048,11.417
ReAtlas_smallhydro.321,40.677750360350984,-75.49444240221675,321,26930.0000000,1722.032,25.427
ReAtlas_smallhydro.322,40.6587841805203,-75.24498387815305,322,26931.0000000,2987.736,32.972
ReAtlas_smallhydro.323,40.94433104208887,-76.86884584339705,323,50511.0000000,1311.256,3.412
ReAtlas_smallhydro.325,40.68914610342646,-75.20481072425278,325,45698.0000000,1615.953,17.782
ReAtlas_smallhydro.326,40.694636942865515,-75.20317882718004,326,45695.0000000,5431.381,17.585
ReAtlas_smallhydro.327,40.771709952527324,-75.60628749719922,327,26886.0000000,1103.775,17.028
ReAtlas_smallhydro.328,40.938853595674246,-76.59053285201551,328,47971.0000000,1177.821,2.001
ReAtlas_smallhydro.329,40.93617633738273,-76.54138575814054,329,47966.0000000,1176.698,2.001
ReAtlas_smallhydro.330,40.79598985292147,-75.61901828339111,330,26873.0000000,1807.279,30.085
ReAtlas_smallhydro.331,40.94721303711794,-76.51372786738531,331,47952.0000000,1032.520,1.772
ReAtlas_smallhydro.332,40.76337264572087,-75.17758961093577,332,45664.0000000,5051.614,16.404
ReAtlas_smallhydro.333,40.86222615036049,-75.72821312434996,333,26838.0000000,1392.460,30.381
ReAtlas_smallhydro.335,40.782086277528684,-75.12684534323807,335,45643.0000000,12875.933,42.290
ReAtlas_smallhydro.336,41.078929587984746,-76.86206747997892,336,50444.0000000,1180.116,3.182
ReAtlas_smallhydro.337,40.81375820052319,-75.09460036830563,337,45633.0000000,1493.835,4.921
ReAtlas_smallhydro.339,41.0268139775297,-76.32542137977475,339,47875.0000000,10702.640,19.455
ReAtlas_smallhydro.340,40.83106731767494,-75.08647817346127,340,45619.0000000,1375.611,4.659
ReAtlas_smallhydro.341,41.17901913593604,-77.25158203935192,341,50405.0000000,6118.613,20.833
ReAtlas_smallhydro.344,40.848964630386035,-75.08516058172472,344,45610.0000000,1517.338,5.151
ReAtlas_smallhydro.346,41.05683219214033,-76.21656922573723,346,47827.0000000,5810.049,10.827
ReAtlas_smallhydro.348,41.225472688802164,-77.12136889197248,348,50360.0000000,2375.884,7.808
ReAtlas_smallhydro.349,40.90404740964546,-75.07637218021102,349,45591.0000000,4202.196,14.304
ReAtlas_smallhydro.353,40.93606965252731,-75.10541120892066,353,45574.0000000,4944.336,17.290
ReAtlas_smallhydro.354,41.242448893508104,-76.955925323526,354,50316.0000000,1076.073,3.346
ReAtlas_smallhydro.355,41.231172628751025,-76.86330204770664,355,50309.0000000,1896.599,5.413
ReAtlas_smallhydro.356,41.12232904811779,-76.13686268619546,356,47780.0000000,5677.287,10.696
ReAtlas_smallhydro.357,41.1686765834107,-76.13027195585838,357,47744.0000000,2565.830,4.856
ReAtlas_smallhydro.359,41.21452620848413,-76.00103835439103,359,47680.0000000,7254.240,13.845
ReAtlas_smallhydro.360,40.91657122508284,-74.18040230649879,360,24638.0000000,3469.198,61.188
ReAtlas_smallhydro.361,41.26099626649363,-75.87289649890204,361,47625.0000000,6752.860,13.025
ReAtlas_smallhydro.362,41.369629915683355,-75.7996181435912,362,46515.0000000,2689.147,5.446
ReAtlas_smallhydro.363,41.45982037753472,-75.86995451917451,363,46465.0000000,12327.064,25.164
ReAtlas_smallhydro.364,41.47827390450359,-75.90495036912148,364,46439.0000000,2313.524,4.724
ReAtlas_smallhydro.365,41.49304435650558,-75.90474090673638,365,46433.0000000,2713.560,5.545
ReAtlas_smallhydro.366,41.34773463444834,-74.72019147683369,366,42489.0000000,4539.329,18.963
ReAtlas_smallhydro.367,41.563224630656805,-76.02594823030489,367,46387.0000000,5354.709,11.680
ReAtlas_smallhydro.368,41.568177088669444,-76.0382312518887,368,46338.0000000,2135.658,4.659
ReAtlas_smallhydro.369,41.56509479795724,-75.99613290161022,369,46344.0000000,5962.290,12.992
ReAtlas_smallhydro.370,41.226675535123505,-73.85787784336549,370,25350.0000000,3437.259,134.646
ReAtlas_smallhydro.371,41.611593015595766,-76.1243346637732,371,46303.0000000,1006.483,2.264
ReAtlas_smallhydro.372,41.38453330057723,-74.71185377848951,372,42481.0000000,1262.205,5.938
ReAtlas_smallhydro.373,41.630250539293385,-76.18572143026333,373,46285.0000000,5118.345,11.581
ReAtlas_smallhydro.374,41.46116203897176,-75.10935086692669,374,26520.0000000,1343.209,35.236
ReAtlas_smallhydro.375,41.4727417173839,-75.17112446975841,375,26526.0000000,2961.534,179.921
ReAtlas_smallhydro.376,41.64813492206051,-76.25291554026725,376,46268.0000000,3210.413,7.316
ReAtlas_smallhydro.377,41.63217500166104,-76.14549409342968,377,46288.0000000,1297.125,2.920
ReAtlas_smallhydro.378,41.73580006186074,-76.30397938864726,378,46221.0000000,8062.724,18.865
ReAtlas_smallhydro.379,41.75471164621802,-76.40849435480118,379,46146.0000000,12886.916,30.709
ReAtlas_smallhydro.380,41.57152826206261,-74.78248667355354,380,42378.0000000,1064.506,113.550
ReAtlas_smallhydro.381,41.860973807621384,-76.50102175615066,381,45999.0000000,1969.561,4.954
ReAtlas_smallhydro.382,41.561631170910395,-74.19311583019231,382,24214.0000000,2103.743,57.185
ReAtlas_smallhydro.383,41.94563290448961,-76.51727752860478,383,38595.0000000,1419.051,12.336
ReAtlas_smallhydro.384,41.946269461717925,-76.50890956460512,384,43033.0000000,2845.755,9.908
ReAtlas_smallhydro.385,42.00634860551731,-76.55970751081804,385,38572.0000000,1495.925,13.058
ReAtlas_smallhydro.386,41.99955727830628,-76.47409367534866,386,43016.0000000,1726.675,6.168
ReAtlas_smallhydro.387,42.04997983900038,-76.75159094930535,387,38543.0000000,1313.943,13.123
ReAtlas_smallhydro.388,42.09152123226785,-76.87490224891974,388,38534.0000000,1156.745,12.270
ReAtlas_smallhydro.389,42.03748354230003,-76.45700425946401,389,42996.0000000,1535.935,5.512
ReAtlas_smallhydro.390,42.02723101369768,-76.38313851520093,390,42974.0000000,1174.692,4.232
ReAtlas_smallhydro.391,42.02765841866361,-76.38413495312977,391,42975.0000000,1405.066,5.052
ReAtlas_smallhydro.392,42.125312887323865,-77.02432267600932,392,38520.0000000,1254.119,13.681
ReAtlas_smallhydro.393,42.15058972745663,-77.07850002441111,393,38508.0000000,2174.638,24.245
ReAtlas_smallhydro.394,41.942067668298556,-75.62458564886035,394,38187.0000000,2057.684,16.207
ReAtlas_smallhydro.395,42.05685965412833,-76.33889674619951,395,42973.0000000,1078.332,3.937
ReAtlas_smallhydro.396,41.74316997106433,-74.381484527071,396,24137.0000000,1793.429,192.224
ReAtlas_smallhydro.397,42.06391197944334,-76.14215607511557,397,42914.0000000,1221.290,4.921
ReAtlas_smallhydro.398,42.00660319077895,-75.76930795945518,398,38169.0000000,1607.150,12.041
ReAtlas_smallhydro.399,41.822286256925096,-74.63695482657215,399,42284.0000000,1930.374,176.837
ReAtlas_smallhydro.400,42.095743296175414,-76.2677061270767,400,42904.0000000,2176.126,8.629
ReAtlas_smallhydro.401,41.79706121850982,-74.41830912622407,401,24106.0000000,1673.777,192.192
ReAtlas_smallhydro.402,42.09314425777063,-75.94703625021106,402,42866.0000000,1126.764,4.757
ReAtlas_smallhydro.403,42.00524135714036,-75.3710349681067,403,37346.0000000,1395.804,33.136
ReAtlas_smallhydro.404,42.094544620051586,-75.90367938982268,404,38121.0000000,1454.864,10.171
ReAtlas_smallhydro.405,42.111122667039076,-75.97765051408425,405,42858.0000000,1167.386,4.921
ReAtlas_smallhydro.406,42.00010975045707,-75.15929099909926,406,26370.0000000,1020.621,17.388
ReAtlas_smallhydro.407,41.83006343128101,-74.12446775176235,407,24051.0000000,1456.060,52.231
ReAtlas_smallhydro.408,42.062628101608325,-75.37773161357705,408,37316.0000000,4098.050,127.231
ReAtlas_smallhydro.409,41.84793247512605,-74.0462728401838,409,24046.0000000,5096.943,94.029
ReAtlas_smallhydro.410,42.12292655760675,-75.65020344107117,410,38099.0000000,1528.699,13.287
ReAtlas_smallhydro.411,42.16577777138848,-75.8734920276249,411,28749.0000000,1190.954,12.631
ReAtlas_smallhydro.412,41.93821451475218,-74.21837728244537,412,45476.0000000,3042.444,137.566
ReAtlas_smallhydro.413,41.91086296886123,-73.99773077856037,413,24010.0000000,1742.827,20.702
ReAtlas_smallhydro.414,42.24961415752586,-75.48636805057208,414,38060.0000000,1567.219,14.764
ReAtlas_smallhydro.415,42.02169321805617,-73.97905508451066,415,45386.0000000,1804.685,52.198
ReAtlas_smallhydro.416,42.072922558732856,-73.94872324508259,416,45331.0000000,1215.939,34.711
ReAtlas_smallhydro.417,42.25188726998851,-73.8951578424047,417,45201.0000000,1117.683,58.104
ReAtlas_smallhydro.418,42.39185510257703,-74.44868796337215,418,23938.0000000,1652.175,79.035
ReAtlas_smallhydro.419,42.35670427665739,-73.73539015414866,419,45092.0000000,1980.379,90.092
ReAtlas_smallhydro.420,42.79548320512444,-74.25818005846955,420,23733.0000000,1381.030,23.950
ReAtlas_smallhydro.421,42.80323069091569,-74.25835250756941,421,23728.0000000,1041.541,17.946
ReAtlas_smallhydro.422,42.812930392797554,-74.25865796173284,422,23726.0000000,1159.834,19.882
ReAtlas_smallhydro.423,42.75173814697958,-73.68736848351361,423,42221.0000000,4474.487,7.480
ReAtlas_smallhydro.424,42.90804841758575,-74.57705959285684,424,37023.0000000,1002.824,6.037
ReAtlas_smallhydro.425,42.856207867732465,-74.26678654058975,425,23720.0000000,1177.088,19.882
ReAtlas_smallhydro.426,42.867921462088844,-74.2675863654818,426,23716.0000000,1838.190,30.741
ReAtlas_smallhydro.427,42.829955268112144,-73.98976836203929,427,36986.0000000,2650.474,10.564
ReAtlas_smallhydro.428,42.937120116121775,-74.62097064783009,428,36964.0000000,1745.375,10.761
ReAtlas_smallhydro.429,42.80706732389987,-73.8440237281711,429,36988.0000000,5519.072,21.588
ReAtlas_smallhydro.430,42.78641212080439,-73.70896560682462,430,36965.0000000,18490.032,71.522
ReAtlas_smallhydro.431,42.917009230631436,-74.44607285010315,431,36962.0000000,1550.206,8.858
ReAtlas_smallhydro.432,42.888521825025485,-74.27691818736449,432,23714.0000000,1153.040,19.094
ReAtlas_smallhydro.433,42.87802281598736,-74.04171224622968,433,36897.0000000,2523.594,10.105
ReAtlas_smallhydro.434,42.82412307375964,-73.66394768961436,434,42176.0000000,3520.867,10.138
ReAtlas_smallhydro.435,43.0577909588222,-74.98423113767026,435,36893.0000000,1254.525,19.423
ReAtlas_smallhydro.436,42.91749641048471,-74.14052428152812,436,36820.0000000,2736.883,11.056
ReAtlas_smallhydro.437,43.01896769973314,-74.74091981911911,437,36863.0000000,4341.676,146.096
ReAtlas_smallhydro.438,42.94460662857536,-74.2874200029197,438,36813.0000000,2127.142,8.858
ReAtlas_smallhydro.439,42.94575959056032,-74.21113743181778,439,36792.0000000,2521.614,10.433
ReAtlas_smallhydro.440,42.87282515296465,-73.6741080170979,440,42141.0000000,2270.091,6.562
ReAtlas_smallhydro.441,43.06205020411968,-74.76500064451727,441,36720.0000000,2958.547,102.231
ReAtlas_smallhydro.442,42.8799157675149,-73.67519139864802,442,42124.0000000,5865.264,16.962
ReAtlas_smallhydro.443,43.101046472493245,-74.98106960582092,443,36743.0000000,1489.455,23.556
ReAtlas_smallhydro.444,43.119953166104224,-74.9805218697914,444,36697.0000000,1497.067,23.917
ReAtlas_smallhydro.445,42.911934873793044,-73.67832334382527,445,42106.0000000,5239.322,15.289
ReAtlas_smallhydro.446,42.89750377550686,-73.59076345338326,446,42095.0000000,3850.146,82.415
ReAtlas_smallhydro.447,42.936154423922595,-73.652482163282,447,42069.0000000,4120.455,13.976
ReAtlas_smallhydro.449,43.182271091316956,-75.01325751839389,449,36623.0000000,1898.935,32.448
ReAtlas_smallhydro.450,43.273993788347106,-75.42959859601018,450,36574.0000000,1147.644,67.782
ReAtlas_smallhydro.451,43.27787661394632,-75.15487266475816,451,36522.0000000,11283.868,227.133
ReAtlas_smallhydro.452,43.31170910313201,-75.10864587879215,452,36456.0000000,3638.409,73.950
ReAtlas_smallhydro.454,43.11794377133894,-73.57827376435563,454,41858.0000000,2681.445,10.892
ReAtlas_smallhydro.455,43.18780062127611,-73.58598446298822,455,41791.0000000,1085.575,4.429
ReAtlas_smallhydro.456,43.24853041633908,-73.8204498673901,456,41756.0000000,19154.863,81.529
ReAtlas_smallhydro.457,43.25035045313756,-73.80534876230976,457,41746.0000000,1652.863,7.021
ReAtlas_smallhydro.458,43.29834314393056,-73.88541706466134,458,36313.0000000,11493.181,115.551
ReAtlas_smallhydro.459,43.27241264502255,-73.71867102744216,459,41771.0000000,12054.438,50.984
ReAtlas_smallhydro.460,43.313339405631716,-73.84727022255953,460,36312.0000000,2555.103,25.591
ReAtlas_smallhydro.461,43.31754835781259,-73.84283187731563,461,36310.0000000,1717.634,12.631
ReAtlas_smallhydro.462,43.422252976288,-73.8768702302302,462,36291.0000000,1380.647,10.761
ReAtlas_smallhydro.463,43.5310059446875,-73.8215564815084,463,36251.0000000,1651.956,18.865
ReAtlas_smallhydro.464,43.54497479053952,-73.82729872448698,464,36235.0000000,1421.139,16.404
ReAtlas_smallhydro.465,43.560186169223265,-73.84030103706692,465,36218.0000000,1636.298,18.996
ReAtlas_smallhydro.466,43.60035447329818,-73.87001678285941,466,36200.0000000,1936.479,22.933
ReAtlas_smallhydro.467,43.61782817026048,-73.8849791012797,467,36183.0000000,3148.284,37.500
ReAtlas_smallhydro.468,43.62653880301681,-73.7470289769661,468,36155.0000000,1069.343,28.839
ReAtlas_smallhydro.469,43.6812820174353,-73.89902133585605,469,36172.0000000,1566.426,19.554
ReAtlas_smallhydro.470,43.6988847884498,-73.96350796973749,470,36123.0000000,1411.901,18.012
ReAtlas_smallhydro.471,43.71122240023246,-73.9483186832149,471,36121.0000000,1308.242,16.634
ReAtlas_smallhydro.472,43.70783427415102,-73.92677001232511,472,36120.0000000,1573.720,19.783
ReAtlas_smallhydro.473,43.76053582340682,-74.05509556241824,473,36077.0000000,1560.229,21.490
ReAtlas_smallhydro.474,43.77913642275668,-74.04747248424871,474,36069.0000000,2311.333,32.119
ReAtlas_smallhydro.480,44.43691966171968,-73.97112503537446,480,22924.0000000,1170.359,50.787
ReAtlas_smallhydro.483,44.45555435590039,-73.61103948734026,483,22497.0000000,1017.460,32.612
ReAtlas_smallhydro.484,44.46447185541438,-73.57577008920094,484,22485.0000000,1009.742,31.988
ReAtlas_smallhydro.487,44.565954957652906,-73.85828494459867,487,22884.0000000,1811.409,67.159
ReAtlas_smallhydro.494,44.633199867472186,-73.75988379150635,494,22860.0000000,8852.057,244.652
ReAtlas_smallhydro.496,44.70511503188612,-73.59961857348614,496,22824.0000000,6214.229,153.412
ReAtlas_smallhydro.748,42.452810099908874,-76.49219735413197,748,165734.000000,1711.705,268.209
ReAtlas_smallhydro.756,43.32322828682659,-76.42052178831554,756,179427.000000,6012.338,25.787
ReAtlas_smallhydro.757,43.29416493652499,-75.6353102041088,757,174584.000000,1152.970,42.782
ReAtlas_smallhydro.758,43.30254837613121,-75.6099689227265,758,174561.000000,1145.242,44.783
ReAtlas_smallhydro.759,43.44724498042388,-76.50214734073731,759,179408.000000,7889.386,33.333
ReAtlas_smallhydro.760,43.336930325592746,-75.58209835592271,760,174544.000000,1158.139,49.869
ReAtlas_smallhydro.761,43.37382796617985,-75.73121333176249,761,174552.000000,1107.339,37.631
ReAtlas_smallhydro.763,43.44031885299441,-75.20806950504934,763,166489.000000,1317.487,38.156
ReAtlas_smallhydro.765,43.505769435849075,-75.29707257923806,765,166465.000000,1399.068,33.202
ReAtlas_smallhydro.766,43.59153381802018,-75.34638737342542,766,166413.000000,1897.690,32.480
ReAtlas_smallhydro.767,43.613998415775406,-75.3318534532641,767,166403.000000,4528.084,79.790
ReAtlas_smallhydro.768,43.61869722139001,-75.35793724065758,768,166401.000000,5241.892,46.358
ReAtlas_smallhydro.769,43.600254846676556,-75.21986362604969,769,166402.000000,1850.604,35.925
ReAtlas_smallhydro.770,43.619733243267916,-75.30562449623181,770,166390.000000,3296.995,58.661
ReAtlas_smallhydro.771,43.6204841118829,-75.26027463167011,771,166377.000000,1005.412,19.324
ReAtlas_smallhydro.773,43.8979605314762,-75.66306568748718,773,166110.000000,1823.464,127.001
ReAtlas_smallhydro.775,43.88484826704731,-75.43380112503317,775,166094.000000,1718.861,54.921
ReAtlas_smallhydro.777,43.9774878396719,-75.91001074469102,777,166065.000000,6694.515,34.055
ReAtlas_smallhydro.778,44.00232494098552,-76.01813040348907,778,166076.000000,4546.028,23.064
ReAtlas_smallhydro.780,43.99866572901629,-75.94398066839852,780,166050.000000,4661.632,23.688
ReAtlas_smallhydro.781,43.924927359993625,-75.37543988678345,781,166043.000000,2393.518,84.744
ReAtlas_smallhydro.782,43.90535406275581,-75.19677119848888,782,166019.000000,2573.514,102.953
ReAtlas_smallhydro.783,43.925392743381,-75.31577368385825,783,166008.000000,2152.182,79.265
ReAtlas_smallhydro.784,43.979586718441055,-75.61987966849736,784,165996.000000,6555.757,33.858
ReAtlas_smallhydro.785,44.025417018983816,-75.76234909413091,785,165963.000000,3087.666,15.879
ReAtlas_smallhydro.786,44.02950190710786,-75.68579850348439,786,165950.000000,6628.002,34.154
ReAtlas_smallhydro.790,44.221968012116925,-75.07346108837743,790,179614.000000,1503.939,67.093
ReAtlas_smallhydro.791,44.27021555727393,-75.19967572023467,791,179600.000000,1938.780,79.659
ReAtlas_smallhydro.792,44.29696566463285,-75.36705455476209,792,179585.000000,1519.638,31.529
ReAtlas_smallhydro.793,44.31519879779627,-75.44097208554416,793,179586.000000,2629.180,53.707
ReAtlas_smallhydro.794,44.335280123340965,-75.50585352383894,794,179581.000000,1249.416,23.720
ReAtlas_smallhydro.795,44.37574071945506,-75.51081505132595,795,179622.000000,1096.512,20.046
