FID,gid,pen_power_,pen_head_f,pen_class
ReAtlas_smallhydro.3424,3424,2785.369,67.651,Small Hydro
ReAtlas_smallhydro.3426,3426,1342.857,34.318,Small Hydro
ReAtlas_smallhydro.3437,3437,3438.04,78.215,Small Hydro
ReAtlas_smallhydro.3445,3445,2395.079,53.576,Small Hydro
ReAtlas_smallhydro.3450,3450,1396.767,30.873,Small Hydro
ReAtlas_smallhydro.3451,3451,1200.307,0.164,Small Hydro
ReAtlas_smallhydro.3452,3452,1020.844,22.178,Small Hydro
ReAtlas_smallhydro.3468,3468,1057.909,51.083,Small Hydro
ReAtlas_smallhydro.3469,3469,3293.572,8.99,Small Hydro
ReAtlas_smallhydro.3472,3472,1252.213,0.164,Small Hydro
ReAtlas_smallhydro.3484,3484,30000,7.283,Small Hydro
ReAtlas_smallhydro.3494,3494,1078.032,46.949,Small Hydro
ReAtlas_smallhydro.3496,3496,1330.442,3.675,Small Hydro
ReAtlas_smallhydro.3497,3497,1105.56,46.85,Small Hydro
ReAtlas_smallhydro.3500,3500,4425.444,12.238,Small Hydro
ReAtlas_smallhydro.3506,3506,1217.408,48.688,Small Hydro
ReAtlas_smallhydro.3508,3508,5724.46,16.076,Small Hydro
ReAtlas_smallhydro.3518,3518,2757.08,46.818,Small Hydro
ReAtlas_smallhydro.3525,3525,3751.594,41.175,Small Hydro
ReAtlas_smallhydro.3530,3530,2064.879,22.605,Small Hydro
ReAtlas_smallhydro.3531,3531,5949.246,65.715,Small Hydro
ReAtlas_smallhydro.3532,3532,4455.448,49.049,Small Hydro
ReAtlas_smallhydro.3533,3533,1869.278,20.407,Small Hydro
ReAtlas_smallhydro.3544,3544,3728.85,14.633,Small Hydro
ReAtlas_smallhydro.3555,3555,1811.598,7.152,Small Hydro
ReAtlas_smallhydro.3557,3557,2285.206,9.022,Small Hydro
ReAtlas_smallhydro.3558,3558,1311.878,5.282,Small Hydro
ReAtlas_smallhydro.3560,3560,2246.632,9.055,Small Hydro
ReAtlas_smallhydro.3561,3561,2481.195,10.007,Small Hydro
ReAtlas_smallhydro.3562,3562,2695.306,10.86,Small Hydro
ReAtlas_smallhydro.3563,3563,2663.617,10.728,Small Hydro
ReAtlas_smallhydro.3568,3568,2797.532,11.286,Small Hydro
ReAtlas_smallhydro.3569,3569,4575.897,18.471,Small Hydro
ReAtlas_smallhydro.3570,3570,6015.165,24.311,Small Hydro
ReAtlas_smallhydro.3578,3578,1003.084,233.563,Small Hydro
ReAtlas_smallhydro.3585,3585,3399.182,147.507,Small Hydro
ReAtlas_smallhydro.3611,3611,1020.695,60.794,Small Hydro
ReAtlas_smallhydro.3619,3619,1065.077,17.684,Small Hydro
ReAtlas_smallhydro.3653,3653,1320.627,14.501,Small Hydro
ReAtlas_smallhydro.3667,3667,1483.926,15.453,Small Hydro
ReAtlas_smallhydro.3675,3675,2113.571,20.801,Small Hydro
ReAtlas_smallhydro.3715,3715,2428.711,26.608,Small Hydro
ReAtlas_smallhydro.3720,3720,1912.498,20.801,Small Hydro
ReAtlas_smallhydro.3721,3721,1605.963,17.421,Small Hydro
ReAtlas_smallhydro.3764,3764,1909.423,19.915,Small Hydro
ReAtlas_smallhydro.3785,3785,1020.391,22.999,Small Hydro
ReAtlas_smallhydro.3786,3786,1237.409,23.688,Small Hydro
ReAtlas_smallhydro.3864,3864,1146.172,12.106,Small Hydro
ReAtlas_smallhydro.3868,3868,1771.946,18.766,Small Hydro
ReAtlas_smallhydro.3894,3894,1801.166,139.075,Small Hydro
ReAtlas_smallhydro.3895,3895,1625.008,33.399,Small Hydro
ReAtlas_smallhydro.3904,3904,1555.705,171.982,Small Hydro
ReAtlas_smallhydro.3908,3908,5730.234,155.446,Small Hydro
ReAtlas_smallhydro.3918,3918,10313.53,222.047,Small Hydro
ReAtlas_smallhydro.3923,3923,1905.664,56.955,Small Hydro
ReAtlas_smallhydro.3941,3941,1202.787,256.398,Small Hydro
ReAtlas_smallhydro.3950,3950,2009.188,488.255,Small Hydro
ReAtlas_smallhydro.3955,3955,3148.298,522.08,Small Hydro
ReAtlas_smallhydro.3965,3965,1451.218,745.997,Small Hydro
ReAtlas_smallhydro.3979,3979,6492.947,306.759,Small Hydro
ReAtlas_smallhydro.3986,3986,4747.804,412.336,Small Hydro
ReAtlas_smallhydro.3999,3999,2263.514,389.862,Small Hydro
ReAtlas_smallhydro.4012,4012,1307.925,99.213,Small Hydro
ReAtlas_smallhydro.4017,4017,2020.835,996.588,Small Hydro
ReAtlas_smallhydro.4026,4026,1674.644,65.256,Small Hydro
ReAtlas_smallhydro.4027,4027,3081.052,176.969,Small Hydro
ReAtlas_smallhydro.4037,4037,4153.624,383.399,Small Hydro
ReAtlas_smallhydro.4042,4042,1765.641,330.052,Small Hydro
ReAtlas_smallhydro.4043,4043,1643.334,359.482,Small Hydro
ReAtlas_smallhydro.4088,4088,3123.189,167.913,Small Hydro
ReAtlas_smallhydro.4092,4092,3999.987,107.94,Small Hydro
ReAtlas_smallhydro.4099,4099,2800.883,75.919,Small Hydro
ReAtlas_smallhydro.4108,4108,3925.609,3.478,Small Hydro
ReAtlas_smallhydro.4109,4109,3449.377,93.307,Small Hydro
ReAtlas_smallhydro.4115,4115,2855.083,277.329,Small Hydro
ReAtlas_smallhydro.4129,4129,11025.415,131.726,Small Hydro
ReAtlas_smallhydro.4177,4177,3030.295,3.806,Small Hydro
ReAtlas_smallhydro.3141,3141,1444.005,49.147,Small Hydro
ReAtlas_smallhydro.3144,3144,1187.348,40.453,Small Hydro
ReAtlas_smallhydro.3243,3243,1318.41,26.87,Small Hydro
ReAtlas_smallhydro.3250,3250,1564.543,34.416,Small Hydro
ReAtlas_smallhydro.3254,3254,15209.67,6.299,Small Hydro
ReAtlas_smallhydro.3273,3273,1100.339,24.213,Small Hydro
ReAtlas_smallhydro.3275,3275,1855.22,40.945,Small Hydro
ReAtlas_smallhydro.3280,3280,1856.729,11.844,Small Hydro
ReAtlas_smallhydro.3282,3282,28775.386,11.909,Small Hydro
ReAtlas_smallhydro.3283,3283,3741.674,82.743,Small Hydro
ReAtlas_smallhydro.3299,3299,3239.659,19.587,Small Hydro
ReAtlas_smallhydro.3300,3300,1471.863,8.891,Small Hydro
ReAtlas_smallhydro.3301,3301,4690.33,28.314,Small Hydro
ReAtlas_smallhydro.3305,3305,3137.119,19.094,Small Hydro
ReAtlas_smallhydro.3306,3306,4051.776,91.339,Small Hydro
ReAtlas_smallhydro.3308,3308,3686.429,22.474,Small Hydro
ReAtlas_smallhydro.3311,3311,1439.912,8.793,Small Hydro
ReAtlas_smallhydro.3313,3313,1484.224,9.121,Small Hydro
ReAtlas_smallhydro.3315,3315,1842.203,11.713,Small Hydro
ReAtlas_smallhydro.3316,3316,1017.194,23.852,Small Hydro
ReAtlas_smallhydro.3318,3318,1535.263,36.056,Small Hydro
ReAtlas_smallhydro.3321,3321,1620.931,10.302,Small Hydro
ReAtlas_smallhydro.3327,3327,4025.136,576.608,Small Hydro
ReAtlas_smallhydro.3329,3329,1613.535,336.45,Small Hydro
ReAtlas_smallhydro.3330,3330,1774.59,56.988,Small Hydro
ReAtlas_smallhydro.3331,3331,1503.572,9.252,Small Hydro
ReAtlas_smallhydro.3333,3333,1030.127,234.154,Small Hydro
ReAtlas_smallhydro.3334,3334,2180.042,70.177,Small Hydro
ReAtlas_smallhydro.3336,3336,1002.515,6.365,Small Hydro
ReAtlas_smallhydro.3340,3340,1703.127,10.794,Small Hydro
ReAtlas_smallhydro.3342,3342,3403.264,117.356,Small Hydro
ReAtlas_smallhydro.3346,3346,1740.684,11.024,Small Hydro
ReAtlas_smallhydro.3354,3354,2708.969,96.785,Small Hydro
ReAtlas_smallhydro.3362,3362,3251.139,118.209,Small Hydro
ReAtlas_smallhydro.3363,3363,27386.95,8.76,Small Hydro
ReAtlas_smallhydro.3365,3365,2262.949,12.959,Small Hydro
ReAtlas_smallhydro.3369,3369,9869.097,3.15,Small Hydro
ReAtlas_smallhydro.3371,3371,1436.128,404.954,Small Hydro
ReAtlas_smallhydro.3374,3374,3516.805,19.948,Small Hydro
ReAtlas_smallhydro.3376,3376,2749.257,117.06,Small Hydro
ReAtlas_smallhydro.3388,3388,2762.658,15.584,Small Hydro
ReAtlas_smallhydro.3396,3396,1221.418,6.857,Small Hydro
ReAtlas_smallhydro.3401,3401,30000,11.516,Small Hydro
ReAtlas_smallhydro.3403,3403,1151.219,6.43,Small Hydro
ReAtlas_smallhydro.3408,3408,1746.418,9.744,Small Hydro
ReAtlas_smallhydro.3410,3410,8065.113,44.98,Small Hydro
ReAtlas_smallhydro.3416,3416,19758.129,6.299,Small Hydro
ReAtlas_smallhydro.3419,3419,1109.076,6.168,Small Hydro
ReAtlas_smallhydro.3425,3425,3739.412,20.768,Small Hydro
ReAtlas_smallhydro.3447,3447,4336.627,24.049,Small Hydro
ReAtlas_smallhydro.3454,3454,3511.993,19.455,Small Hydro
ReAtlas_smallhydro.3459,3459,1206.084,6.562,Small Hydro
ReAtlas_smallhydro.3460,3460,1359.827,7.382,Small Hydro
ReAtlas_smallhydro.3463,3463,4418.332,23.95,Small Hydro
ReAtlas_smallhydro.3466,3466,2878.554,15.584,Small Hydro
ReAtlas_smallhydro.3470,3470,3554.253,19.226,Small Hydro
ReAtlas_smallhydro.3474,3474,4747.081,25.656,Small Hydro
ReAtlas_smallhydro.3475,3475,3174.812,38.419,Small Hydro
ReAtlas_smallhydro.3480,3480,3961.018,47.08,Small Hydro
ReAtlas_smallhydro.3482,3482,2571.025,24.442,Small Hydro
ReAtlas_smallhydro.3495,3495,2022.463,19.685,Small Hydro
ReAtlas_smallhydro.3498,3498,3509.172,41.47,Small Hydro
ReAtlas_smallhydro.3505,3505,4621.168,43.734,Small Hydro
ReAtlas_smallhydro.3514,3514,1703.524,80.512,Small Hydro
ReAtlas_smallhydro.3515,3515,3622.367,42.585,Small Hydro
ReAtlas_smallhydro.3528,3528,1454.524,13.648,Small Hydro
ReAtlas_smallhydro.3529,3529,4356.626,50.984,Small Hydro
ReAtlas_smallhydro.3535,3535,1835.894,29.035,Small Hydro
ReAtlas_smallhydro.3536,3536,1340.857,59.678,Small Hydro
ReAtlas_smallhydro.3537,3537,2513.051,39.731,Small Hydro
ReAtlas_smallhydro.3541,3541,3089.925,48.753,Small Hydro
ReAtlas_smallhydro.3546,3546,2680.119,42.257,Small Hydro
ReAtlas_smallhydro.3549,3549,1524.174,24.049,Small Hydro
ReAtlas_smallhydro.3553,3553,4354.134,39.6,Small Hydro
ReAtlas_smallhydro.3554,3554,2957.562,46.621,Small Hydro
ReAtlas_smallhydro.3556,3556,2996.446,47.211,Small Hydro
ReAtlas_smallhydro.3565,3565,1525.628,30.774,Small Hydro
ReAtlas_smallhydro.3566,3566,1913.555,159.449,Small Hydro
ReAtlas_smallhydro.3567,3567,3850.245,1.181,Small Hydro
ReAtlas_smallhydro.3571,3571,2031.887,42.815,Small Hydro
ReAtlas_smallhydro.3576,3576,1526.199,13.156,Small Hydro
ReAtlas_smallhydro.3577,3577,1102.53,23.228,Small Hydro
ReAtlas_smallhydro.3581,3581,2847.075,60.039,Small Hydro
ReAtlas_smallhydro.3582,3582,1391.693,11.975,Small Hydro
ReAtlas_smallhydro.3586,3586,2125.676,18.209,Small Hydro
ReAtlas_smallhydro.3587,3587,2590.699,55.84,Small Hydro
ReAtlas_smallhydro.3589,3589,1467.215,12.697,Small Hydro
ReAtlas_smallhydro.3590,3590,2012.621,17.388,Small Hydro
ReAtlas_smallhydro.3594,3594,1456.002,13.091,Small Hydro
ReAtlas_smallhydro.3596,3596,2443.708,53.773,Small Hydro
ReAtlas_smallhydro.3598,3598,1495.174,13.255,Small Hydro
ReAtlas_smallhydro.3603,3603,1331.717,11.778,Small Hydro
ReAtlas_smallhydro.3604,3604,1050.107,279.035,Small Hydro
ReAtlas_smallhydro.3605,3605,2172.809,19.16,Small Hydro
ReAtlas_smallhydro.3607,3607,2243.097,50.328,Small Hydro
ReAtlas_smallhydro.3610,3610,2333.402,88.55,Small Hydro
ReAtlas_smallhydro.3612,3612,1095.465,66.371,Small Hydro
ReAtlas_smallhydro.3615,3615,2199.94,19.324,Small Hydro
ReAtlas_smallhydro.3621,3621,1037.635,129.856,Small Hydro
ReAtlas_smallhydro.3622,3622,1882.061,16.503,Small Hydro
ReAtlas_smallhydro.3626,3626,5126.786,48.228,Small Hydro
ReAtlas_smallhydro.3630,3630,1544.967,14.698,Small Hydro
ReAtlas_smallhydro.3633,3633,1104.786,159.81,Small Hydro
ReAtlas_smallhydro.3640,3640,1731.43,16.437,Small Hydro
ReAtlas_smallhydro.3650,3650,2761.959,29.528,Small Hydro
ReAtlas_smallhydro.3658,3658,2345.98,24.672,Small Hydro
ReAtlas_smallhydro.3660,3660,1747.601,41.043,Small Hydro
ReAtlas_smallhydro.3661,3661,1211.495,22.867,Small Hydro
ReAtlas_smallhydro.3665,3665,1120.954,21.161,Small Hydro
ReAtlas_smallhydro.3670,3670,7750.507,2.362,Small Hydro
ReAtlas_smallhydro.3671,3671,13672.905,4.167,Small Hydro
ReAtlas_smallhydro.3674,3674,1476.457,34.482,Small Hydro
ReAtlas_smallhydro.3680,3680,1141.718,23.524,Small Hydro
ReAtlas_smallhydro.3681,3681,5406.299,127.395,Small Hydro
ReAtlas_smallhydro.3683,3683,2033.559,42.29,Small Hydro
ReAtlas_smallhydro.3685,3685,1381.831,320.079,Small Hydro
ReAtlas_smallhydro.3690,3690,1507.146,32.087,Small Hydro
ReAtlas_smallhydro.3700,3700,1140.049,64.239,Small Hydro
ReAtlas_smallhydro.3717,3717,1873.477,13.714,Small Hydro
ReAtlas_smallhydro.3724,3724,2589.862,18.832,Small Hydro
ReAtlas_smallhydro.3725,3725,2255.215,115.092,Small Hydro
ReAtlas_smallhydro.3728,3728,3496.09,25.361,Small Hydro
ReAtlas_smallhydro.3729,3729,1714.246,45.505,Small Hydro
ReAtlas_smallhydro.3730,3730,1476.018,10.696,Small Hydro
ReAtlas_smallhydro.3731,3731,4252.008,30.774,Small Hydro
ReAtlas_smallhydro.3733,3733,1094.128,222.244,Small Hydro
ReAtlas_smallhydro.3737,3737,3503.847,133.957,Small Hydro
ReAtlas_smallhydro.3738,3738,1974.018,14.272,Small Hydro
ReAtlas_smallhydro.3739,3739,1053.558,7.546,Small Hydro
ReAtlas_smallhydro.3741,3741,2509.047,230.479,Small Hydro
ReAtlas_smallhydro.3745,3745,2760.083,19.751,Small Hydro
ReAtlas_smallhydro.3750,3750,5587.839,39.928,Small Hydro
ReAtlas_smallhydro.3754,3754,1112.565,7.94,Small Hydro
ReAtlas_smallhydro.3757,3757,5504.428,39.206,Small Hydro
ReAtlas_smallhydro.3765,3765,2919.351,21.457,Small Hydro
ReAtlas_smallhydro.3766,3766,1242.981,0.394,Small Hydro
ReAtlas_smallhydro.3772,3772,5144.874,143.11,Small Hydro
ReAtlas_smallhydro.3774,3774,10109.855,285.072,Small Hydro
ReAtlas_smallhydro.3778,3778,4491.952,127.822,Small Hydro
ReAtlas_smallhydro.3781,3781,5849.646,42.848,Small Hydro
ReAtlas_smallhydro.3783,3783,2955.299,864.304,Small Hydro
ReAtlas_smallhydro.3787,3787,1073.904,57.185,Small Hydro
ReAtlas_smallhydro.3788,3788,14165.397,137.664,Small Hydro
ReAtlas_smallhydro.3793,3793,1132.726,60.269,Small Hydro
ReAtlas_smallhydro.3794,3794,6718.392,211.483,Small Hydro
ReAtlas_smallhydro.3796,3796,1422.304,10.302,Small Hydro
ReAtlas_smallhydro.3799,3799,1260.03,67.717,Small Hydro
ReAtlas_smallhydro.3802,3802,2344.284,74.442,Small Hydro
ReAtlas_smallhydro.3808,3808,3105.511,100.066,Small Hydro
ReAtlas_smallhydro.3809,3809,4847.709,47.211,Small Hydro
ReAtlas_smallhydro.3814,3814,2776.008,91.207,Small Hydro
ReAtlas_smallhydro.3815,3815,7953.411,78.215,Small Hydro
ReAtlas_smallhydro.3817,3817,1366.529,76.87,Small Hydro
ReAtlas_smallhydro.3824,3824,4119.389,1.312,Small Hydro
ReAtlas_smallhydro.3836,3836,1146.542,11.286,Small Hydro
ReAtlas_smallhydro.3837,3837,14683.203,217.356,Small Hydro
ReAtlas_smallhydro.3841,3841,2137.263,22.178,Small Hydro
ReAtlas_smallhydro.3843,3843,1642.456,315.42,Small Hydro
ReAtlas_smallhydro.3846,3846,4097.831,42.421,Small Hydro
ReAtlas_smallhydro.3850,3850,5849.109,1.903,Small Hydro
ReAtlas_smallhydro.3860,3860,1812.201,18.701,Small Hydro
ReAtlas_smallhydro.3873,3873,2395.216,538.944,Small Hydro
ReAtlas_smallhydro.3874,3874,7788.457,305.184,Small Hydro
ReAtlas_smallhydro.3875,3875,1815.189,285.761,Small Hydro
ReAtlas_smallhydro.3876,3876,2253.734,137.861,Small Hydro
ReAtlas_smallhydro.3877,3877,2664.139,860.105,Small Hydro
ReAtlas_smallhydro.3879,3879,2045.862,95.276,Small Hydro
ReAtlas_smallhydro.3880,3880,4121.246,205.84,Small Hydro
ReAtlas_smallhydro.3881,3881,3025.462,172.441,Small Hydro
ReAtlas_smallhydro.3882,3882,3541.711,153.543,Small Hydro
ReAtlas_smallhydro.3883,3883,7202.223,2.461,Small Hydro
ReAtlas_smallhydro.3885,3885,1079.69,174.705,Small Hydro
ReAtlas_smallhydro.3892,3892,2831.005,57.054,Small Hydro
ReAtlas_smallhydro.3898,3898,2365.776,29.199,Small Hydro
ReAtlas_smallhydro.3899,3899,2264.969,77.822,Small Hydro
ReAtlas_smallhydro.3900,3900,18909.421,6.43,Small Hydro
ReAtlas_smallhydro.3901,3901,5016.019,1.706,Small Hydro
ReAtlas_smallhydro.3902,3902,1688.199,333.793,Small Hydro
ReAtlas_smallhydro.3905,3905,1205.772,12.106,Small Hydro
ReAtlas_smallhydro.3907,3907,1560.238,15.518,Small Hydro
ReAtlas_smallhydro.3909,3909,1323.459,846.325,Small Hydro
ReAtlas_smallhydro.3914,3914,1331.12,52.887,Small Hydro
ReAtlas_smallhydro.3917,3917,7325.527,2.493,Small Hydro
ReAtlas_smallhydro.3925,3925,1412.122,0.459,Small Hydro
ReAtlas_smallhydro.3926,3926,3064.133,117.651,Small Hydro
ReAtlas_smallhydro.3929,3929,1950.52,85.728,Small Hydro
ReAtlas_smallhydro.3931,3931,1644.39,517.159,Small Hydro
ReAtlas_smallhydro.3934,3934,1369.893,769.291,Small Hydro
ReAtlas_smallhydro.3936,3936,1083.434,54.134,Small Hydro
ReAtlas_smallhydro.3939,3939,1985.629,190.518,Small Hydro
ReAtlas_smallhydro.3942,3942,1308.224,256.004,Small Hydro
ReAtlas_smallhydro.3943,3943,1132.943,23.097,Small Hydro
ReAtlas_smallhydro.3944,3944,1775.413,236.581,Small Hydro
ReAtlas_smallhydro.3945,3945,2623.009,35.302,Small Hydro
ReAtlas_smallhydro.3947,3947,2786.729,130.873,Small Hydro
ReAtlas_smallhydro.3948,3948,1168.2,697.08,Small Hydro
ReAtlas_smallhydro.3953,3953,1622.406,21.818,Small Hydro
ReAtlas_smallhydro.3954,3954,3576.687,48.064,Small Hydro
ReAtlas_smallhydro.3956,3956,2336.373,31.562,Small Hydro
ReAtlas_smallhydro.3961,3961,2306.641,54.068,Small Hydro
ReAtlas_smallhydro.3971,3971,6100.062,82.513,Small Hydro
ReAtlas_smallhydro.3983,3983,1085.169,935.696,Small Hydro
ReAtlas_smallhydro.3984,3984,3578.94,128.97,Small Hydro
ReAtlas_smallhydro.3987,3987,1186.294,16.043,Small Hydro
ReAtlas_smallhydro.3990,3990,1484.655,324.77,Small Hydro
ReAtlas_smallhydro.3991,3991,3462.325,114.829,Small Hydro
ReAtlas_smallhydro.3992,3992,1694.183,22.9,Small Hydro
ReAtlas_smallhydro.4002,4002,2638.914,35.696,Small Hydro
ReAtlas_smallhydro.4021,4021,2234.636,32.251,Small Hydro
ReAtlas_smallhydro.4030,4030,1487.135,21.883,Small Hydro
ReAtlas_smallhydro.4033,4033,1564.829,23.031,Small Hydro
ReAtlas_smallhydro.4034,4034,1228.184,11.056,Small Hydro
ReAtlas_smallhydro.4035,4035,1078.137,15.912,Small Hydro
ReAtlas_smallhydro.4039,4039,1482.221,21.883,Small Hydro
ReAtlas_smallhydro.4041,4041,1279.064,19.226,Small Hydro
ReAtlas_smallhydro.4044,4044,1746.535,26.214,Small Hydro
ReAtlas_smallhydro.4051,4051,1406.786,28.215,Small Hydro
ReAtlas_smallhydro.4053,4053,1281.595,75.427,Small Hydro
ReAtlas_smallhydro.4055,4055,1046.624,61.22,Small Hydro
ReAtlas_smallhydro.4057,4057,1921.06,112.27,Small Hydro
ReAtlas_smallhydro.4058,4058,1445.281,28.97,Small Hydro
ReAtlas_smallhydro.4060,4060,1052.121,327.034,Small Hydro
ReAtlas_smallhydro.4062,4062,1186.878,71.457,Small Hydro
ReAtlas_smallhydro.4064,4064,1672.434,96.85,Small Hydro
ReAtlas_smallhydro.4065,4065,1103.207,22.08,Small Hydro
ReAtlas_smallhydro.4084,4084,1007.202,20.21,Small Hydro
ReAtlas_smallhydro.4090,4090,1039.109,33.563,Small Hydro
ReAtlas_smallhydro.4096,4096,1390.605,83.235,Small Hydro
ReAtlas_smallhydro.4101,4101,1139.215,36.877,Small Hydro
ReAtlas_smallhydro.4103,4103,1111.186,38.189,Small Hydro
ReAtlas_smallhydro.4106,4106,1625.257,626.017,Small Hydro
ReAtlas_smallhydro.4110,4110,1102.978,37.927,Small Hydro
ReAtlas_smallhydro.4111,4111,1057.814,264.272,Small Hydro
ReAtlas_smallhydro.4112,4112,1999.745,600.623,Small Hydro
ReAtlas_smallhydro.4113,4113,1535.41,206.037,Small Hydro
ReAtlas_smallhydro.4122,4122,1111.698,52.69,Small Hydro
ReAtlas_smallhydro.4125,4125,1075.718,187.697,Small Hydro
ReAtlas_smallhydro.4126,4126,1133.151,175.492,Small Hydro
ReAtlas_smallhydro.4131,4131,2000.096,506.299,Small Hydro
ReAtlas_smallhydro.4139,4139,1071.702,492.257,Small Hydro
ReAtlas_smallhydro.4150,4150,4364.926,59.744,Small Hydro
ReAtlas_smallhydro.4153,4153,3330.434,45.538,Small Hydro
ReAtlas_smallhydro.4156,4156,1507.553,181.037,Small Hydro
ReAtlas_smallhydro.4157,4157,1178.614,16.109,Small Hydro
ReAtlas_smallhydro.4159,4159,1788.505,24.442,Small Hydro
ReAtlas_smallhydro.4163,4163,30000,465.322,Small Hydro
ReAtlas_smallhydro.2719,2719,3508.158,275.328,Small Hydro
ReAtlas_smallhydro.2723,2723,1435.942,13.058,Small Hydro
ReAtlas_smallhydro.2724,2724,1556.89,13.32,Small Hydro
ReAtlas_smallhydro.2729,2729,2229.17,9.843,Small Hydro
ReAtlas_smallhydro.2730,2730,1405.722,6.201,Small Hydro
ReAtlas_smallhydro.2731,2731,1317.21,5.807,Small Hydro
ReAtlas_smallhydro.2736,2736,7979.684,32.808,Small Hydro
ReAtlas_smallhydro.2738,2738,1036.44,4.232,Small Hydro
ReAtlas_smallhydro.2740,2740,1922.28,7.841,Small Hydro
ReAtlas_smallhydro.2743,2743,1502.762,59.974,Small Hydro
ReAtlas_smallhydro.2745,2745,4201.189,16.896,Small Hydro
ReAtlas_smallhydro.2746,2746,1423.998,54.692,Small Hydro
ReAtlas_smallhydro.2748,2748,1191.937,43.209,Small Hydro
ReAtlas_smallhydro.2752,2752,4729.737,18.963,Small Hydro
ReAtlas_smallhydro.2756,2756,1086.748,20.571,Small Hydro
ReAtlas_smallhydro.2766,2766,3326.239,13.156,Small Hydro
ReAtlas_smallhydro.2767,2767,2279.181,8.99,Small Hydro
ReAtlas_smallhydro.2773,2773,4074.367,16.01,Small Hydro
ReAtlas_smallhydro.2779,2779,4298.373,16.798,Small Hydro
ReAtlas_smallhydro.2781,2781,3079.493,12.008,Small Hydro
ReAtlas_smallhydro.2786,2786,3335.485,12.139,Small Hydro
ReAtlas_smallhydro.2788,2788,2435.597,251.378,Small Hydro
ReAtlas_smallhydro.2790,2790,1798.835,6.529,Small Hydro
ReAtlas_smallhydro.2793,2793,2421.648,8.661,Small Hydro
ReAtlas_smallhydro.2795,2795,1991.664,7.185,Small Hydro
ReAtlas_smallhydro.2799,2799,4742.091,16.831,Small Hydro
ReAtlas_smallhydro.2803,2803,1483.231,4.987,Small Hydro
ReAtlas_smallhydro.2868,2868,1002.665,378.576,Small Hydro
ReAtlas_smallhydro.2884,2884,1421.171,17.782,Small Hydro
ReAtlas_smallhydro.2890,2890,1768.264,47.572,Small Hydro
ReAtlas_smallhydro.2894,2894,2189.998,33.957,Small Hydro
ReAtlas_smallhydro.2951,2951,2119.696,51.148,Small Hydro
ReAtlas_smallhydro.2953,2953,1141.92,137.5,Small Hydro
ReAtlas_smallhydro.2956,2956,1676.794,25.984,Small Hydro
ReAtlas_smallhydro.2987,2987,1140.737,12.106,Small Hydro
ReAtlas_smallhydro.3043,3043,1125.897,179.79,Small Hydro
ReAtlas_smallhydro.3047,3047,1695.864,21.818,Small Hydro
ReAtlas_smallhydro.3048,3048,1227.948,16.371,Small Hydro
ReAtlas_smallhydro.3050,3050,1129.88,14.173,Small Hydro
ReAtlas_smallhydro.3055,3055,5766.733,93.766,Small Hydro
ReAtlas_smallhydro.3059,3059,1242.188,15.354,Small Hydro
ReAtlas_smallhydro.3061,3061,1132.096,173.327,Small Hydro
ReAtlas_smallhydro.3072,3072,1731.489,516.568,Small Hydro
ReAtlas_smallhydro.3074,3074,2202.485,42.454,Small Hydro
ReAtlas_smallhydro.3079,3079,3690.024,73.556,Small Hydro
ReAtlas_smallhydro.3081,3081,1086.336,156.627,Small Hydro
ReAtlas_smallhydro.3086,3086,1402.902,123.36,Small Hydro
ReAtlas_smallhydro.3087,3087,3885.924,82.48,Small Hydro
ReAtlas_smallhydro.3094,3094,2596.666,100.394,Small Hydro
ReAtlas_smallhydro.3095,3095,1028.2,554.134,Small Hydro
ReAtlas_smallhydro.3099,3099,2096.486,221.686,Small Hydro
ReAtlas_smallhydro.3100,3100,1962.841,145.505,Small Hydro
ReAtlas_smallhydro.3101,3101,1728.874,316.535,Small Hydro
ReAtlas_smallhydro.3105,3105,1488.614,313.812,Small Hydro
ReAtlas_smallhydro.3109,3109,1654.017,523.852,Small Hydro
ReAtlas_smallhydro.3120,3120,2520.638,513.55,Small Hydro
ReAtlas_smallhydro.3124,3124,2351.022,255.052,Small Hydro
ReAtlas_smallhydro.3127,3127,1863.221,563.419,Small Hydro
ReAtlas_smallhydro.3140,3140,1068.892,144.16,Small Hydro
ReAtlas_smallhydro.3186,3186,1226.237,125.591,Small Hydro
ReAtlas_smallhydro.3201,3201,1513.041,509.383,Small Hydro
ReAtlas_smallhydro.3220,3220,1455.896,84.678,Small Hydro
ReAtlas_smallhydro.3235,3235,1343.86,46.293,Small Hydro
ReAtlas_smallhydro.3237,3237,1379.905,38.714,Small Hydro
ReAtlas_smallhydro.3238,3238,1226.618,30.84,Small Hydro
ReAtlas_smallhydro.3239,3239,1046.931,20.472,Small Hydro
ReAtlas_smallhydro.3240,3240,1261.982,30.315,Small Hydro
ReAtlas_smallhydro.3292,3292,1128.264,28.675,Small Hydro
ReAtlas_smallhydro.3294,3294,1011.623,21.752,Small Hydro
ReAtlas_smallhydro.3302,3302,2531.213,60.597,Small Hydro
ReAtlas_smallhydro.3312,3312,1473.864,28.15,Small Hydro
ReAtlas_smallhydro.3314,3314,2745.36,49.869,Small Hydro
ReAtlas_smallhydro.3317,3317,1049.834,15.518,Small Hydro
ReAtlas_smallhydro.3320,3320,2598.194,44.948,Small Hydro
ReAtlas_smallhydro.3323,3323,2437.828,48.458,Small Hydro
ReAtlas_smallhydro.3339,3339,2395.101,60.4,Small Hydro
