FID,gid,pen_power_,pen_head_f,pen_class
ReAtlas_smallhydro.1032,1032,3974.745,0.984,Small Hydro
ReAtlas_smallhydro.1039,1039,2533.801,5.052,Small Hydro
ReAtlas_smallhydro.1042,1042,5384.683,30.217,Small Hydro
ReAtlas_smallhydro.1044,1044,1660.212,100,Small Hydro
ReAtlas_smallhydro.1045,1045,1493.002,0.394,Small Hydro
ReAtlas_smallhydro.1048,1048,1375.468,10.564,Small Hydro
ReAtlas_smallhydro.1049,1049,5357.518,29.593,Small Hydro
ReAtlas_smallhydro.1050,1050,2823.57,5.709,Small Hydro
ReAtlas_smallhydro.1051,1051,1866.738,0.492,Small Hydro
ReAtlas_smallhydro.1053,1053,1712.682,11.188,Small Hydro
ReAtlas_smallhydro.1055,1055,2545.706,16.667,Small Hydro
ReAtlas_smallhydro.1057,1057,1331.291,8.727,Small Hydro
ReAtlas_smallhydro.1058,1058,2175.97,4.528,Small Hydro
ReAtlas_smallhydro.1059,1059,1186.997,7.94,Small Hydro
ReAtlas_smallhydro.1060,1060,1116.09,7.48,Small Hydro
ReAtlas_smallhydro.1062,1062,1239.498,8.596,Small Hydro
ReAtlas_smallhydro.1063,1063,1193.545,8.333,Small Hydro
ReAtlas_smallhydro.1066,1066,1663.476,97.047,Small Hydro
ReAtlas_smallhydro.1068,1068,1234.436,8.694,Small Hydro
ReAtlas_smallhydro.1070,1070,1180.098,9.252,Small Hydro
ReAtlas_smallhydro.1076,1076,1080.942,8.563,Small Hydro
ReAtlas_smallhydro.1077,1077,1077.408,8.694,Small Hydro
ReAtlas_smallhydro.1079,1079,1178.668,9.678,Small Hydro
ReAtlas_smallhydro.1081,1081,2668.048,6.168,Small Hydro
ReAtlas_smallhydro.1090,1090,1679.874,16.043,Small Hydro
ReAtlas_smallhydro.1092,1092,1504.417,14.436,Small Hydro
ReAtlas_smallhydro.1093,1093,1455.967,45.046,Small Hydro
ReAtlas_smallhydro.1098,1098,1546.327,4.134,Small Hydro
ReAtlas_smallhydro.1108,1108,1835.354,73.688,Small Hydro
ReAtlas_smallhydro.1113,1113,1939.972,6.168,Small Hydro
ReAtlas_smallhydro.1117,1117,2886.464,9.219,Small Hydro
ReAtlas_smallhydro.1119,1119,1847.831,5.906,Small Hydro
ReAtlas_smallhydro.1137,1137,1190.062,4.199,Small Hydro
ReAtlas_smallhydro.1138,1138,2935.637,10.367,Small Hydro
ReAtlas_smallhydro.1143,1143,3568.225,20.866,Small Hydro
ReAtlas_smallhydro.1144,1144,2072.042,13.058,Small Hydro
ReAtlas_smallhydro.1154,1154,1512.744,9.974,Small Hydro
ReAtlas_smallhydro.1158,1158,2987.057,90.551,Small Hydro
ReAtlas_smallhydro.1167,1167,1206.093,43.734,Small Hydro
ReAtlas_smallhydro.1244,1244,8904.52,4.167,Small Hydro
ReAtlas_smallhydro.1246,1246,1024.004,12.762,Small Hydro
ReAtlas_smallhydro.1248,1248,1214.227,18.734,Small Hydro
ReAtlas_smallhydro.1250,1250,1062.148,9.613,Small Hydro
ReAtlas_smallhydro.1252,1252,1494.088,15.814,Small Hydro
ReAtlas_smallhydro.1253,1253,1135.879,11.155,Small Hydro
ReAtlas_smallhydro.1255,1255,2890.004,20.997,Small Hydro
ReAtlas_smallhydro.1257,1257,2539.131,20.538,Small Hydro
ReAtlas_smallhydro.1258,1258,1380.431,11.844,Small Hydro
ReAtlas_smallhydro.1262,1262,1912.52,10.531,Small Hydro
ReAtlas_smallhydro.1263,1263,1892.856,11.483,Small Hydro
ReAtlas_smallhydro.1264,1264,1243.235,7.382,Small Hydro
ReAtlas_smallhydro.1266,1266,2653.147,3.412,Small Hydro
ReAtlas_smallhydro.1267,1267,1624.882,2.1,Small Hydro
ReAtlas_smallhydro.1268,1268,1914.38,2.493,Small Hydro
ReAtlas_smallhydro.1271,1271,12144.554,52.395,Small Hydro
ReAtlas_smallhydro.1272,1272,1924.213,8.301,Small Hydro
ReAtlas_smallhydro.1278,1278,2834.953,10.335,Small Hydro
ReAtlas_smallhydro.1279,1279,2622.509,4.79,Small Hydro
ReAtlas_smallhydro.1289,1289,2164.487,6.791,Small Hydro
ReAtlas_smallhydro.1290,1290,4498.282,14.469,Small Hydro
ReAtlas_smallhydro.1291,1291,2663.273,8.432,Small Hydro
ReAtlas_smallhydro.1294,1294,2340.417,8.202,Small Hydro
ReAtlas_smallhydro.1308,1308,1105.815,5.381,Small Hydro
ReAtlas_smallhydro.1309,1309,1735.582,9.514,Small Hydro
ReAtlas_smallhydro.1310,1310,1453.045,7.251,Small Hydro
ReAtlas_smallhydro.1311,1311,1694.291,8.661,Small Hydro
ReAtlas_smallhydro.1312,1312,4049.191,20.965,Small Hydro
ReAtlas_smallhydro.1315,1315,2541.832,13.386,Small Hydro
ReAtlas_smallhydro.1316,1316,1105.053,5.807,Small Hydro
ReAtlas_smallhydro.1323,1323,1095.521,23.655,Small Hydro
ReAtlas_smallhydro.1325,1325,1113.886,28.379,Small Hydro
ReAtlas_smallhydro.1371,1371,2207.805,66.207,Small Hydro
ReAtlas_smallhydro.1414,1414,6209.851,24.442,Small Hydro
ReAtlas_smallhydro.1415,1415,1430.828,8.235,Small Hydro
ReAtlas_smallhydro.1421,1421,1237.709,5.413,Small Hydro
ReAtlas_smallhydro.735,735,2023.506,31.529,Small Hydro
ReAtlas_smallhydro.902,902,1686.912,83.661,Small Hydro
ReAtlas_smallhydro.921,921,1630.759,61.745,Small Hydro
ReAtlas_smallhydro.925,925,1015.939,34.613,Small Hydro
ReAtlas_smallhydro.927,927,1105.385,26.411,Small Hydro
ReAtlas_smallhydro.933,933,1301.972,26.739,Small Hydro
ReAtlas_smallhydro.935,935,1459.751,14.075,Small Hydro
ReAtlas_smallhydro.937,937,1012.305,24.803,Small Hydro
ReAtlas_smallhydro.944,944,1041.332,24.836,Small Hydro
ReAtlas_smallhydro.946,946,1245.946,11.647,Small Hydro
ReAtlas_smallhydro.952,952,2113.523,31.955,Small Hydro
ReAtlas_smallhydro.955,955,1141.946,10.269,Small Hydro
ReAtlas_smallhydro.964,964,1357.86,18.504,Small Hydro
ReAtlas_smallhydro.968,968,4874.199,26.214,Small Hydro
ReAtlas_smallhydro.972,972,1723.699,9.252,Small Hydro
ReAtlas_smallhydro.979,979,1478.215,7.349,Small Hydro
ReAtlas_smallhydro.999,999,1653.024,24.672,Small Hydro
ReAtlas_smallhydro.1005,1005,1090.404,22.539,Small Hydro
ReAtlas_smallhydro.1007,1007,1647.902,2.789,Small Hydro
ReAtlas_smallhydro.1008,1008,5096.35,8.661,Small Hydro
ReAtlas_smallhydro.1010,1010,1259.136,12.828,Small Hydro
ReAtlas_smallhydro.1016,1016,1340.968,0.427,Small Hydro
ReAtlas_smallhydro.1020,1020,1719.024,2.625,Small Hydro
ReAtlas_smallhydro.1024,1024,30000,19.324,Small Hydro
ReAtlas_smallhydro.1029,1029,1538.339,2.329,Small Hydro
ReAtlas_smallhydro.1035,1035,30000,18.832,Small Hydro
ReAtlas_smallhydro.1036,1036,1828.191,7.513,Small Hydro
ReAtlas_smallhydro.1040,1040,1013.721,4.396,Small Hydro
ReAtlas_smallhydro.1041,1041,3073.69,4.593,Small Hydro
ReAtlas_smallhydro.1043,1043,1137.473,4.954,Small Hydro
ReAtlas_smallhydro.1046,1046,2050.049,3.051,Small Hydro
ReAtlas_smallhydro.1052,1052,8979.961,4.232,Small Hydro
ReAtlas_smallhydro.1054,1054,3535.116,15.584,Small Hydro
ReAtlas_smallhydro.1056,1056,30000,15.879,Small Hydro
ReAtlas_smallhydro.1064,1064,2431.104,11.483,Small Hydro
ReAtlas_smallhydro.1065,1065,2473.864,13.189,Small Hydro
ReAtlas_smallhydro.1067,1067,21537.832,10.367,Small Hydro
ReAtlas_smallhydro.1074,1074,6397.432,3.084,Small Hydro
ReAtlas_smallhydro.1078,1078,1009.661,21.325,Small Hydro
ReAtlas_smallhydro.1080,1080,1661.722,12.402,Small Hydro
ReAtlas_smallhydro.1083,1083,1047.532,9.186,Small Hydro
ReAtlas_smallhydro.1087,1087,1155.004,10.105,Small Hydro
ReAtlas_smallhydro.1097,1097,14494.011,7.579,Small Hydro
ReAtlas_smallhydro.1100,1100,4522.481,13.484,Small Hydro
ReAtlas_smallhydro.1102,1102,1736.276,5.545,Small Hydro
ReAtlas_smallhydro.1103,1103,3836.262,12.27,Small Hydro
ReAtlas_smallhydro.1104,1104,1476.307,4.429,Small Hydro
ReAtlas_smallhydro.1105,1105,1275.187,3.839,Small Hydro
ReAtlas_smallhydro.1115,1115,3239.454,10.466,Small Hydro
ReAtlas_smallhydro.1118,1118,4270.511,13.812,Small Hydro
ReAtlas_smallhydro.1130,1130,1912.449,6.332,Small Hydro
ReAtlas_smallhydro.1136,1136,1330.887,39.6,Small Hydro
ReAtlas_smallhydro.1140,1140,3474.672,13.878,Small Hydro
ReAtlas_smallhydro.1146,1146,1996.988,9.744,Small Hydro
ReAtlas_smallhydro.1149,1149,1321.797,6.463,Small Hydro
ReAtlas_smallhydro.1152,1152,1312.537,6.43,Small Hydro
ReAtlas_smallhydro.1159,1159,4230.895,60.531,Small Hydro
ReAtlas_smallhydro.1265,1265,3727.478,56.594,Small Hydro
ReAtlas_smallhydro.1269,1269,1771.218,71.457,Small Hydro
ReAtlas_smallhydro.1270,1270,4509.632,56.627,Small Hydro
ReAtlas_smallhydro.1273,1273,1033.449,33.005,Small Hydro
ReAtlas_smallhydro.1274,1274,2459.585,30.643,Small Hydro
ReAtlas_smallhydro.1275,1275,1447.232,17.881,Small Hydro
ReAtlas_smallhydro.1276,1276,1987.578,24.475,Small Hydro
ReAtlas_smallhydro.1277,1277,1614.145,19.455,Small Hydro
ReAtlas_smallhydro.1280,1280,2425.144,28.51,Small Hydro
ReAtlas_smallhydro.1281,1281,1545.026,17.881,Small Hydro
ReAtlas_smallhydro.1282,1282,1318.237,29.003,Small Hydro
ReAtlas_smallhydro.1283,1283,1284.573,27.986,Small Hydro
ReAtlas_smallhydro.1284,1284,3325.9,36.647,Small Hydro
ReAtlas_smallhydro.1285,1285,1581.772,33.99,Small Hydro
ReAtlas_smallhydro.1286,1286,1548.324,33.005,Small Hydro
ReAtlas_smallhydro.1287,1287,3372.286,33.76,Small Hydro
ReAtlas_smallhydro.1288,1288,2921.106,29.298,Small Hydro
ReAtlas_smallhydro.1292,1292,7761.158,75.033,Small Hydro
ReAtlas_smallhydro.1293,1293,3321.493,32.021,Small Hydro
ReAtlas_smallhydro.1295,1295,3140.151,28.215,Small Hydro
ReAtlas_smallhydro.1296,1296,2078.708,17.388,Small Hydro
ReAtlas_smallhydro.1297,1297,1366.928,11.385,Small Hydro
ReAtlas_smallhydro.1298,1298,1239.267,9.941,Small Hydro
ReAtlas_smallhydro.1299,1299,2349.868,19.685,Small Hydro
ReAtlas_smallhydro.1300,1300,2067.841,16.47,Small Hydro
ReAtlas_smallhydro.1301,1301,1443.556,12.369,Small Hydro
ReAtlas_smallhydro.1302,1302,1923.689,16.207,Small Hydro
ReAtlas_smallhydro.1303,1303,2891.427,24.934,Small Hydro
ReAtlas_smallhydro.1304,1304,2293.439,19.39,Small Hydro
ReAtlas_smallhydro.1305,1305,1208.781,10.335,Small Hydro
ReAtlas_smallhydro.1306,1306,2279.824,18.077,Small Hydro
ReAtlas_smallhydro.1307,1307,1604.888,12.664,Small Hydro
ReAtlas_smallhydro.1313,1313,2000.902,18.832,Small Hydro
ReAtlas_smallhydro.1314,1314,1047.222,31.07,Small Hydro
ReAtlas_smallhydro.1317,1317,1152.701,24.738,Small Hydro
ReAtlas_smallhydro.1318,1318,2147.477,44.39,Small Hydro
ReAtlas_smallhydro.1319,1319,1477.456,30.315,Small Hydro
ReAtlas_smallhydro.1320,1320,1251.069,21.424,Small Hydro
ReAtlas_smallhydro.1321,1321,1029.327,17.552,Small Hydro
ReAtlas_smallhydro.1322,1322,2093.691,12.303,Small Hydro
ReAtlas_smallhydro.1324,1324,1482.782,28.215,Small Hydro
ReAtlas_smallhydro.1326,1326,1951.69,24.672,Small Hydro
ReAtlas_smallhydro.1327,1327,1400.831,8.694,Small Hydro
ReAtlas_smallhydro.1328,1328,1501.867,9.35,Small Hydro
ReAtlas_smallhydro.1329,1329,1367.898,8.563,Small Hydro
ReAtlas_smallhydro.1330,1330,1122.457,7.087,Small Hydro
ReAtlas_smallhydro.1331,1331,3416.148,30.381,Small Hydro
ReAtlas_smallhydro.1332,1332,2475.614,15.748,Small Hydro
ReAtlas_smallhydro.1333,1333,2084.488,51.148,Small Hydro
ReAtlas_smallhydro.1334,1334,1191.718,9.974,Small Hydro
ReAtlas_smallhydro.1335,1335,1239.456,21.818,Small Hydro
ReAtlas_smallhydro.1336,1336,1306.258,28.379,Small Hydro
ReAtlas_smallhydro.1337,1337,1026.406,22.933,Small Hydro
ReAtlas_smallhydro.1338,1338,1799.127,40.387,Small Hydro
ReAtlas_smallhydro.1339,1339,1327.976,34.285,Small Hydro
ReAtlas_smallhydro.1340,1340,1790.657,59.908,Small Hydro
ReAtlas_smallhydro.272,272,1003.668,39.501,Small Hydro
ReAtlas_smallhydro.273,273,1066.001,39.272,Small Hydro
ReAtlas_smallhydro.276,276,1435.845,42.224,Small Hydro
ReAtlas_smallhydro.283,283,1056.927,10.991,Small Hydro
ReAtlas_smallhydro.285,285,5436.093,48.917,Small Hydro
ReAtlas_smallhydro.286,286,7439.517,169.423,Small Hydro
ReAtlas_smallhydro.289,289,2223.762,19.849,Small Hydro
ReAtlas_smallhydro.292,292,1233.698,64.436,Small Hydro
ReAtlas_smallhydro.301,301,6809.189,52.756,Small Hydro
ReAtlas_smallhydro.302,302,1382.579,10.63,Small Hydro
ReAtlas_smallhydro.310,310,1384.075,46.457,Small Hydro
ReAtlas_smallhydro.317,317,2033.57,34.383,Small Hydro
ReAtlas_smallhydro.324,324,1518.061,16.962,Small Hydro
ReAtlas_smallhydro.334,334,2637.311,13.123,Small Hydro
ReAtlas_smallhydro.338,338,1272.95,13.222,Small Hydro
ReAtlas_smallhydro.342,342,1642.828,10.138,Small Hydro
ReAtlas_smallhydro.343,343,1281.072,19.488,Small Hydro
ReAtlas_smallhydro.345,345,1511.603,33.202,Small Hydro
ReAtlas_smallhydro.347,347,1430.888,8.071,Small Hydro
ReAtlas_smallhydro.350,350,4625.958,24.377,Small Hydro
ReAtlas_smallhydro.351,351,2533.238,14.075,Small Hydro
ReAtlas_smallhydro.352,352,2493.105,13.156,Small Hydro
ReAtlas_smallhydro.358,358,3798.95,96.752,Small Hydro
ReAtlas_smallhydro.749,749,5545.138,166.437,Small Hydro
ReAtlas_smallhydro.750,750,7456.961,80.676,Small Hydro
ReAtlas_smallhydro.752,752,1473.438,15.879,Small Hydro
ReAtlas_smallhydro.1131,1131,4632.757,3.051,Small Hydro
ReAtlas_smallhydro.1139,1139,4821.706,3.248,Small Hydro
ReAtlas_smallhydro.1141,1141,4360.785,123.983,Small Hydro
ReAtlas_smallhydro.1142,1142,11158.592,34.154,Small Hydro
ReAtlas_smallhydro.1145,1145,1176.042,47.474,Small Hydro
ReAtlas_smallhydro.1147,1147,3523.65,10.269,Small Hydro
ReAtlas_smallhydro.1148,1148,1146.605,3.346,Small Hydro
ReAtlas_smallhydro.1150,1150,1304.828,14.337,Small Hydro
ReAtlas_smallhydro.1151,1151,1673.019,20.44,Small Hydro
ReAtlas_smallhydro.1153,1153,1200.702,3.478,Small Hydro
ReAtlas_smallhydro.1155,1155,1658.514,17.618,Small Hydro
ReAtlas_smallhydro.1156,1156,2544.31,26.345,Small Hydro
ReAtlas_smallhydro.1157,1157,1625.685,16.667,Small Hydro
ReAtlas_smallhydro.1160,1160,1191.633,12.172,Small Hydro
ReAtlas_smallhydro.1161,1161,1782.483,5.052,Small Hydro
ReAtlas_smallhydro.1162,1162,1922.967,5.446,Small Hydro
ReAtlas_smallhydro.1163,1163,8168.433,5.61,Small Hydro
ReAtlas_smallhydro.1164,1164,1214.908,11.745,Small Hydro
ReAtlas_smallhydro.1165,1165,1456.299,14.009,Small Hydro
ReAtlas_smallhydro.1166,1166,2223.373,6.234,Small Hydro
ReAtlas_smallhydro.1168,1168,2636.379,46.194,Small Hydro
ReAtlas_smallhydro.1169,1169,1839.545,3.904,Small Hydro
ReAtlas_smallhydro.1170,1170,1488.625,59.022,Small Hydro
ReAtlas_smallhydro.1171,1171,1298.95,50.853,Small Hydro
ReAtlas_smallhydro.1172,1172,19592.155,13.648,Small Hydro
ReAtlas_smallhydro.1173,1173,22534.591,17.946,Small Hydro
ReAtlas_smallhydro.1174,1174,4740.923,3.773,Small Hydro
ReAtlas_smallhydro.1175,1175,5203.695,6.759,Small Hydro
ReAtlas_smallhydro.1176,1176,1401.197,26.411,Small Hydro
ReAtlas_smallhydro.1177,1177,1021.346,16.962,Small Hydro
ReAtlas_smallhydro.1178,1178,5528.646,4.396,Small Hydro
ReAtlas_smallhydro.1179,1179,1766.451,30.184,Small Hydro
ReAtlas_smallhydro.1180,1180,13126.797,9.219,Small Hydro
ReAtlas_smallhydro.1181,1181,2291.436,24.902,Small Hydro
ReAtlas_smallhydro.1182,1182,3352.405,29.593,Small Hydro
ReAtlas_smallhydro.1183,1183,3405.2,2.428,Small Hydro
ReAtlas_smallhydro.1184,1184,6297.206,8.268,Small Hydro
ReAtlas_smallhydro.1185,1185,3192.164,26.903,Small Hydro
ReAtlas_smallhydro.1186,1186,1331.259,11.155,Small Hydro
ReAtlas_smallhydro.1187,1187,4382.224,30.348,Small Hydro
ReAtlas_smallhydro.1188,1188,5635.949,8.858,Small Hydro
ReAtlas_smallhydro.1189,1189,5909.393,9.285,Small Hydro
ReAtlas_smallhydro.1190,1190,1736.928,14.501,Small Hydro
ReAtlas_smallhydro.1191,1191,1446.8,12.106,Small Hydro
ReAtlas_smallhydro.1192,1192,1249.493,10.499,Small Hydro
ReAtlas_smallhydro.1193,1193,1864.572,3.018,Small Hydro
ReAtlas_smallhydro.1194,1194,1272.834,66.273,Small Hydro
ReAtlas_smallhydro.1195,1195,10300.387,16.896,Small Hydro
ReAtlas_smallhydro.1196,1196,3357.691,5.774,Small Hydro
ReAtlas_smallhydro.1197,1197,1116.17,38.911,Small Hydro
ReAtlas_smallhydro.1198,1198,19906.729,36.549,Small Hydro
ReAtlas_smallhydro.1199,1199,1898.192,82.776,Small Hydro
ReAtlas_smallhydro.1200,1200,1565.714,42.848,Small Hydro
ReAtlas_smallhydro.1201,1201,2762.32,80.052,Small Hydro
ReAtlas_smallhydro.1202,1202,4474.496,50.197,Small Hydro
ReAtlas_smallhydro.1203,1203,1013.54,41.339,Small Hydro
ReAtlas_smallhydro.1204,1204,2547.657,30.217,Small Hydro
ReAtlas_smallhydro.1205,1205,1784.286,20.276,Small Hydro
ReAtlas_smallhydro.1206,1206,2291.857,96.358,Small Hydro
ReAtlas_smallhydro.1207,1207,1087.555,12.927,Small Hydro
ReAtlas_smallhydro.1208,1208,1042.434,12.762,Small Hydro
ReAtlas_smallhydro.1209,1209,1197.006,17.487,Small Hydro
ReAtlas_smallhydro.1210,1210,1287.73,16.175,Small Hydro
ReAtlas_smallhydro.1211,1211,1141.899,14.928,Small Hydro
ReAtlas_smallhydro.1212,1212,1084.767,14.272,Small Hydro
ReAtlas_smallhydro.1213,1213,2233.484,9.81,Small Hydro
ReAtlas_smallhydro.1214,1214,1415.736,20.801,Small Hydro
ReAtlas_smallhydro.1215,1215,1021.692,16.568,Small Hydro
ReAtlas_smallhydro.190,190,2953.211,18.668,Small Hydro
ReAtlas_smallhydro.191,191,1961.869,12.434,Small Hydro
ReAtlas_smallhydro.192,192,2858.227,18.471,Small Hydro
ReAtlas_smallhydro.193,193,2804.214,17.421,Small Hydro
ReAtlas_smallhydro.194,194,4854.71,31.857,Small Hydro
ReAtlas_smallhydro.195,195,2648.718,45.965,Small Hydro
ReAtlas_smallhydro.196,196,1663.625,16.962,Small Hydro
ReAtlas_smallhydro.197,197,1347.293,13.451,Small Hydro
ReAtlas_smallhydro.198,198,1074.79,18.438,Small Hydro
ReAtlas_smallhydro.199,199,1289.297,13.812,Small Hydro
ReAtlas_smallhydro.200,200,1771.087,17.618,Small Hydro
ReAtlas_smallhydro.201,201,1232.279,13.156,Small Hydro
ReAtlas_smallhydro.202,202,2035.666,14.108,Small Hydro
ReAtlas_smallhydro.203,203,1083.246,11.68,Small Hydro
ReAtlas_smallhydro.204,204,2942.493,20.604,Small Hydro
ReAtlas_smallhydro.205,205,3664.4,22.343,Small Hydro
ReAtlas_smallhydro.206,206,3362.983,38.615,Small Hydro
ReAtlas_smallhydro.207,207,1603.769,15.879,Small Hydro
ReAtlas_smallhydro.208,208,1869.726,18.274,Small Hydro
ReAtlas_smallhydro.209,209,1481.641,8.891,Small Hydro
ReAtlas_smallhydro.210,210,2890.202,17.126,Small Hydro
ReAtlas_smallhydro.211,211,2420.205,14.173,Small Hydro
ReAtlas_smallhydro.212,212,1972.92,28.904,Small Hydro
ReAtlas_smallhydro.213,213,1456.134,34.941,Small Hydro
ReAtlas_smallhydro.214,214,1381.634,75.558,Small Hydro
ReAtlas_smallhydro.215,215,1284.894,38.845,Small Hydro
ReAtlas_smallhydro.216,216,1558.089,5.052,Small Hydro
ReAtlas_smallhydro.217,217,1722.286,37.861,Small Hydro
ReAtlas_smallhydro.218,218,1033.556,42.323,Small Hydro
ReAtlas_smallhydro.219,219,6031.45,19.685,Small Hydro
ReAtlas_smallhydro.220,220,5372.919,17.552,Small Hydro
ReAtlas_smallhydro.221,221,4590.622,15.059,Small Hydro
ReAtlas_smallhydro.222,222,4189.289,13.714,Small Hydro
ReAtlas_smallhydro.223,223,2190.125,7.316,Small Hydro
ReAtlas_smallhydro.224,224,1738.332,7.546,Small Hydro
ReAtlas_smallhydro.225,225,1473.459,66.109,Small Hydro
ReAtlas_smallhydro.226,226,4066.267,199.738,Small Hydro
ReAtlas_smallhydro.227,227,4712.149,15.978,Small Hydro
ReAtlas_smallhydro.228,228,1105.56,5.052,Small Hydro
ReAtlas_smallhydro.229,229,4599.763,21.654,Small Hydro
ReAtlas_smallhydro.230,230,3416.07,15.584,Small Hydro
ReAtlas_smallhydro.231,231,3111.678,10.564,Small Hydro
ReAtlas_smallhydro.232,232,3968.61,13.484,Small Hydro
ReAtlas_smallhydro.233,233,1527.313,7.218,Small Hydro
ReAtlas_smallhydro.234,234,1329.267,34.252,Small Hydro
ReAtlas_smallhydro.235,235,1965.468,26.608,Small Hydro
ReAtlas_smallhydro.236,236,1149.185,20.21,Small Hydro
ReAtlas_smallhydro.237,237,1445.38,36.909,Small Hydro
ReAtlas_smallhydro.238,238,1283.653,22.343,Small Hydro
ReAtlas_smallhydro.239,239,1789.427,30.741,Small Hydro
ReAtlas_smallhydro.240,240,1059.208,18.143,Small Hydro
ReAtlas_smallhydro.241,241,1088.608,36.024,Small Hydro
ReAtlas_smallhydro.242,242,1264.103,19.226,Small Hydro
ReAtlas_smallhydro.243,243,1158.787,17.192,Small Hydro
ReAtlas_smallhydro.244,244,1396.174,20.604,Small Hydro
ReAtlas_smallhydro.246,246,1306.395,68.635,Small Hydro
ReAtlas_smallhydro.247,247,1002.105,37.697,Small Hydro
ReAtlas_smallhydro.248,248,1115.457,53.379,Small Hydro
ReAtlas_smallhydro.249,249,2001.097,47.769,Small Hydro
ReAtlas_smallhydro.250,250,1446.158,20.374,Small Hydro
ReAtlas_smallhydro.252,252,1111.142,15.518,Small Hydro
ReAtlas_smallhydro.253,253,1119.424,28.412,Small Hydro
ReAtlas_smallhydro.254,254,1517.321,13.058,Small Hydro
ReAtlas_smallhydro.255,255,2219.418,37.861,Small Hydro
ReAtlas_smallhydro.256,256,1607.397,13.615,Small Hydro
ReAtlas_smallhydro.257,257,2345.887,19.587,Small Hydro
ReAtlas_smallhydro.258,258,1076.747,66.076,Small Hydro
ReAtlas_smallhydro.259,259,2182.222,17.881,Small Hydro
ReAtlas_smallhydro.260,260,3487.244,199.869,Small Hydro
ReAtlas_smallhydro.261,261,2451.61,19.882,Small Hydro
ReAtlas_smallhydro.262,262,1459.056,49.508,Small Hydro
ReAtlas_smallhydro.263,263,1174.123,18.438,Small Hydro
ReAtlas_smallhydro.264,264,2318.687,51.148,Small Hydro
ReAtlas_smallhydro.265,265,6615.547,17.159,Small Hydro
ReAtlas_smallhydro.266,266,1867.569,28.675,Small Hydro
ReAtlas_smallhydro.267,267,2507.207,10.039,Small Hydro
ReAtlas_smallhydro.717,717,1407.379,61.877,Small Hydro
ReAtlas_smallhydro.718,718,1019.11,22.9,Small Hydro
ReAtlas_smallhydro.719,719,1344.377,15.453,Small Hydro
ReAtlas_smallhydro.720,720,1127.795,13.451,Small Hydro
ReAtlas_smallhydro.721,721,1419.892,17.257,Small Hydro
ReAtlas_smallhydro.722,722,1045.128,15.65,Small Hydro
ReAtlas_smallhydro.723,723,1440.713,12.697,Small Hydro
ReAtlas_smallhydro.724,724,1070.785,9.35,Small Hydro
ReAtlas_smallhydro.725,725,1291.131,3.773,Small Hydro
ReAtlas_smallhydro.726,726,1405.599,4.134,Small Hydro
ReAtlas_smallhydro.727,727,20596.213,61.122,Small Hydro
ReAtlas_smallhydro.728,728,2193.147,6.463,Small Hydro
ReAtlas_smallhydro.729,729,1136.089,3.346,Small Hydro
ReAtlas_smallhydro.730,730,1852.592,6.266,Small Hydro
ReAtlas_smallhydro.731,731,1920.626,20.571,Small Hydro
ReAtlas_smallhydro.732,732,1710.168,18.373,Small Hydro
ReAtlas_smallhydro.864,864,1346.155,18.668,Small Hydro
ReAtlas_smallhydro.865,865,1833.676,26.28,Small Hydro
ReAtlas_smallhydro.866,866,1059.976,14.633,Small Hydro
ReAtlas_smallhydro.867,867,5294.007,76.936,Small Hydro
ReAtlas_smallhydro.868,868,1423.868,19.291,Small Hydro
ReAtlas_smallhydro.871,871,1904.713,22.966,Small Hydro
ReAtlas_smallhydro.872,872,2505.245,28.707,Small Hydro
ReAtlas_smallhydro.874,874,3567.594,40.026,Small Hydro
ReAtlas_smallhydro.879,879,4953.419,51.247,Small Hydro
ReAtlas_smallhydro.880,880,3692.314,38.091,Small Hydro
ReAtlas_smallhydro.882,882,2702.785,25.853,Small Hydro
ReAtlas_smallhydro.884,884,1004.538,9.547,Small Hydro
ReAtlas_smallhydro.885,885,1901.987,18.045,Small Hydro
ReAtlas_smallhydro.887,887,1108.135,8.038,Small Hydro
ReAtlas_smallhydro.893,893,3047.201,19.127,Small Hydro
ReAtlas_smallhydro.896,896,3037.705,18.865,Small Hydro
ReAtlas_smallhydro.900,900,2473.131,15.256,Small Hydro
ReAtlas_smallhydro.914,914,1161.77,93.766,Small Hydro
ReAtlas_smallhydro.915,915,3194.023,18.701,Small Hydro
ReAtlas_smallhydro.916,916,11546.555,68.274,Small Hydro
ReAtlas_smallhydro.917,917,2103.485,10.663,Small Hydro
ReAtlas_smallhydro.918,918,2766.897,14.895,Small Hydro
ReAtlas_smallhydro.919,919,4132.898,22.31,Small Hydro
ReAtlas_smallhydro.923,923,1243.663,6.299,Small Hydro
ReAtlas_smallhydro.936,936,1452.145,15.518,Small Hydro
ReAtlas_smallhydro.938,938,2377.98,10.4,Small Hydro
ReAtlas_smallhydro.939,939,1791.177,19.029,Small Hydro
ReAtlas_smallhydro.940,940,5194.271,22.703,Small Hydro
ReAtlas_smallhydro.941,941,3326.885,35.696,Small Hydro
ReAtlas_smallhydro.942,942,3235.373,14.14,Small Hydro
ReAtlas_smallhydro.943,943,1181.433,3.675,Small Hydro
ReAtlas_smallhydro.948,948,1708.835,20.144,Small Hydro
ReAtlas_smallhydro.949,949,3154.993,39.797,Small Hydro
ReAtlas_smallhydro.950,950,1133.91,13.386,Small Hydro
ReAtlas_smallhydro.960,960,2149.915,30.971,Small Hydro
