FID,lat,lon,gid,class
ReAtlas_us_geothermal.512,38.541797997342535,-79.45822287560938,512,5
ReAtlas_us_geothermal.514,39.042835624781205,-79.75420834485936,514,3
ReAtlas_us_geothermal.522,38.667848024415946,-79.91938687196262,522,3
ReAtlas_us_geothermal.584,38.796397899673764,-79.98066788732905,584,4
ReAtlas_us_geothermal.302,42.50442212186773,-77.01435361007631,302,4
ReAtlas_us_geothermal.309,41.875125653960595,-80.9582322962645,309,5
ReAtlas_us_geothermal.314,41.79174243363395,-81.24987789721649,314,5
ReAtlas_us_geothermal.328,41.41691863986929,-79.62531146246076,328,3
ReAtlas_us_geothermal.331,41.62506512812327,-82.79160700055994,331,5
ReAtlas_us_geothermal.340,41.45948358673817,-79.58664456657132,340,3
ReAtlas_us_geothermal.135,43.24984681841877,-122.8762239241754,135,4
ReAtlas_us_geothermal.151,43.08321229782374,-122.83484026190814,151,3
ReAtlas_us_geothermal.160,42.91658313747563,-122.96001199475083,160,5
ReAtlas_us_geothermal.163,42.916577523677645,-122.87667244275093,163,4
ReAtlas_us_geothermal.519,38.29165679209134,-112.04244238236629,519,2
ReAtlas_us_geothermal.164,42.7498602754223,-122.70954097030636,164,3
ReAtlas_us_geothermal.165,43.33335798088761,-122.54511648431557,165,3
ReAtlas_us_geothermal.524,38.29165845349981,-111.54243116402935,524,2
ReAtlas_us_geothermal.94,44.7498591700682,-122.20958335617152,94,3
ReAtlas_us_geothermal.96,44.749855223711066,-122.29298056018567,96,4
ReAtlas_us_geothermal.105,44.41652836968143,-122.29297413608012,105,3
ReAtlas_us_geothermal.108,44.3331696692634,-122.37631006789317,108,4
ReAtlas_us_geothermal.530,38.58333479119408,-108.79237325381041,530,4
ReAtlas_us_geothermal.535,38.458675286981325,-111.71059707386397,535,2
ReAtlas_us_geothermal.111,44.08317069703686,-122.37619368123654,111,3
ReAtlas_us_geothermal.561,38.37503631620388,-104.83391579072497,561,2
ReAtlas_us_geothermal.112,44.12486011357394,-122.2929303949274,112,3
ReAtlas_us_geothermal.115,43.91651669309803,-122.45954701526816,115,3
ReAtlas_us_geothermal.565,38.25001315607321,-105.20893253739774,565,3
ReAtlas_us_geothermal.564,39.08440132252375,-105.34038991530218,564,2
ReAtlas_us_geothermal.123,43.66653796183977,-122.37620101124588,123,2
ReAtlas_us_geothermal.297,42.04164722118246,-111.7091376404799,297,2
ReAtlas_us_geothermal.58,46.3331789934102,-122.29294260791565,58,5
ReAtlas_us_geothermal.106,44.45819495839548,-122.20966726486682,106,3
ReAtlas_us_geothermal.360,41.374991569676816,-105.12555710154194,360,5
ReAtlas_us_geothermal.856,31.375138711607043,-105.62553531913176,856,2
ReAtlas_us_geothermal.53,46.49984769016792,-122.2096124278348,53,5
ReAtlas_us_geothermal.75,45.458181363173175,-121.79289847559684,75,2
ReAtlas_us_geothermal.95,44.74985287087044,-122.12625020511922,95,3
ReAtlas_us_geothermal.61,46.333176935772144,-122.12633750268537,61,4
ReAtlas_us_geothermal.21,47.750029232546034,-122.0462686843795,21,5
ReAtlas_us_geothermal.22,47.83354202324811,-121.96475188160281,22,5
ReAtlas_us_geothermal.88,45.750024138287955,-122.12932306072986,88,3
ReAtlas_us_geothermal.283,40.33331946014121,-124.16823940520621,283,3
ReAtlas_us_geothermal.287,40.333568398678324,-124.04391020709826,287,4
ReAtlas_us_geothermal.782,32.70838970881305,-113.7091075074949,782,2
ReAtlas_us_geothermal.778,33.208551656010634,-113.62685059641026,778,2
ReAtlas_us_geothermal.40,46.66650867266065,-122.1262800708223,40,5
ReAtlas_us_geothermal.49,46.541505194915,-122.04290778625855,49,4
ReAtlas_us_geothermal.48,46.624863271844,-122.08473681142848,48,5
ReAtlas_us_geothermal.43,47.79212437360205,-121.96832583261741,43,4
ReAtlas_us_geothermal.292,40.04154883540138,-123.87616533545167,292,4
ReAtlas_us_geothermal.219,42.541891499058224,-122.96242650240671,219,5
ReAtlas_us_geothermal.180,42.29154179734311,-124.25148707746672,180,4
ReAtlas_us_geothermal.1,48.958204093677956,-122.54298102749246,1,5
ReAtlas_us_geothermal.3,48.874883334334086,-122.37654153881016,3,5
ReAtlas_us_geothermal.197,41.95817917337132,-124.12627759696161,197,4
ReAtlas_us_geothermal.202,42.37488682287162,-122.66820492378076,202,4
ReAtlas_us_geothermal.234,41.791553183960545,-122.37621423075015,234,3
ReAtlas_us_geothermal.280,41.838286136196984,-123.3571156027206,280,5
ReAtlas_us_geothermal.307,41.422400195458266,-123.36298909070496,307,5
ReAtlas_us_geothermal.29,46.79150809852296,-122.04292153268736,29,5
ReAtlas_us_geothermal.850,38.98097602087205,-114.43527529509166,850,2
ReAtlas_us_geothermal.390,40.50084823700998,-114.37985325616913,390,3
ReAtlas_us_geothermal.419,39.29172374462253,-115.16802408190713,419,2
ReAtlas_us_geothermal.442,38.95829315747593,-114.45919200943007,442,2
ReAtlas_us_geothermal.571,38.47322336901955,-115.25366301630206,571,3
ReAtlas_us_geothermal.536,38.541661547479265,-108.12565605637974,536,2
ReAtlas_us_geothermal.537,38.83368785172562,-107.12663225336311,537,1
ReAtlas_us_geothermal.255,41.37489020088957,-122.29281763157869,255,4
ReAtlas_us_geothermal.259,41.66658965689411,-121.08463245946413,259,3
ReAtlas_us_geothermal.504,38.75000720556683,-110.58415804158562,504,4
ReAtlas_us_geothermal.614,37.16675595049877,-105.37584678124867,614,1
ReAtlas_us_geothermal.616,37.41878415979998,-107.29780610751072,616,1
ReAtlas_us_geothermal.625,37.08361184290856,-106.16835465005633,625,1
ReAtlas_us_geothermal.646,38.60330238231865,-106.98526916857392,646,1
ReAtlas_us_geothermal.288,42.54162370119078,-109.12570468188062,288,3
ReAtlas_us_geothermal.291,42.29207690162936,-112.75236495386594,291,2
ReAtlas_us_geothermal.902,29.70857821290744,-89.58343218604588,902,5
ReAtlas_us_geothermal.859,31.292130406870783,-105.79284612160527,859,2
ReAtlas_us_geothermal.373,41.89776069840966,-106.98737470413741,373,4
ReAtlas_us_geothermal.276,42.24996940976549,-114.8346938554131,276,3
ReAtlas_us_geothermal.316,41.79162152025932,-111.62590167260964,316,2
ReAtlas_us_geothermal.318,41.87503481107285,-109.62596922171389,318,3
ReAtlas_us_geothermal.378,40.12494106762581,-113.87584966614725,378,2
ReAtlas_us_geothermal.338,41.24995552721983,-111.79248978653229,338,2
ReAtlas_us_geothermal.350,41.37499600107343,-107.08400524642855,350,5
ReAtlas_us_geothermal.354,41.16737940297637,-110.41897767083796,354,3
ReAtlas_us_geothermal.367,41.901995490792196,-118.59733408627761,367,1
ReAtlas_us_geothermal.365,40.291615354663286,-113.9592027146526,365,2
ReAtlas_us_geothermal.511,37.33492613938297,-121.79690192744565,511,2
ReAtlas_us_geothermal.381,40.958583458587974,-106.25073498711214,381,2
ReAtlas_us_geothermal.387,40.87501164750317,-105.91728649588234,387,2
ReAtlas_us_geothermal.477,41.698366561446605,-113.75232517900864,477,1
ReAtlas_us_geothermal.896,29.916928334358992,-101.79217625854949,896,2
ReAtlas_us_geothermal.723,33.66672620163036,-114.33420628470449,723,1
ReAtlas_us_geothermal.358,40.12494175705926,-116.04259265204126,358,2
ReAtlas_us_geothermal.702,34.20838620133396,-114.00089949349447,702,2
ReAtlas_us_geothermal.694,34.54194667111183,-113.66806614925676,694,1
ReAtlas_us_geothermal.637,35.79191958452435,-114.33479032407709,637,1
ReAtlas_us_geothermal.863,30.875151078656437,-105.29219730484286,863,2
ReAtlas_us_geothermal.609,36.20838945042647,-114.12586305783643,609,2
ReAtlas_us_geothermal.527,37.874982472805904,-114.1258380979096,527,2
ReAtlas_us_geothermal.861,30.95848335107229,-105.37551653245836,861,2
ReAtlas_us_geothermal.521,37.999994994474,-114.00090249153092,521,2
ReAtlas_us_geothermal.507,38.208304006933915,-113.87582713923138,507,2
ReAtlas_us_geothermal.602,37.08684329130634,-114.67657469218395,602,2
ReAtlas_us_geothermal.525,38.20934443081647,-115.17124693995035,525,3
ReAtlas_us_geothermal.578,37.45992644375925,-117.30060651806531,578,1
ReAtlas_us_geothermal.356,38.958252204560324,-122.4594685611647,356,2
ReAtlas_us_geothermal.326,39.79158566368628,-121.66779282818314,326,5
ReAtlas_us_geothermal.329,39.70834180390795,-121.7511901379709,329,5
ReAtlas_us_geothermal.322,39.874916989168014,-121.50113840258004,322,5
ReAtlas_us_geothermal.214,43.54158350075343,-113.9592331571993,214,2
ReAtlas_us_geothermal.323,39.79158358217334,-121.83447563480632,323,4
ReAtlas_us_geothermal.320,39.87489097444583,-121.62612332133506,320,4
ReAtlas_us_geothermal.321,39.95834657025288,-121.25117759876673,321,5
ReAtlas_us_geothermal.19,47.79156362925877,-117.70942778556264,19,2
ReAtlas_us_geothermal.18,48.250834134125896,-116.87903776278364,18,3
ReAtlas_us_geothermal.405,39.58374742043395,-116.00250262777044,405,3
ReAtlas_us_geothermal.251,41.499888197818926,-122.20951208931083,251,3
ReAtlas_us_geothermal.414,38.58324927660411,-119.25112786554985,414,2
ReAtlas_us_geothermal.415,38.37518280679651,-121.83571142316842,415,4
ReAtlas_us_geothermal.860,31.08347950869628,-105.45886543994459,860,2
ReAtlas_us_geothermal.262,41.333229160823,-122.12616765536441,262,3
ReAtlas_us_geothermal.305,41.8335292819293,-113.75182308776922,305,1
ReAtlas_us_geothermal.310,41.250096905746965,-116.79341278825612,310,1
ReAtlas_us_geothermal.109,46.670262634942375,-115.52218356390713,109,2
ReAtlas_us_geothermal.133,44.04155800815334,-118.70942059849452,133,2
ReAtlas_us_geothermal.26,46.87484205951463,-121.87624752622813,26,5
ReAtlas_us_geothermal.35,47.58325357452651,-117.12609534617246,35,2
ReAtlas_us_geothermal.428,38.125284968091705,-121.2935591408762,428,5
ReAtlas_us_geothermal.562,36.12497509106345,-120.54267454035943,562,2
ReAtlas_us_geothermal.549,36.666630311950954,-119.4593390580487,549,5
ReAtlas_us_geothermal.555,36.583401965180954,-119.83448128442078,555,3
ReAtlas_us_geothermal.538,36.79163205301012,-119.54265874882563,538,5
ReAtlas_us_geothermal.560,36.66681453860907,-119.46001184567362,560,5
ReAtlas_us_geothermal.523,36.54163931553204,-121.70941887919352,523,3
ReAtlas_us_geothermal.858,31.29180472150245,-105.54219726475418,858,2
ReAtlas_us_geothermal.196,46.895128839102874,-105.08385779571154,196,3
ReAtlas_us_geothermal.531,36.8750200940441,-119.79271288205663,531,5
ReAtlas_us_geothermal.725,33.541693895265425,-114.7090845609348,725,2
ReAtlas_us_geothermal.506,36.87496389088567,-121.37606822658876,506,2
ReAtlas_us_geothermal.556,36.50031361194729,-121.21094216024011,556,2
ReAtlas_us_geothermal.548,36.58375815956215,-121.58618623736348,548,3
ReAtlas_us_geothermal.166,43.458220907037884,-118.54273533835038,166,2
ReAtlas_us_geothermal.200,42.708484602726124,-120.75193552419904,200,1
ReAtlas_us_geothermal.176,43.250002382722506,-119.50159149571732,176,1
ReAtlas_us_geothermal.206,44.541660014454266,-104.6255478196631,206,5
ReAtlas_us_geothermal.131,44.041552001201765,-118.87607563805895,131,2
ReAtlas_us_geothermal.92,45.041527043890326,-120.95952794513707,92,2
ReAtlas_us_geothermal.167,43.83428416662736,-121.76023258450914,167,1
ReAtlas_us_geothermal.91,47.50012271500939,-100.08427061324039,91,3
ReAtlas_us_geothermal.76,45.916592988574834,-119.45965473143482,76,1
ReAtlas_us_geothermal.84,45.20818271184102,-121.5428900427633,84,2
ReAtlas_us_geothermal.213,43.75421595873523,-121.52623089860086,213,1
ReAtlas_us_geothermal.62,46.45819716341764,-120.54288092002497,62,2
ReAtlas_us_geothermal.198,44.37496709111747,-108.04235951435044,198,3
ReAtlas_us_geothermal.46,46.79151784817471,-120.95954740219668,46,2
ReAtlas_us_geothermal.51,46.624842911737524,-121.45955954125753,51,2
ReAtlas_us_geothermal.182,44.29160350371843,-111.12581979531797,182,1
ReAtlas_us_geothermal.47,46.70818252413448,-121.376258097772,47,2
ReAtlas_us_geothermal.38,46.79151605688265,-121.29286820634971,38,2
ReAtlas_us_geothermal.65,46.542990019964485,-121.17099822053274,65,2
ReAtlas_us_geothermal.73,47.50711634560574,-120.99651263445537,73,3
ReAtlas_us_geothermal.579,36.249987542914305,-119.1677887122244,579,5
ReAtlas_us_geothermal.86,45.54158111710655,-122.29426806493242,86,4
ReAtlas_us_geothermal.87,45.54164815462214,-119.8348447054367,87,3
ReAtlas_us_geothermal.13,47.958243219900915,-118.6678604191475,13,2
ReAtlas_us_geothermal.487,37.5415919686749,-119.20930774893884,487,3
ReAtlas_us_geothermal.500,37.00013284306467,-121.62628655429805,500,2
ReAtlas_us_geothermal.615,37.57644985707122,-120.9645770740924,615,3
ReAtlas_us_geothermal.399,38.16660356654313,-122.87615514014428,399,2
ReAtlas_us_geothermal.724,33.45836767571035,-115.20916104388775,724,2
ReAtlas_us_geothermal.408,37.9582964388348,-122.50115025597145,408,2
ReAtlas_us_geothermal.416,37.87494022643548,-122.20943361373833,416,2
ReAtlas_us_geothermal.445,37.83329616217573,-120.91781139822831,445,5
ReAtlas_us_geothermal.475,37.125067233863064,-122.00115923549302,475,2
ReAtlas_us_geothermal.484,37.79325546956437,-121.1306393646532,484,5
ReAtlas_us_geothermal.296,40.12488363930546,-123.29282722316526,296,5
ReAtlas_us_geothermal.317,39.95822071419802,-121.45944079244617,317,4
ReAtlas_us_geothermal.333,39.83349299278203,-121.1680479437513,333,5
ReAtlas_us_geothermal.341,39.2082978202601,-122.87618292613448,341,2
ReAtlas_us_geothermal.344,39.54174483955275,-122.12697510035852,344,5
ReAtlas_us_geothermal.346,39.08323634909747,-123.0428312151119,346,2
ReAtlas_us_geothermal.348,40.08717430423543,-122.89021428424877,348,4
ReAtlas_us_geothermal.709,33.79169906558605,-115.04249272356662,709,2
ReAtlas_us_geothermal.766,33.16807640164607,-115.50415462131724,766,1
ReAtlas_us_geothermal.349,39.124901685565625,-122.12610850351905,349,5
ReAtlas_us_geothermal.371,38.79156982629931,-121.9594347956128,371,5
ReAtlas_us_geothermal.384,38.75080727217959,-122.87878744811894,384,2
ReAtlas_us_geothermal.351,38.916604685353995,-123.16788165297683,351,2
ReAtlas_us_geothermal.368,38.91657524383879,-122.12618279466605,368,4
ReAtlas_us_geothermal.388,38.95825167581509,-119.95936512516113,388,4
ReAtlas_us_geothermal.459,39.425732378774036,-120.82764423221309,459,3
ReAtlas_us_geothermal.201,42.37488653942484,-122.75154089121858,201,5
ReAtlas_us_geothermal.2,48.87488596516268,-122.45965065230442,2,5
ReAtlas_us_geothermal.242,41.583193747618225,-122.37617762693068,242,4
ReAtlas_us_geothermal.790,32.45840397174861,-114.3757966266017,790,1
ReAtlas_us_geothermal.784,32.62516808437849,-114.58431972139397,784,1
ReAtlas_us_geothermal.4,48.708190363448765,-122.33477794219908,4,5
ReAtlas_us_geothermal.10,48.41712438232446,-119.37801077048329,10,3
ReAtlas_us_geothermal.25,46.87484775263569,-121.95957948211887,25,5
ReAtlas_us_geothermal.30,46.791512182435504,-121.95958558905934,30,5
ReAtlas_us_geothermal.746,33.16673525066926,-114.66754691668157,746,2
ReAtlas_us_geothermal.705,33.87502736616539,-115.20916732618963,705,2
ReAtlas_us_geothermal.699,33.958358956739744,-115.29250554911837,699,2
ReAtlas_us_geothermal.767,33.210629057130376,-115.50550760931131,767,1
ReAtlas_us_geothermal.719,33.66726041201212,-115.62655576392262,719,2
ReAtlas_us_geothermal.689,34.37519188044121,-114.70944913733524,689,1
ReAtlas_us_geothermal.607,36.291657006406886,-114.37583616182332,607,2
ReAtlas_us_geothermal.682,34.45840613750143,-115.29266686395349,682,1
ReAtlas_us_geothermal.654,34.95845341344197,-115.08440469720904,654,2
ReAtlas_us_geothermal.656,35.25018092642947,-114.62665043086432,656,1
ReAtlas_us_geothermal.508,37.291685101272975,-119.20926691312118,508,5
ReAtlas_us_geothermal.486,37.124959330579415,-121.2927057372527,486,2
ReAtlas_us_geothermal.483,37.04168532769786,-121.95947807270812,483,3
ReAtlas_us_geothermal.456,37.624937535536525,-120.70937513937852,456,5
ReAtlas_us_geothermal.454,37.45827714709575,-121.70940834339015,454,2
ReAtlas_us_geothermal.466,37.33330880678068,-121.58448828965763,466,2
ReAtlas_us_geothermal.431,37.70827717261105,-121.95942544536757,431,2
ReAtlas_us_geothermal.56,46.541515934914806,-121.62624206002778,56,2
ReAtlas_us_geothermal.421,37.83330358274556,-122.08449636979063,421,2
ReAtlas_us_geothermal.222,43.37496405944537,-115.20949694504392,222,2
ReAtlas_us_geothermal.203,43.58361132276975,-114.79297358746896,203,2
ReAtlas_us_geothermal.534,37.33327454914938,-117.29262031574251,534,2
ReAtlas_us_geothermal.748,37.00296085304704,-119.46849341127916,748,3
ReAtlas_us_geothermal.355,38.791593822939184,-123.376139355226,355,2
ReAtlas_us_geothermal.357,39.20825447393143,-122.08467137399828,357,5
ReAtlas_us_geothermal.364,38.83335883911973,-122.75149435423131,364,1
ReAtlas_us_geothermal.335,39.58328750843779,-122.04290876591716,335,5
ReAtlas_us_geothermal.370,40.04161590418063,-115.20923664545896,370,2
ReAtlas_us_geothermal.376,39.95834093326546,-115.20928362352547,376,3
ReAtlas_us_geothermal.392,39.458273444758746,-116.95928244842383,392,2
ReAtlas_us_geothermal.427,38.87496521293271,-116.25094297576831,427,3
ReAtlas_us_geothermal.391,38.58327220514776,-121.83452727156964,391,5
ReAtlas_us_geothermal.398,38.66669290198081,-121.91854447137635,398,5
ReAtlas_us_geothermal.401,38.41661300933981,-121.66783859407295,401,5
ReAtlas_us_geothermal.406,38.29174401984289,-122.62693509846682,406,2
ReAtlas_us_geothermal.418,38.958988994131005,-120.33855703991992,418,5
ReAtlas_us_geothermal.433,39.04162159201532,-114.37585922017931,433,2
ReAtlas_us_geothermal.215,42.04154807616846,-122.54282961523381,215,4
ReAtlas_us_geothermal.223,42.29164585117674,-122.54357567396073,223,3
ReAtlas_us_geothermal.128,45.45831874074279,-108.66742822726161,128,5
ReAtlas_us_geothermal.437,39.00013078648207,-114.95950617101786,437,2
ReAtlas_us_geothermal.443,38.96039074159012,-120.38563474934054,443,5
ReAtlas_us_geothermal.230,41.83320533287117,-122.62619595006976,230,5
ReAtlas_us_geothermal.232,41.916560443762464,-122.58469086424702,232,5
ReAtlas_us_geothermal.236,42.12498883690803,-122.4192391867685,236,3
ReAtlas_us_geothermal.172,44.58328972557315,-110.29247820219152,172,1
ReAtlas_us_geothermal.233,41.8332245739422,-122.45952156177677,233,4
ReAtlas_us_geothermal.231,44.458321225885065,-99.62542893908153,231,4
ReAtlas_us_geothermal.240,41.62486154826501,-122.45956087207833,240,5
ReAtlas_us_geothermal.248,41.499886171163155,-122.29284708034015,248,3
ReAtlas_us_geothermal.210,44.24995662985544,-108.54239545071692,210,2
ReAtlas_us_geothermal.252,41.54155555577323,-121.79282561033446,252,1
ReAtlas_us_geothermal.267,41.12488671603542,-121.95946845938991,267,2
ReAtlas_us_geothermal.261,41.333220780530105,-122.20950548753845,261,3
ReAtlas_us_geothermal.269,42.37492022624491,-114.7092140143335,269,2
ReAtlas_us_geothermal.300,41.16782718255695,-121.63232451228066,300,1
ReAtlas_us_geothermal.265,41.16655681533734,-122.20950439958474,265,4
ReAtlas_us_geothermal.324,41.04155839669822,-114.79261289024532,324,2
ReAtlas_us_geothermal.266,41.166557758589406,-122.12617195900131,266,3
ReAtlas_us_geothermal.904,29.83354976768522,-91.79181701041057,904,5
ReAtlas_us_geothermal.923,29.879989909109902,-90.79977732492193,923,5
ReAtlas_us_geothermal.906,29.91705116581751,-93.95885530252627,906,5
ReAtlas_us_geothermal.907,29.95950286632329,-94.16789240888897,907,5
ReAtlas_us_geothermal.914,29.87575534095984,-97.79335948105256,914,5
ReAtlas_us_geothermal.903,30.33408559917587,-96.29410503176814,903,2
ReAtlas_us_geothermal.929,30.156566340715017,-92.6602377634041,929,4
ReAtlas_us_geothermal.911,30.000441111165983,-100.58475662764454,911,3
ReAtlas_us_geothermal.886,30.125226034734098,-101.66711952478624,886,3
ReAtlas_us_geothermal.897,30.000732968935168,-101.87604014483554,897,3
ReAtlas_us_geothermal.881,30.208587418172968,-101.87546113602173,881,3
ReAtlas_us_geothermal.895,30.000432287220846,-102.25083719790564,895,3
ReAtlas_us_geothermal.889,29.875184060084244,-104.54213802075904,889,2
ReAtlas_us_geothermal.905,30.08613970530169,-103.50468091554438,905,3
ReAtlas_us_geothermal.898,30.29903046414863,-102.96640458852767,898,4
ReAtlas_us_geothermal.175,44.458295488895196,-110.29244739689531,175,1
ReAtlas_us_geothermal.868,30.750177722298325,-104.41728818300587,868,3
ReAtlas_us_geothermal.885,30.375396822119058,-104.75166333079056,885,2
ReAtlas_us_geothermal.93,47.250143359616374,-102.66765976112299,93,2
ReAtlas_us_geothermal.866,30.9587264779407,-103.66767409282198,866,5
ReAtlas_us_geothermal.865,30.791839274667545,-105.00053281858521,865,2
ReAtlas_us_geothermal.192,44.50014789216714,-109.37631783702454,192,5
ReAtlas_us_geothermal.227,44.91860655606317,-104.84161028385185,227,4
ReAtlas_us_geothermal.178,44.62497341931206,-110.16771487843619,178,1
ReAtlas_us_geothermal.189,44.333293135461545,-110.20914800955231,189,1
ReAtlas_us_geothermal.195,44.249960840513126,-110.0424668404367,195,2
ReAtlas_us_geothermal.934,28.959376362002466,-97.37730361059909,934,2
ReAtlas_us_geothermal.188,44.33331298672204,-110.33420371369832,188,1
ReAtlas_us_geothermal.162,44.624965588710154,-110.91749853818746,162,1
ReAtlas_us_geothermal.177,44.62556235916392,-110.54377471720531,177,1
ReAtlas_us_geothermal.187,44.291642843555934,-110.5008199408698,187,1
ReAtlas_us_geothermal.194,44.20830637350877,-110.50081629243024,194,1
ReAtlas_us_geothermal.171,44.45826779172583,-111.12580526128312,171,1
ReAtlas_us_geothermal.185,44.458759134196455,-110.66862294412402,185,1
ReAtlas_us_geothermal.181,44.45846711060676,-110.7095448647921,181,1
ReAtlas_us_geothermal.184,44.41666912201859,-111.04280190823232,184,1
ReAtlas_us_geothermal.169,44.41735020948333,-112.25200879259518,169,2
ReAtlas_us_geothermal.54,48.8750297827874,-100.54212165034005,54,3
ReAtlas_us_geothermal.55,48.62562260236091,-107.46053693280325,55,3
ReAtlas_us_geothermal.28,49.000102184866094,-105.2924111543305,28,2
ReAtlas_us_geothermal.33,49.0417167507765,-102.25050327938231,33,2
ReAtlas_us_geothermal.23,49.04169161997981,-105.4589122383133,23,2
ReAtlas_us_geothermal.24,49.041700642800734,-105.12556022909129,24,2
ReAtlas_us_geothermal.749,32.708403425967624,-116.37587099221511,749,5
ReAtlas_us_geothermal.756,32.75008973817984,-116.08426344433136,756,3
ReAtlas_us_geothermal.752,32.66673871672308,-116.70922588125228,752,4
ReAtlas_us_geothermal.745,32.62506506645345,-117.0425473204811,745,2
ReAtlas_us_geothermal.747,32.750084589739735,-116.50093710224391,747,5
ReAtlas_us_geothermal.744,32.70840308109654,-117.04255207893132,744,2
ReAtlas_us_geothermal.753,32.79175413320209,-116.25096978419509,753,3
ReAtlas_us_geothermal.751,32.791755083172546,-116.33430629218662,751,4
ReAtlas_us_geothermal.737,32.958396654663176,-116.37587474894752,737,3
ReAtlas_us_geothermal.735,32.958399190877536,-116.45920460145541,735,4
ReAtlas_us_geothermal.665,34.541672192495625,-115.95918819197928,665,2
ReAtlas_us_geothermal.742,33.5851556387861,-116.34063455662789,742,4
ReAtlas_us_geothermal.739,32.791729668963676,-117.1258846701507,739,2
ReAtlas_us_geothermal.734,32.87506266708469,-117.1258848854855,734,2
ReAtlas_us_geothermal.750,32.87512672582309,-116.87629211429697,750,3
ReAtlas_us_geothermal.758,33.20855759201036,-116.12714456264646,758,2
ReAtlas_us_geothermal.754,33.08363702599239,-116.66894964649569,754,5
ReAtlas_us_geothermal.743,33.29177343752404,-116.29318192848598,743,3
ReAtlas_us_geothermal.138,45.70836033588101,-102.33383141431511,138,2
ReAtlas_us_geothermal.660,34.75005864922417,-115.70929165884922,660,1
ReAtlas_us_geothermal.722,33.877831550269285,-116.42444775413165,722,3
ReAtlas_us_geothermal.644,35.54190659458292,-115.91868696491349,644,1
ReAtlas_us_geothermal.573,36.791639028664136,-115.87588544265432,573,2
ReAtlas_us_geothermal.216,43.29157809738938,-115.45928150695639,216,2
ReAtlas_us_geothermal.209,43.29157711723469,-115.95929255609414,209,2
ReAtlas_us_geothermal.205,43.45823537630326,-115.54267822637553,205,2
ReAtlas_us_geothermal.186,43.99997108705258,-115.62682682811311,186,2
ReAtlas_us_geothermal.97,46.21502578295733,-117.68765552734465,97,3
ReAtlas_us_geothermal.150,44.87497451572397,-110.25081157357795,150,2
ReAtlas_us_geothermal.489,37.62494998885406,-118.62598890067429,489,2
ReAtlas_us_geothermal.347,40.37529025352213,-116.54349340805689,347,1
ReAtlas_us_geothermal.239,42.54174239674883,-118.29336659057142,239,3
ReAtlas_us_geothermal.119,46.5835950795634,-99.91821249575833,119,5
ReAtlas_us_geothermal.117,46.62610597276925,-103.17060220749204,117,2
ReAtlas_us_geothermal.156,44.791616517252145,-110.12577449997352,156,2
ReAtlas_us_geothermal.286,41.70830273367622,-116.542858027883,286,3
ReAtlas_us_geothermal.124,45.9584497150541,-106.91789181781854,124,2
ReAtlas_us_geothermal.158,44.7085486932186,-110.58427727083449,158,1
ReAtlas_us_geothermal.157,44.70828590067853,-110.8757994521361,157,1
ReAtlas_us_geothermal.146,44.958395008418236,-110.33419997221583,146,3
ReAtlas_us_geothermal.143,44.95834230413791,-110.62586960443531,143,2
ReAtlas_us_geothermal.149,44.875215108321136,-110.58427371030996,149,1
ReAtlas_us_geothermal.155,44.62491278805072,-111.62576723456075,155,2
ReAtlas_us_geothermal.154,44.75000227464188,-111.0426298979969,154,1
ReAtlas_us_geothermal.152,44.708272817901545,-111.37581440072623,152,2
ReAtlas_us_geothermal.148,44.87500628081416,-110.95918089822197,148,2
ReAtlas_us_geothermal.141,44.958298236681976,-110.83416445776462,141,2
ReAtlas_us_geothermal.153,44.75000159807523,-111.20930500417859,153,2
ReAtlas_us_geothermal.144,44.87494032759632,-111.12580762090874,144,2
ReAtlas_us_geothermal.130,45.33333932662908,-110.20927391800456,130,5
ReAtlas_us_geothermal.142,45.37829956856365,-108.96356115438962,142,5
ReAtlas_us_geothermal.145,45.042510530921675,-111.71148125846014,145,3
ReAtlas_us_geothermal.114,45.66662061675461,-111.70920631282391,114,2
ReAtlas_us_geothermal.139,45.12602796145055,-113.08823071272539,139,3
ReAtlas_us_geothermal.101,46.20833534821312,-112.54299950917064,101,2
ReAtlas_us_geothermal.81,46.583293925680266,-113.91772638633137,81,2
ReAtlas_us_geothermal.89,46.500687712313656,-113.91951812448022,89,2
ReAtlas_us_geothermal.90,46.875048795507816,-108.54245325585129,90,2
ReAtlas_us_geothermal.98,46.79171850476468,-107.95948910782437,98,2
ReAtlas_us_geothermal.716,33.29171528776132,-117.29256045553032,716,2
ReAtlas_us_geothermal.732,33.33338138866738,-116.4593435727812,732,3
ReAtlas_us_geothermal.701,33.79175315495037,-116.12589908149289,701,3
ReAtlas_us_geothermal.688,34.08353198809199,-116.62624609556107,688,5
ReAtlas_us_geothermal.710,33.709371226911614,-117.83641239131927,710,2
ReAtlas_us_geothermal.668,34.04168350282328,-118.37593243239269,668,2
ReAtlas_us_geothermal.648,35.0416819139764,-116.33422958844409,648,2
ReAtlas_us_geothermal.659,34.74999576287781,-116.12592965658277,659,2
ReAtlas_us_geothermal.641,35.12499851476503,-116.45921405106336,641,2
ReAtlas_us_geothermal.638,35.20832260699035,-116.54254629052943,638,2
ReAtlas_us_geothermal.136,44.37490808062907,-116.45934403064908,136,2
ReAtlas_us_geothermal.642,34.99998818696324,-117.3759278647135,642,2
ReAtlas_us_geothermal.122,44.70822683042219,-117.0427035361217,122,2
